game_id,season,week,home_team,away_team,pred_total,over_under,total_points,edge,bet_side,ou_result,pnl,result,wind_speed,temp_avg,is_dome,cumulative_pnl,running_roi
401641013,2024,12,Western Kentucky,Louisiana Tech,57.47563352082628,52.5,19.0,4.975633520826278,over,under,-1.0,loss,8.9,53.1,0,32.36363636363639,0.08891108891108898
401640986,2024,12,Jacksonville State,Florida International,51.878328448269755,58.5,65.0,-6.621671551730245,under,over,-1.0,loss,6.1,52.5,0,32.272727272727295,0.0881768504719325
401643760,2024,12,Utah State,Hawai'i,57.58768277801027,62.0,65.0,-4.412317221989731,under,over,-1.0,loss,3.9,32.25,0,31.272727272727295,0.08521179093386184
401628420,2024,12,Florida,LSU,62.172465710383136,56.5,43.0,5.672465710383136,over,under,-1.0,loss,7.5,63.599999999999994,0,29.272727272727295,0.07932988420793305
401643830,2024,12,Georgia Southern,Troy,58.12463542196075,53.5,48.0,4.624635421960747,over,under,-1.0,loss,4.7,58.45,0,28.272727272727295,0.07641277641277647
401628423,2024,12,South Carolina,Missouri,47.672359033941625,43.0,64.0,4.672359033941625,over,over,0.9090909090909091,win,6.1,55.05,0,29.181818181818205,0.0786571918647391
401628548,2024,12,Maryland,Rutgers,51.157598503211865,54.5,48.0,-3.342401496788135,under,under,0.9090909090909091,win,14.6,52.85,0,30.090909090909115,0.08088954056695999
401636927,2024,12,Kansas State,Arizona State,57.89243031410162,51.5,38.0,6.392430314101617,over,under,-1.0,loss,10.3,52.25,0,29.090909090909115,0.0779917133804534
401643835,2024,12,Texas State,Southern Miss,59.818716705651354,56.5,61.0,3.3187167056513545,over,over,0.9090909090909091,win,18.1,72.8,0,30.000000000000025,0.08021390374331558
401628551,2024,12,Wisconsin,Oregon,56.55196980318927,50.5,29.0,6.051969803189273,over,under,-1.0,loss,11.6,47.85,0,29.000000000000025,0.07733333333333339
401628421,2024,12,Georgia,Tennessee,53.604965514029445,47.0,48.0,6.604965514029445,over,over,0.9090909090909091,win,5.1,54.55,0,29.909090909090935,0.07954545454545461
401645367,2024,12,Memphis,UAB,67.1536343129502,63.0,71.0,4.153634312950203,over,over,0.9090909090909091,win,7.2,61.55,0,30.818181818181845,0.0817458403665301
401644770,2024,13,Central Michigan,Western Michigan,59.58497670459894,56.0,30.0,3.5849767045989367,over,under,-1.0,loss,13.9,42.349999999999994,0,29.727272727272755,0.07822966507177041
401644772,2024,13,Eastern Michigan,Buffalo,47.26394111616197,51.0,57.0,-3.7360588838380266,under,over,-1.0,loss,11.7,35.55,0,28.727272727272755,0.07539966595084713
401634772,2024,13,Georgia Tech,NC State,56.51051526987301,51.0,59.0,5.510515269873011,over,over,0.9090909090909091,win,16.4,44.1,0,29.636363636363665,0.0775821037601143
401628558,2024,13,Michigan State,Purdue,51.41018147034415,48.0,41.0,3.410181470344149,over,under,-1.0,loss,12.8,42.7,0,28.636363636363665,0.07476857346309052
401628556,2024,13,Maryland,Iowa,46.07345547405092,42.0,42.0,4.073455474050917,over,push,0.0,push,18.9,45.9,0,28.636363636363665,0.07457386363636372
401635612,2024,13,Boston College,North Carolina,55.6450475805185,51.0,62.0,4.645047580518501,over,over,0.9090909090909091,win,16.9,44.0,0,29.545454545454575,0.07674144037780409
401635618,2024,13,Miami,Wake Forest,61.36850658012729,67.5,56.0,-6.131493419872712,under,under,0.9090909090909091,win,6.0,61.0,0,30.454545454545485,0.07889778615167224
401641005,2024,13,Jacksonville State,Sam Houston,51.74650662632457,57.0,32.0,-5.253493373675433,under,under,0.9090909090909091,win,6.3,45.3,0,31.363636363636395,0.08104298801973228
401640996,2024,13,Liberty,Western Kentucky,59.18642685524584,55.5,59.0,3.6864268552458412,over,over,0.9090909090909091,win,16.4,47.95,0,32.2727272727273,0.08317713214620438
401644774,2024,13,Ball State,Bowling Green,51.10548498211079,54.5,51.0,-3.394515017889212,under,under,0.9090909090909091,win,13.1,41.5,0,33.18181818181821,0.0853003038093013
401645373,2024,13,UAB,Rice,57.16319687171739,52.0,54.0,5.163196871717389,over,over,0.9090909090909091,win,6.8,45.15,0,34.090909090909115,0.08741258741258748
401643841,2024,13,Southern Miss,South Alabama,57.10407650122653,54.0,49.0,3.1040765012265297,over,under,-1.0,loss,4.9,49.599999999999994,0,33.090909090909115,0.08463148105091846
401628436,2024,13,Texas,Kentucky,51.168054002159955,47.0,45.0,4.1680540021599555,over,under,-1.0,loss,9.7,59.3,0,32.00000000000002,0.08121827411167518
401628559,2024,13,Minnesota,Penn State,49.569579163211515,45.0,51.0,4.569579163211515,over,over,0.9090909090909091,win,4.9,35.75,0,33.818181818181834,0.08539944903581272
401628560,2024,13,Nebraska,Wisconsin,44.07068575827205,40.5,69.0,3.570685758272049,over,over,0.9090909090909091,win,10.6,44.05,0,34.72727272727274,0.0874742386077399
401636934,2024,13,Oklahoma State,Texas Tech,61.31675620388086,64.5,104.0,-3.183243796119143,under,over,-1.0,loss,15.6,52.5,0,34.63636363636365,0.0868079289131921
401628427,2024,13,Arkansas,Louisiana Tech,54.592055783437424,48.5,49.0,6.092055783437424,over,over,0.9090909090909091,win,13.0,48.650000000000006,0,35.545454545454554,0.08886363636363638
401635617,2024,13,Louisville,Pittsburgh,53.45924184924973,57.5,46.0,-4.040758150750271,under,under,0.9090909090909091,win,9.0,42.25,0,36.45454545454546,0.09090909090909093
401628432,2024,13,Mississippi State,Missouri,53.9952412447218,57.5,59.0,-3.5047587552782034,under,over,-1.0,loss,4.4,45.5,0,35.45454545454546,0.0881953867028494
401643840,2024,13,Louisiana,Troy,58.3352334000775,51.5,81.0,6.835233400077499,over,over,0.9090909090909091,win,6.2,53.2,0,36.36363636363637,0.09023234829686444
401640959,2024,13,Notre Dame,Army,51.2975551132341,44.5,63.0,6.797555113234097,over,over,0.9090909090909091,win,9.7,42.25,0,37.27272727272727,0.09225922592259227
401628572,2024,13,Oregon State,Washington State,60.95964090138542,56.5,79.0,4.45964090138542,over,over,0.9090909090909091,win,11.8,45.95,0,38.18181818181818,0.09427609427609428
401643838,2024,13,Old Dominion,Marshall,57.08055823470028,51.5,77.0,5.580558234700277,over,over,0.9090909090909091,win,8.3,51.1,0,39.99999999999999,0.09828009828009826
401628433,2024,13,Oklahoma,Alabama,49.86240147153633,46.5,27.0,3.36240147153633,over,under,-1.0,loss,18.1,64.05000000000001,0,38.99999999999999,0.09558823529411763
401635615,2024,13,Duke,Virginia Tech,49.92377931941061,46.0,59.0,3.923779319410613,over,over,0.9090909090909091,win,7.1,48.2,0,39.818181818181806,0.09688122096881217
401628561,2024,13,UCLA,USC,58.6530225049734,52.5,32.0,6.1530225049734,over,under,-1.0,loss,5.0,56.55,0,39.72727272727271,0.09619194364957073
401644775,2024,14,Akron,Toledo,45.00987956668616,49.0,35.0,-3.990120433313841,under,under,0.9090909090909091,win,8.6,37.9,0,39.63636363636362,0.09550930996714126
401645379,2024,14,East Carolina,Navy,48.10950385973545,54.0,54.0,-5.890496140264553,under,push,0.0,push,10.5,45.099999999999994,0,40.545454545454525,0.09723130586439935
401628568,2024,14,Wisconsin,Minnesota,47.23864366603203,41.0,31.0,6.238643666032033,over,under,-1.0,loss,14.8,21.55,0,39.545454545454525,0.09460635058721178
401628442,2024,14,Ole Miss,Mississippi State,58.91623476919765,62.0,40.0,-3.0837652308023493,under,under,0.9090909090909091,win,8.3,37.85,0,40.45454545454543,0.09655022781514423
401640997,2024,14,Sam Houston,Liberty,50.653478624009814,47.5,38.0,3.1534786240098143,over,under,-1.0,loss,9.8,48.45,0,39.45454545454543,0.09393939393939389
401628439,2024,14,Georgia,Georgia Tech,54.517792557434824,49.5,86.0,5.017792557434824,over,over,0.9090909090909091,win,9.3,39.65,0,40.36363636363634,0.09587562081623834
401636939,2024,14,UCF,Utah,51.70219929123459,46.5,42.0,5.202199291234592,over,under,-1.0,loss,9.7,57.2,0,39.36363636363634,0.09327875915553635
401628440,2024,14,Kentucky,Louisville,53.615071884998585,49.5,55.0,4.115071884998585,over,over,0.9090909090909091,win,10.5,27.25,0,39.272727272727245,0.0926243567753001
401645381,2024,14,Temple,North Texas,59.30552572949416,63.5,41.0,-4.194474270505843,under,under,0.9090909090909091,win,11.5,32.35,0,41.09090909090906,0.09645753307725131
401628566,2024,14,Ohio State,Michigan,46.38496070857696,42.0,23.0,4.384960708576962,over,under,-1.0,loss,11.5,25.4,0,40.09090909090906,0.09388971684053643
401629038,2024,14,Massachusetts,UConn,53.77371568776507,49.5,89.0,4.273715687765069,over,over,0.9090909090909091,win,,,0,40.999999999999964,0.0957943925233644
