season,team,conference,ret_total_ppa,ret_pass_ppa,ret_rush_ppa,ret_recv_ppa,ret_ppa_pct,ret_pass_ppa_pct,ret_usage,ret_pass_usage
2017,Iowa,Big Ten,68.5,1.3,19.2,47.9,0.304,0.038,0.264,0.027
2017,Iowa State,Big 12,346.7,123.8,51.6,171.2,0.908,1.0,0.944,1.0
2017,Kansas,Big 12,67.9,4.8,10.4,52.7,0.404,0.485,0.435,0.341
2017,Kansas State,Big 12,274.6,55.4,135.2,84.0,0.817,0.837,0.789,0.875
2017,Kent State,Mid-American,131.2,2.4,58.5,70.3,0.905,0.0,0.903,0.916
2017,Kentucky,SEC,207.5,62.5,61.9,83.2,0.665,0.981,0.654,0.997
2017,Louisiana,Sun Belt,47.5,7.1,-6.4,46.8,0.215,0.196,0.252,0.019
2017,Louisiana Tech,Conference USA,168.2,5.4,62.6,100.3,0.232,0.02,0.331,0.004
2017,Louisville,ACC,391.9,125.2,149.3,117.4,0.67,0.801,0.699,0.933
2017,LSU,SEC,242.0,85.2,87.0,69.8,0.686,0.994,0.685,0.898
2017,Marshall,Conference USA,72.7,33.5,20.6,18.6,0.443,1.0,0.74,1.0
2017,Maryland,Big Ten,108.2,4.1,56.0,48.0,0.44,0.122,0.422,0.311
2017,Massachusetts,FBS Independents,219.1,76.3,20.1,122.7,0.75,1.02,0.848,0.996
2017,Memphis,American Athletic,470.2,173.7,52.6,243.9,0.879,0.914,0.9,0.935
2017,Miami,ACC,132.5,8.1,37.5,86.9,0.305,0.052,0.324,0.013
2017,Miami (OH),Mid-American,340.8,111.7,50.3,178.8,0.881,0.951,0.854,0.85
2017,Michigan,Big Ten,248.9,96.3,67.4,85.1,0.624,0.821,0.619,0.972
2017,Michigan State,Big Ten,62.5,4.0,24.4,34.1,0.191,0.037,0.441,0.269
2017,Middle Tennessee,Conference USA,423.1,186.9,37.1,199.2,0.762,0.95,0.724,0.99
2017,Minnesota,Big Ten,95.3,10.3,33.3,51.7,0.352,0.156,0.511,0.053
2017,Mississippi State,SEC,291.0,56.6,140.6,93.8,0.782,0.852,0.758,0.872
2017,Missouri,SEC,336.1,95.0,96.8,144.3,0.822,0.914,0.881,0.974
2017,Navy,American Athletic,131.0,11.1,68.8,51.2,0.28,0.134,0.295,0.25
2017,NC State,ACC,333.2,140.3,14.4,178.4,0.859,1.0,0.72,1.0
2017,Nebraska,Big Ten,59.0,4.5,-5.4,59.9,0.19,0.052,0.241,0.017
2017,Nevada,Mountain West,142.9,46.8,8.1,88.1,0.473,0.489,0.382,0.43
2017,New Mexico,Mountain West,217.7,32.0,121.5,64.2,0.56,0.541,0.615,0.429
2017,New Mexico State,Sun Belt,198.6,14.7,65.2,118.7,0.773,0.613,0.835,0.991
2017,North Carolina,ACC,80.0,16.8,-8.0,71.1,0.156,0.081,0.127,0.029
2017,Northern Illinois,Mid-American,137.8,34.7,37.2,65.8,0.446,0.403,0.399,0.406
2017,North Texas,Conference USA,70.5,16.3,18.9,35.4,0.387,0.521,0.477,0.607
2017,Northwestern,Big Ten,220.8,104.3,41.7,74.8,0.636,1.044,0.872,0.992
2017,Notre Dame,FBS Independents,200.6,7.9,45.5,147.2,0.516,0.076,0.388,0.012
2017,Ohio,Mid-American,107.5,37.2,16.0,54.2,0.338,0.426,0.51,0.372
2017,Ohio State,Big Ten,256.4,72.5,108.8,75.1,0.603,0.738,0.766,0.979
2017,Oklahoma,Big 12,432.8,261.1,25.3,146.4,0.594,0.899,0.526,0.975
2017,Oklahoma State,Big 12,418.5,191.3,42.8,184.4,0.739,0.973,0.762,0.99
2017,Old Dominion,Conference USA,202.6,6.3,83.5,112.7,0.555,0.067,0.536,0.06
2017,Ole Miss,SEC,133.5,15.8,18.2,99.4,0.303,0.113,0.369,0.331
2017,Oregon,Pac-12,231.7,73.8,71.3,86.5,0.489,0.48,0.658,0.627
2017,Oregon State,Pac-12,115.0,-38.2,81.9,71.3,0.569,-7.346,0.636,0.541
2017,Penn State,Big Ten,402.1,160.1,67.7,174.2,0.847,0.938,0.925,0.993
2017,Pittsburgh,ACC,184.8,4.9,65.0,115.0,0.379,0.03,0.365,0.022
2017,Purdue,Big Ten,171.2,48.2,30.7,92.2,0.565,0.689,0.779,0.983
2017,Rice,Conference USA,88.6,7.7,33.4,47.5,0.377,0.212,0.313,0.164
2017,Rutgers,Big Ten,33.8,-23.6,26.4,31.0,0.537,1.108,0.532,0.537
2017,San Diego State,Mountain West,263.3,72.3,68.3,122.7,0.717,0.968,0.609,0.992
2017,San José State,Mountain West,119.7,10.5,17.4,91.8,0.45,0.205,0.325,0.175
2017,SMU,American Athletic,285.4,86.7,32.3,166.4,0.849,0.925,0.891,0.934
2017,South Alabama,Sun Belt,166.8,72.5,36.8,57.5,0.507,0.806,0.628,0.989
2017,South Carolina,SEC,213.3,38.1,36.0,139.2,0.867,0.652,0.695,0.49
2017,Southern Miss,Conference USA,248.6,2.0,53.1,193.6,0.53,0.012,0.578,0.123
2017,South Florida,American Athletic,376.0,87.8,153.4,134.7,0.816,0.883,0.731,0.991
2017,Stanford,Pac-12,158.5,43.2,28.4,86.9,0.596,1.0,0.65,1.0
2017,Syracuse,ACC,239.0,140.0,-10.6,109.5,0.596,0.986,0.805,0.949
2017,TCU,Big 12,417.9,97.6,120.1,200.2,1.014,1.073,0.872,0.89
2017,Temple,American Athletic,242.9,3.1,58.9,180.9,0.598,0.029,0.429,0.025
2017,Tennessee,SEC,81.6,3.5,10.2,67.8,0.223,0.035,0.247,0.048
2017,Texas,Big 12,238.3,75.2,30.9,132.2,0.642,0.963,0.639,0.974
2017,Texas A&M,SEC,139.6,29.0,63.3,47.3,0.338,0.288,0.466,0.235
2017,Texas State,Sun Belt,113.4,2.6,-4.9,115.6,0.696,0.124,0.238,0.004
2017,Texas Tech,Big 12,235.9,30.0,17.2,188.7,0.339,0.112,0.402,0.1
2017,Toledo,Mid-American,396.6,225.1,13.8,157.7,0.68,0.968,0.606,0.995
2017,Troy,Sun Belt,240.4,75.7,32.2,132.5,0.993,1.0,0.986,1.0
2017,Tulane,American Athletic,10.1,-40.1,7.6,42.5,0.155,1.0,0.862,1.0
2017,Tulsa,American Athletic,134.8,5.7,40.8,88.3,0.257,0.036,0.299,0.009
2017,UCF,American Athletic,95.2,23.8,-1.0,72.4,0.639,1.167,0.684,0.738
2017,UCLA,Pac-12,246.5,91.8,-11.1,165.8,0.668,0.676,0.67,0.48
2017,UConn,American Athletic,96.1,36.3,3.9,56.0,0.612,1.16,0.73,0.95
2017,UL Monroe,Sun Belt,136.0,28.5,61.6,45.9,0.727,1.0,0.905,1.0
2017,UNLV,Mountain West,214.9,30.8,72.5,111.7,0.684,0.537,0.773,0.693
2017,USC,Pac-12,364.2,194.5,31.9,137.8,0.681,0.928,0.67,0.787
2017,Utah,Pac-12,176.4,78.5,26.0,71.8,0.553,1.0,0.673,1.0
2017,Utah State,Mountain West,148.3,43.4,62.1,42.8,0.656,1.0,0.744,1.0
2017,UTEP,Conference USA,69.3,21.9,18.8,28.5,0.352,0.817,0.582,0.979
2017,UTSA,Conference USA,273.5,66.0,42.7,164.7,0.831,0.791,0.712,0.854
2017,Vanderbilt,SEC,253.0,57.5,52.6,142.9,0.937,0.975,0.943,0.969
2017,Virginia,ACC,148.7,40.7,3.9,104.0,0.695,2.713,0.551,0.845
2017,Virginia Tech,ACC,107.3,6.8,-2.8,103.2,0.231,0.044,0.249,0.008
2017,Wake Forest,ACC,181.6,22.5,48.7,110.4,1.094,2.5,0.947,0.901
2017,Washington,Pac-12,486.8,179.3,123.8,183.7,0.832,0.914,0.872,0.986
2017,Washington State,Pac-12,437.6,198.9,64.4,174.3,0.773,0.947,0.847,0.996
2017,Western Kentucky,Conference USA,255.6,200.3,5.2,50.1,0.422,1.003,0.558,0.905
2017,Western Michigan,Mid-American,130.6,5.9,94.7,29.9,0.215,0.027,0.421,0.005
2017,West Virginia,Big 12,125.2,6.6,57.0,61.6,0.282,0.052,0.337,0.016
2017,Wisconsin,Big Ten,234.5,53.8,44.0,136.7,0.639,0.45,0.461,0.558
2017,Wyoming,Mountain West,232.6,118.5,62.5,51.6,0.558,0.979,0.465,0.997
2018,Air Force,Mountain West,195.1,21.0,110.2,64.0,0.653,0.778,0.72,0.878
2018,Akron,Mid-American,80.4,16.6,1.2,62.6,0.338,0.275,0.375,0.394
2018,Alabama,SEC,352.9,78.8,163.6,110.5,0.777,0.798,0.756,0.983
2018,App State,Sun Belt,122.4,6.3,39.0,77.1,0.311,0.056,0.455,0.034
2018,Arizona,Pac-12,330.6,80.4,118.8,131.3,0.743,0.88,0.632,0.622
2018,Arizona State,Pac-12,378.6,115.7,41.0,222.0,0.895,0.967,0.694,0.991
2018,Arkansas,SEC,247.0,33.3,43.4,170.3,0.669,0.337,0.653,0.449
2018,Arkansas State,Sun Belt,308.2,123.6,46.8,137.8,0.712,0.918,0.742,0.989
2018,Army,FBS Independents,163.7,-7.0,155.6,15.0,0.611,0.526,0.63,0.364
2018,Auburn,SEC,326.3,100.6,56.7,169.0,0.828,0.925,0.704,0.995
2018,Ball State,Mid-American,175.4,30.6,49.2,95.6,1.271,-1.561,0.776,0.452
2018,Baylor,Big 12,273.8,79.2,2.7,191.8,0.832,0.744,0.689,0.445
2018,Boise State,Mountain West,239.2,120.9,13.1,105.3,0.53,0.72,0.602,0.768
2018,Boston College,ACC,162.6,9.3,57.7,95.5,0.809,0.245,0.698,0.705
2018,Bowling Green,Mid-American,161.2,55.8,30.6,74.9,0.593,1.041,0.414,0.497
2018,Buffalo,Mid-American,302.8,107.8,28.4,166.6,0.737,0.665,0.811,0.745
2018,BYU,FBS Independents,207.2,32.6,40.9,133.8,0.885,1.028,0.836,0.955
2018,California,Pac-12,287.1,86.5,38.2,162.4,0.867,1.0,0.824,1.0
2018,Central Michigan,Mid-American,53.3,5.5,9.1,38.7,0.179,0.064,0.384,0.049
2018,Charlotte,Conference USA,40.6,-58.0,48.1,50.4,1.194,1.021,0.78,0.904
2018,Cincinnati,American Athletic,211.5,72.1,44.2,95.1,0.789,1.084,0.765,0.973
2018,Clemson,ACC,349.7,91.5,121.6,136.7,0.793,0.783,0.779,0.852
2018,Coastal Carolina,Sun Belt,90.1,-6.0,24.1,72.0,0.352,-0.098,0.485,0.401
2018,Colorado,Pac-12,201.0,104.5,22.4,74.2,0.586,1.048,0.521,0.989
2018,Colorado State,Mountain West,109.7,0.0,21.9,87.8,0.206,0.0,0.232,0.0
2018,Duke,ACC,213.4,18.3,61.4,133.7,0.85,1.102,0.835,0.992
2018,East Carolina,American Athletic,95.4,10.6,-12.2,97.0,0.267,0.082,0.282,0.004
2018,Eastern Michigan,Mid-American,37.6,0.7,-6.8,43.6,0.154,0.008,0.422,0.045
2018,Florida,SEC,173.1,34.8,37.7,100.5,0.704,0.663,0.721,0.744
2018,Florida Atlantic,Conference USA,251.3,2.3,131.6,117.4,0.491,0.019,0.458,0.013
2018,Florida International,Conference USA,80.0,-12.7,15.5,77.2,0.225,-0.109,0.343,0.115
2018,Florida State,ACC,167.3,59.7,18.1,89.5,0.639,0.767,0.874,0.952
2018,Fresno State,Mountain West,323.9,118.0,49.2,156.7,0.848,0.862,0.862,0.811
2018,Georgia,SEC,325.9,125.2,49.4,151.3,0.627,0.872,0.597,0.944
2018,Georgia Southern,Sun Belt,88.9,5.4,43.4,40.1,0.613,1.0,0.76,1.0
2018,Georgia State,Sun Belt,142.9,3.7,5.1,134.1,0.576,0.036,0.332,0.04
2018,Georgia Tech,ACC,150.6,14.7,118.2,17.7,0.749,0.913,0.867,0.978
2018,Hawai'i,Mountain West,77.3,-2.8,7.4,72.7,0.301,-0.059,0.131,0.02
2018,Houston,American Athletic,117.1,47.6,24.3,45.1,0.321,0.418,0.32,0.346
2018,Idaho,Sun Belt,50.9,13.9,-4.9,41.9,0.219,0.248,0.299,0.27
2018,Illinois,Big Ten,102.4,3.2,12.2,87.0,0.764,-2.667,0.368,0.005
2018,Indiana,Big Ten,87.0,40.7,-20.7,67.0,0.291,0.357,0.483,0.414
2018,Iowa,Big Ten,229.2,96.5,6.5,126.3,0.827,0.933,0.598,0.989
2018,Iowa State,Big 12,248.9,125.9,9.8,113.1,0.567,0.72,0.657,0.655
2018,Kansas,Big 12,142.1,36.5,0.2,105.4,0.851,1.0,0.845,1.0
2018,Kansas State,Big 12,173.7,25.6,53.9,94.2,0.573,0.303,0.724,0.623
2018,Kent State,Mid-American,47.4,-17.1,1.2,63.3,0.948,0.564,0.594,0.201
2018,Kentucky,SEC,101.6,0.6,33.1,68.0,0.335,0.009,0.471,0.017
2018,Louisiana,Sun Belt,220.4,35.6,44.3,140.5,0.763,0.628,0.703,0.487
2018,Louisiana Tech,Conference USA,267.2,96.4,46.7,124.1,0.746,1.0,0.684,1.0
2018,Louisville,ACC,213.9,3.8,29.5,180.6,0.373,0.024,0.302,0.077
2018,LSU,SEC,65.6,7.5,1.7,56.4,0.17,0.07,0.158,0.085
2018,Marshall,Conference USA,153.3,0.0,10.1,143.1,0.484,0.0,0.523,0.0
2018,Maryland,Big Ten,115.6,16.1,60.1,39.3,0.668,1.032,0.792,0.851
2018,Massachusetts,FBS Independents,366.4,161.5,39.7,165.2,0.858,1.025,0.921,0.998
2018,Memphis,American Athletic,257.1,19.3,82.0,155.7,0.39,0.086,0.4,0.016
2018,Miami,ACC,243.2,72.4,56.0,114.8,0.722,0.819,0.803,0.967
2018,Miami (OH),Mid-American,196.0,49.1,39.1,107.8,0.649,0.627,0.756,0.702
2018,Michigan,Big Ten,165.5,25.4,31.2,108.9,0.763,0.736,0.561,0.31
2018,Michigan State,Big Ten,315.8,110.8,56.3,148.6,0.946,1.134,0.817,0.982
2018,Middle Tennessee,Conference USA,245.4,56.7,34.9,153.9,0.757,0.619,0.71,0.51
2018,Minnesota,Big Ten,95.5,0.0,19.0,76.4,0.519,0.0,0.491,0.0
2018,Mississippi State,SEC,250.2,22.0,133.2,94.9,0.875,0.905,0.89,0.991
2018,Missouri,SEC,435.1,205.6,39.9,189.5,0.763,1.0,0.729,1.0
2018,Navy,American Athletic,224.4,21.8,182.2,20.4,0.779,1.009,0.706,0.969
2018,NC State,ACC,367.4,155.4,20.2,191.9,0.788,0.962,0.689,0.986
2018,Nebraska,Big Ten,129.6,3.4,-2.9,129.1,0.438,0.037,0.483,0.002
2018,Nevada,Mountain West,256.2,113.3,22.0,120.9,0.811,1.096,0.853,0.934
2018,New Mexico,Mountain West,97.3,9.0,35.2,53.1,0.785,-90.0,0.526,0.586
2018,New Mexico State,Sun Belt,136.7,3.6,21.6,111.5,0.312,0.028,0.287,0.116
2018,North Carolina,ACC,227.5,66.0,34.1,127.5,0.824,1.0,0.831,0.814
2018,Northern Illinois,Mid-American,148.9,31.6,40.4,76.9,0.634,0.704,0.621,0.748
2018,North Texas,Conference USA,390.8,156.5,27.8,206.5,0.74,0.982,0.801,0.998
2018,Northwestern,Big Ten,188.8,47.5,54.1,87.3,0.615,0.954,0.641,0.955
2018,Notre Dame,FBS Independents,252.2,28.8,128.8,94.6,0.676,0.538,0.615,0.984
2018,Ohio,Mid-American,246.8,62.2,122.4,62.2,0.722,0.976,0.809,0.997
2018,Ohio State,Big Ten,352.0,63.8,110.3,178.0,0.603,0.404,0.525,0.156
2018,Oklahoma,Big 12,333.7,47.2,81.6,204.9,0.408,0.154,0.441,0.07
2018,Oklahoma State,Big 12,206.5,12.1,64.0,130.4,0.295,0.046,0.445,0.033
2018,Old Dominion,Conference USA,97.3,32.1,2.8,62.4,0.721,1.107,0.761,0.946
2018,Ole Miss,SEC,294.1,72.4,33.0,188.7,0.622,0.458,0.526,0.404
2018,Oregon,Pac-12,244.6,90.9,30.7,123.0,0.658,0.974,0.616,0.913
2018,Oregon State,Pac-12,121.3,24.6,8.0,88.8,0.491,0.396,0.383,0.381
2018,Penn State,Big Ten,319.9,147.1,52.4,120.4,0.589,0.844,0.631,0.982
2018,Pittsburgh,ACC,150.5,19.9,28.7,101.9,0.508,0.247,0.449,0.182
2018,Purdue,Big Ten,205.1,50.4,53.4,101.2,0.768,1.0,0.902,1.0
2018,Rice,Conference USA,96.8,-6.8,42.6,61.0,0.601,0.723,0.695,0.67
2018,Rutgers,Big Ten,52.4,-5.4,22.6,35.2,0.476,-0.365,0.412,0.542
2018,San Diego State,Mountain West,168.2,72.7,34.4,61.1,0.462,1.0,0.564,1.0
2018,San José State,Mountain West,144.9,27.1,-21.1,139.0,0.986,1.309,0.97,0.964
2018,SMU,American Athletic,318.2,138.1,83.0,97.1,0.636,0.892,0.754,0.972
2018,South Alabama,Sun Belt,135.2,19.9,-26.7,142.0,0.647,0.302,0.649,0.574
2018,South Carolina,SEC,268.9,85.3,33.9,149.7,0.887,0.967,0.94,0.995
2018,Southern Miss,Conference USA,161.7,84.2,26.8,50.8,0.436,0.712,0.406,0.615
2018,South Florida,American Athletic,120.3,21.1,2.7,96.6,0.28,0.17,0.161,0.044
2018,Stanford,Pac-12,380.5,95.4,100.0,185.1,0.871,0.688,0.809,0.579
2018,Syracuse,ACC,166.1,48.0,62.1,56.0,0.557,0.833,0.723,0.838
2018,TCU,Big 12,192.5,38.6,56.2,97.8,0.405,0.243,0.366,0.079
2018,Temple,American Athletic,183.1,84.9,-9.0,107.2,0.523,0.641,0.537,0.456
2018,Tennessee,SEC,103.6,6.7,21.2,75.6,0.66,0.351,0.537,0.602
2018,Texas,Big 12,192.3,52.2,41.3,98.8,0.654,0.954,0.824,0.996
2018,Texas A&M,SEC,239.6,114.0,31.4,94.2,0.613,0.911,0.69,0.958
2018,Texas State,Sun Belt,70.7,14.7,4.7,51.2,0.359,0.367,0.486,0.146
2018,Texas Tech,Big 12,78.0,25.4,6.9,45.7,0.156,0.142,0.224,0.091
2018,Toledo,Mid-American,286.2,19.5,55.4,211.3,0.532,0.11,0.439,0.029
2018,Troy,Sun Belt,161.7,17.4,23.8,120.6,0.419,0.14,0.237,0.034
2018,Tulane,American Athletic,260.2,70.8,65.5,123.8,0.845,1.214,0.666,0.933
2018,Tulsa,American Athletic,202.3,13.6,105.8,82.9,0.738,0.731,0.686,0.997
2018,UAB,Conference USA,265.9,57.0,99.5,109.3,0.953,1.0,0.939,1.0
2018,UCF,American Athletic,494.8,216.4,107.6,170.7,0.779,0.926,0.79,0.924
2018,UCLA,Pac-12,169.8,31.7,25.0,113.1,0.338,0.177,0.422,0.152
2018,UConn,American Athletic,166.0,-0.8,4.8,162.0,0.527,-0.009,0.547,0.374
2018,UL Monroe,Sun Belt,340.1,108.4,28.7,203.0,0.806,0.741,0.81,0.847
2018,UNLV,Mountain West,243.9,27.1,128.2,88.7,0.784,0.455,0.773,0.66
2018,USC,Pac-12,167.2,13.0,9.4,144.8,0.294,0.069,0.269,0.027
2018,Utah,Pac-12,202.4,84.5,63.1,54.8,0.519,0.827,0.688,0.745
2018,Utah State,Mountain West,188.0,41.0,17.2,129.8,0.689,0.828,0.56,0.525
2018,UTEP,Conference USA,7.2,-34.4,3.8,37.8,0.267,0.841,0.656,0.55
2018,UTSA,Conference USA,11.7,-13.5,-11.9,37.2,0.046,-0.184,0.272,0.033
2018,Vanderbilt,SEC,214.0,122.8,3.2,88.1,0.617,0.936,0.601,0.99
2018,Virginia,ACC,99.0,-12.0,19.7,91.3,0.438,-0.286,0.413,0.016
2018,Virginia Tech,ACC,223.8,65.2,45.5,113.1,0.691,0.665,0.773,0.956
2018,Wake Forest,ACC,169.9,14.5,29.4,126.0,0.355,0.084,0.481,0.128
2018,Washington,Pac-12,335.9,121.5,95.2,119.2,0.783,0.879,0.774,0.962
2018,Washington State,Pac-12,208.7,18.7,-1.5,191.5,0.49,0.143,0.332,0.008
2018,Western Kentucky,Conference USA,95.7,-6.8,-1.3,103.8,0.216,-0.043,0.356,0.024
2018,Western Michigan,Mid-American,200.4,57.3,50.1,92.9,0.795,1.181,0.584,0.657
2018,West Virginia,Big 12,200.7,76.6,18.8,105.4,0.656,0.852,0.66,0.785
2018,Wisconsin,Big Ten,386.2,154.6,54.0,177.6,0.856,1.0,0.882,1.0
2018,Wyoming,Mountain West,104.2,8.2,-37.8,133.8,0.56,0.13,0.608,0.225
2019,Air Force,Mountain West,182.2,78.8,72.9,30.5,0.639,0.931,0.581,0.885
2019,Akron,Mid-American,126.1,39.1,-3.0,90.0,0.87,1.0,0.689,1.0
2019,Alabama,SEC,436.0,174.3,35.7,226.0,0.696,0.757,0.632,0.825
2019,App State,Sun Belt,342.2,101.2,85.7,155.4,0.831,0.967,0.839,0.923
2019,Arizona,Pac-12,212.8,103.6,57.9,51.3,0.58,0.949,0.79,0.994
2019,Arizona State,Pac-12,178.7,-0.6,58.7,120.7,0.403,-0.005,0.462,0.005
2019,Arkansas,SEC,86.3,-8.1,13.5,80.9,0.398,-0.182,0.466,0.028
2019,Arkansas State,Sun Belt,171.5,10.2,26.3,135.1,0.397,0.07,0.331,0.041
2019,Army,FBS Independents,230.4,72.9,97.5,59.9,0.644,0.995,0.542,0.959
2019,Auburn,SEC,145.0,17.9,44.0,83.1,0.415,0.159,0.447,0.02
2019,Ball State,Mid-American,171.7,19.4,24.1,128.2,0.532,0.263,0.484,0.3
2019,Baylor,Big 12,392.1,136.5,79.8,175.9,0.78,0.957,0.797,0.81
2019,Boise State,Mountain West,165.5,3.0,30.5,132.1,0.332,0.017,0.225,0.026
2019,Boston College,ACC,205.1,67.1,26.1,111.8,0.666,0.699,0.799,0.84
2019,Bowling Green,Mid-American,99.0,10.2,5.9,82.9,0.324,0.094,0.373,0.028
2019,Buffalo,Mid-American,70.4,-4.0,63.7,10.8,0.171,-0.034,0.353,0.025
2019,BYU,FBS Independents,234.9,55.8,56.7,122.4,0.746,0.804,0.543,0.52
2019,California,Pac-12,96.8,14.3,37.3,45.1,0.55,4.767,0.406,0.632
2019,Central Michigan,Mid-American,5.6,-28.2,6.8,27.0,0.117,0.934,0.863,0.992
2019,Charlotte,Conference USA,156.4,50.1,28.4,77.9,0.738,0.936,0.829,0.9
2019,Cincinnati,American Athletic,370.4,117.8,111.7,141.0,0.823,0.936,0.861,0.863
2019,Clemson,ACC,510.7,174.3,119.4,217.1,0.813,0.95,0.752,0.882
2019,Coastal Carolina,Sun Belt,182.4,46.7,30.7,105.0,0.565,0.57,0.471,0.508
2019,Colorado,Pac-12,241.8,73.7,41.9,126.2,0.851,0.996,0.679,0.996
2019,Colorado State,Mountain West,87.2,17.3,-0.1,69.9,0.256,0.147,0.396,0.423
2019,Duke,ACC,93.3,4.1,28.5,60.7,0.289,0.058,0.391,0.167
2019,East Carolina,American Athletic,183.0,67.3,21.5,94.2,0.803,1.145,0.735,0.974
2019,Eastern Michigan,Mid-American,197.6,48.1,22.4,127.0,0.648,0.446,0.554,0.291
2019,Florida,SEC,360.1,107.4,94.9,157.8,0.857,0.986,0.854,0.997
2019,Florida Atlantic,Conference USA,169.8,83.4,-1.8,88.2,0.522,1.062,0.48,0.827
2019,Florida International,Conference USA,381.3,147.1,56.9,177.3,0.788,0.859,0.801,0.859
2019,Florida State,ACC,143.7,30.2,-1.3,114.9,0.526,0.296,0.421,0.132
2019,Fresno State,Mountain West,142.7,2.0,44.2,96.4,0.308,0.012,0.416,0.029
2019,Georgia,SEC,294.5,148.4,68.2,77.9,0.532,0.771,0.601,0.836
2019,Georgia Southern,Sun Belt,164.1,36.0,93.4,34.7,0.749,0.96,0.581,0.992
2019,Georgia State,Sun Belt,234.1,77.0,50.7,106.4,0.723,0.805,0.773,0.821
2019,Georgia Tech,ACC,134.2,6.3,109.0,18.9,0.471,0.283,0.506,0.156
2019,Hawai'i,Mountain West,348.9,171.4,34.5,143.0,0.715,0.96,0.799,0.98
2019,Houston,American Athletic,508.4,187.1,120.1,201.3,0.884,1.01,0.892,0.99
2019,Illinois,Big Ten,154.2,-2.2,79.8,76.6,0.632,-0.234,0.463,0.026
2019,Indiana,Big Ten,260.9,69.6,59.0,132.2,0.82,0.882,0.871,0.98
2019,Iowa,Big Ten,242.8,134.1,33.1,75.6,0.609,0.893,0.811,0.988
2019,Iowa State,Big 12,204.8,91.8,19.7,93.3,0.574,0.762,0.47,0.584
2019,Kansas,Big 12,94.1,22.6,25.1,46.4,0.416,0.399,0.504,0.178
2019,Kansas State,Big 12,122.0,50.6,24.7,46.6,0.533,1.727,0.396,0.699
2019,Kent State,Mid-American,193.1,5.0,99.2,89.0,0.924,0.617,0.84,0.998
2019,Kentucky,SEC,147.0,32.5,36.8,77.7,0.602,0.876,0.568,0.906
2019,Liberty,FBS Independents,289.4,98.7,36.8,153.9,0.849,1.016,0.872,0.983
2019,Louisiana,Sun Belt,304.1,25.1,129.5,149.5,0.665,0.219,0.593,0.175
2019,Louisiana Tech,Conference USA,228.4,85.1,30.9,112.5,0.732,1.0,0.791,1.0
2019,Louisville,ACC,133.7,23.0,30.2,80.5,0.82,4.6,0.728,0.927
2019,LSU,SEC,303.9,103.1,46.1,154.7,0.858,1.0,0.731,1.0
2019,Marshall,Conference USA,188.0,55.9,45.1,86.9,0.676,1.015,0.703,0.998
2019,Maryland,Big Ten,190.5,3.8,96.5,90.2,0.724,0.153,0.587,0.311
2019,Massachusetts,FBS Independents,135.4,13.5,13.9,108.0,0.32,0.106,0.225,0.094
2019,Memphis,American Athletic,380.2,156.1,45.6,178.5,0.695,0.992,0.677,0.963
2019,Miami,ACC,134.3,11.4,38.7,84.1,0.487,0.264,0.524,0.556
2019,Miami (OH),Mid-American,119.6,4.5,-11.8,126.9,0.357,0.04,0.319,0.003
2019,Michigan,Big Ten,331.6,132.5,56.3,142.7,0.752,0.99,0.618,0.986
2019,Michigan State,Big Ten,171.8,21.6,36.9,113.3,0.929,1.0,0.861,1.0
2019,Middle Tennessee,Conference USA,142.1,-2.6,17.5,127.2,0.414,-0.027,0.372,0.049
2019,Minnesota,Big Ten,311.1,66.3,79.0,165.8,1.004,1.0,0.993,1.0
2019,Mississippi State,SEC,200.2,37.8,58.8,103.6,0.547,0.626,0.384,0.126
2019,Missouri,SEC,217.4,8.7,43.0,165.6,0.426,0.048,0.454,0.032
2019,Navy,American Athletic,108.1,-3.7,74.7,37.1,0.557,0.787,0.441,0.209
2019,NC State,ACC,58.6,5.4,-23.7,76.9,0.131,0.029,0.248,0.009
2019,Nebraska,Big Ten,260.5,81.0,73.9,105.6,0.704,1.0,0.703,1.0
2019,Nevada,Mountain West,187.4,0.0,38.6,148.8,0.532,0.0,0.548,0.108
2019,New Mexico,Mountain West,148.2,57.4,24.5,66.3,0.793,1.251,0.589,0.78
2019,New Mexico State,FBS Independents,155.9,34.0,44.4,77.5,0.702,1.09,0.857,0.976
2019,North Carolina,ACC,122.1,-18.0,56.0,84.2,0.515,-0.421,0.423,0.05
2019,Northern Illinois,Mid-American,94.4,-3.4,73.8,24.0,0.594,1.03,0.84,0.998
2019,North Texas,Conference USA,365.4,158.4,32.5,174.4,0.84,1.041,0.86,0.957
2019,Northwestern,Big Ten,103.4,-0.3,5.7,98.1,0.359,-0.004,0.347,0.065
2019,Notre Dame,FBS Independents,299.9,124.1,35.2,140.7,0.659,0.821,0.617,0.748
2019,Ohio,Mid-American,218.9,78.4,79.3,61.2,0.459,0.832,0.458,0.884
2019,Ohio State,Big Ten,203.5,26.5,21.2,155.8,0.281,0.095,0.324,0.015
2019,Oklahoma,Big 12,294.5,11.2,86.2,197.2,0.363,0.04,0.424,0.024
2019,Oklahoma State,Big 12,242.1,16.2,38.0,187.9,0.438,0.095,0.312,0.013
2019,Old Dominion,Conference USA,83.6,11.5,35.7,36.3,0.279,0.124,0.296,0.188
2019,Ole Miss,SEC,148.9,14.7,63.5,70.7,0.283,0.077,0.33,0.053
2019,Oregon,Pac-12,302.8,133.5,68.0,101.3,0.735,0.965,0.828,0.975
