game_id,wind_speed,temp_avg,precipitation,is_dome
400935396,9.6,56.849999999999994,0.012,0
400935399,11.2,41.7,0.303,0
400934543,13.3,69.2,0.0,0
400934541,6.3,49.349999999999994,0.004,0
400935401,13.4,51.25,0.169,0
400941833,10.6,76.6,0.043,0
400933912,9.1,69.0,0.004,0
400933909,8.3,58.05,0.028,0
400933908,6.9,68.4,0.031,0
400933911,11.0,77.05,0.051,0
400937511,5.5,69.2,0.0,0
400944870,10.3,75.69999999999999,0.031,0
400944867,,,,0
400944868,6.2,72.0,0.008,0
400938653,5.7,68.15,0.028,0
400937512,8.1,53.45,0.331,0
400935402,7.3,48.599999999999994,0.0,0
400937510,9.0,63.4,0.0,0
400985386,,,,0
400935400,7.1,48.65,0.004,0
400934580,13.7,46.099999999999994,0.224,0
400935397,12.5,45.8,0.106,0
400934569,17.3,53.05,0.0,0
400938651,11.4,75.45,0.0,0
400938649,15.9,63.35,0.043,0
400935315,8.3,32.65,0.189,0
400933906,6.5,65.25,0.083,0
400934542,8.6,51.25,0.075,0
400934544,7.6,60.5,0.0,0
400933907,8.2,61.5,0.004,0
400933905,12.3,66.2,0.043,0
400941837,5.7,72.0,0.024,0
400944869,6.8,71.5,0.0,0
400935314,9.4,53.6,0.154,0
400945291,18.4,61.1,0.028,0
400945293,0.0,68.0,0.0,1
400945290,18.9,42.900000000000006,0.142,0
400945289,7.2,40.7,0.177,0
400938650,,,,0
400941836,17.0,73.2,0.004,0
400934545,15.6,74.1,0.012,0
400933910,7.4,65.65,0.008,0
400938652,8.8,68.05,0.008,0
400933904,7.4,69.85,0.0,0
400937513,7.4,73.8,0.063,0
400935398,14.0,55.45,0.138,0
400935312,7.4,71.65,0.0,0
400935313,18.3,39.05,0.425,0
400945294,,,,0
400935311,11.3,63.75,0.012,0
400945292,9.7,54.6,0.0,0
400945014,9.6,36.65,0.0,0
400945013,9.9,42.95,0.0,0
400945016,16.1,35.05,0.02,0
400945017,7.8,42.55,0.0,0
400945015,16.3,30.1,0.098,0
400945018,12.5,22.5,0.0,0
400937514,14.0,32.35,0.004,0
400944871,,,,0
400941840,8.5,33.6,0.0,0
400945299,0.0,68.0,0.0,1
400935316,7.2,58.35,0.0,0
400935403,9.9,34.25,0.0,0
400933914,8.4,60.1,0.0,0
400935407,7.4,28.9,0.0,0
400941842,13.3,70.75,0.075,0
400934548,14.1,36.8,0.0,0
400933918,12.8,43.9,0.0,0
400934549,12.7,64.8,0.016,0
400934565,10.0,29.15,0.0,0
400937515,14.6,28.9,0.0,0
400935408,5.8,26.150000000000002,0.0,0
400933915,7.2,49.05,0.0,0
400935405,11.4,34.0,0.047,0
400937517,14.5,45.35,0.016,0
400938654,10.8,38.6,0.0,0
400937519,0.0,68.0,0.0,1
400937518,7.4,37.75,0.0,0
400935409,12.0,30.6,0.016,0
400934547,11.2,42.8,0.157,0
400935404,8.5,30.0,0.0,0
400941841,10.3,31.8,0.0,0
400933913,12.2,52.95,0.0,0
400938656,7.4,54.95,0.0,0
400937516,11.0,42.85,0.0,0
400938659,12.2,66.25,0.0,0
400935319,7.9,40.75,0.0,0
400944873,7.4,62.650000000000006,0.181,0
400933920,7.4,45.9,0.0,0
400945298,5.9,46.35,0.0,0
400944874,11.7,45.45,0.0,0
400944872,9.1,59.150000000000006,0.0,0
400938658,14.0,59.7,0.0,0
400935320,5.4,40.75,0.0,0
400934546,9.0,64.1,0.051,0
400938657,7.4,36.35,0.0,0
400935406,7.9,38.6,0.075,0
400941843,5.6,44.55,0.0,0
400938655,,,,0
400933916,7.1,54.25,0.0,0
400938660,6.5,68.0,0.409,0
400933919,9.7,67.1,0.047,0
400933917,8.4,48.5,0.008,0
400934581,16.7,77.3,0.142,0
400934550,11.1,55.8,0.02,0
400935318,4.6,63.099999999999994,0.0,0
400935317,8.7,71.0,0.0,0
400945295,10.8,33.8,0.0,0
400945296,6.5,39.05,0.0,0
400945297,13.0,76.65,0.035,0
400945019,15.0,38.900000000000006,0.126,0
400945020,14.5,38.8,0.146,0
400945021,17.6,37.95,0.0,0
400945023,14.9,33.3,0.0,0
400945022,16.9,41.5,0.024,0
400945024,18.6,39.2,0.0,0
400941848,7.2,65.9,0.0,0
400938665,20.3,53.699999999999996,0.268,0
400945302,18.0,42.95,0.0,0
400941847,27.5,59.3,0.157,0
400933922,17.9,54.099999999999994,0.059,0
400934555,24.8,54.85,0.0,0
400933923,16.0,59.949999999999996,0.102,0
400941844,16.5,43.95,0.083,0
400935416,16.2,35.75,0.118,0
400935410,20.0,49.650000000000006,0.803,0
400937525,7.3,70.45,0.0,0
400935413,19.9,42.2,0.335,0
400941845,14.5,52.2,0.0,0
400934554,19.9,51.85,0.657,0
400937528,13.1,48.45,0.028,0
400945304,23.6,24.25,0.071,0
400938666,20.4,49.05,0.0,0
400934551,24.3,66.7,0.0,0
400935322,5.1,40.0,0.0,0
400944877,12.8,61.400000000000006,0.0,0
400944875,23.5,58.75,0.094,0
400945303,6.0,29.599999999999998,0.0,0
400938895,4.7,32.849999999999994,0.0,0
400938661,18.4,66.5,0.083,0
400938663,13.5,57.0,0.0,0
400934553,20.9,48.65,0.169,0
400945301,27.2,35.3,0.02,0
400937524,22.2,51.900000000000006,0.335,0
400937522,15.9,50.55,0.0,0
400934552,20.5,59.4,0.0,0
400933925,14.8,55.199999999999996,0.0,0
400935414,21.4,50.55,1.409,0
400934582,19.2,43.15,1.004,0
400935411,20.1,38.95,0.154,0
400935412,15.0,39.45,1.043,0
400935415,10.3,37.349999999999994,0.563,0
400933924,9.2,63.3,0.0,0
400941846,25.6,72.05,0.11,0
400944876,,,,0
400944878,21.5,71.8,0.035,0
400934571,23.3,61.85,0.0,0
400937520,,,,0
400938662,7.2,71.9,0.0,0
400938664,14.2,53.900000000000006,0.0,0
400933926,10.9,43.849999999999994,0.0,0
400935321,11.5,40.75,0.004,0
400933928,16.5,40.7,0.031,0
400937527,17.6,49.8,0.177,0
400933929,13.3,38.6,0.0,0
400935323,11.1,62.75,0.0,0
400935325,3.6,53.0,0.0,0
400945300,14.8,39.35,0.0,0
400945305,11.9,61.349999999999994,0.0,0
400935324,16.5,46.1,0.39,0
400945026,11.5,35.25,0.094,0
400945027,11.6,31.700000000000003,0.0,0
400945025,10.5,30.2,0.0,0
400933930,5.4,47.05,0.0,0
400945030,16.8,41.4,0.0,0
400934556,14.0,60.4,0.0,0
400945028,17.1,42.15,0.0,0
400941850,9.9,56.5,0.0,0
400937529,8.0,38.6,0.0,0
400945029,17.9,42.7,0.0,0
400933931,10.9,55.65,0.0,0
400945308,7.4,69.45,0.0,0
400941849,11.1,64.45,0.016,0
400935417,21.8,59.300000000000004,0.0,0
400944883,6.0,55.65,0.0,0
400938668,,,,0
400937530,8.1,46.85,0.0,0
400934557,8.8,61.650000000000006,0.0,0
400935326,4.6,73.4,0.0,0
400941854,10.9,59.65,0.0,0
400933935,11.1,50.7,0.0,0
400941851,13.6,48.8,0.0,0
400933933,6.1,59.5,0.0,0
400941852,11.8,55.400000000000006,0.012,0
400935420,15.8,43.400000000000006,0.008,0
400934559,11.4,53.400000000000006,0.0,0
400933934,9.0,52.1,0.0,0
400935422,17.6,45.65,0.0,0
400937531,0.0,68.0,0.0,1
400937532,7.1,48.0,0.0,0
400938673,6.9,53.2,0.008,0
400938672,9.0,66.2,0.0,0
400944879,9.0,52.1,0.0,0
400938667,8.4,50.65,0.0,0
400938670,11.3,50.95,0.0,0
400938671,9.0,53.0,0.0,0
400944880,,,,0
400945311,4.3,55.4,0.0,0
400933932,6.5,53.35,0.0,0
400935419,10.2,47.3,0.0,0
400945307,6.3,62.699999999999996,0.0,0
400935421,10.0,31.5,0.0,0
400934558,11.9,48.6,0.0,0
400937533,8.3,48.55,0.0,0
