season,team,wepa_offense,wepa_defense,wepa_success_off,wepa_success_def,wepa_explosiveness,wepa_explosiveness_def
2020,Jacksonville State,0.15840092400619837,0.1845103582673131,0.42990101124759206,0.4480673205910068,0.9785026728806495,0.9616207732437149
2020,Akron,0.08097101703719034,0.2863888027204753,0.3614689365636638,0.4617187732991643,1.1094966444163537,1.0777783645825125
2020,Air Force,0.25885294383626994,0.16870552352731805,0.5120567034958549,0.4485271668124751,0.9694651030175359,0.9492771718518258
2020,App State,0.21725778250896038,0.10136143821681624,0.44232070706619525,0.3668939486092288,1.042132976842467,1.0723113421289716
2020,Arizona,0.12999980740757583,0.23197722491267347,0.4084687600683011,0.45063789380566294,0.999071437598239,1.0318407463771062
2020,Arkansas State,0.2215142920859242,0.23719311527485998,0.42059903575686935,0.4303544117087743,0.9533061804539518,1.0606727918491061
2020,Auburn,0.19955775420715932,0.19858683598037657,0.4331911069300546,0.4444322520866778,0.987053558690475,0.943542193419733
2020,Ball State,0.2169135269085077,0.13224035943960766,0.4651668970552576,0.4389779877622543,0.9573721358539373,0.9706276936114381
2020,Baylor,0.11627793460594353,0.16153260838943295,0.37996581620100606,0.4094047257003915,0.9924952853640799,1.00721184531239
2020,Boise State,0.19638264486405124,0.17481786366769753,0.44121211053715365,0.3687226037033831,0.9226717640115731,1.0505102940316544
2020,Buffalo,0.29069267744568833,0.14786061934425995,0.4603853278262227,0.40456752211038505,1.1205779547797663,0.9593874417343967
2020,BYU,0.3476962819932262,0.11842102816641001,0.514951387396674,0.3844657108121056,1.0699974777348562,0.9249028185921053
2020,California,0.1154572200366539,0.162312062044614,0.3664409761989117,0.4364547562673953,0.9653179645084689,0.9558820938807221
2020,Central Michigan,0.17815012961068893,0.16323632760451476,0.40960507899607157,0.39242674286569496,1.0655285212156003,0.9899312858754634
2020,Charlotte,0.15169142931670831,0.23460757057810613,0.40098749301292447,0.47759110616984085,1.003655410286006,1.0208831524000124
2020,Cincinnati,0.25202019771994855,0.05764400414709617,0.4507993434730169,0.3598523706563812,1.1318097682017232,0.9741766862241124
2020,Colorado,0.16223230807824446,0.15190166259389792,0.3958851991264533,0.37098646901155935,1.0120071099779897,1.1113468206288284
2020,Colorado State,0.12938515386472582,0.16832666022045117,0.389527883621555,0.3980554584210424,0.9850736335406134,0.9939705563354074
2020,Duke,0.12341245823899344,0.24450867977743082,0.4014135123903721,0.41736687177086457,1.0651825958745296,1.1038862476689215
2020,East Carolina,0.15239101163892488,0.20519747237224512,0.4096240826065359,0.4416196109438653,1.00331269389456,1.1047690620232369
2020,Eastern Michigan,0.2139102946869869,0.23209704047730356,0.45235652501283774,0.48225133289191363,0.9923206796710836,0.9448846976887604
