game_id,season,week,team,conference,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
401643699,2024,1,Air Force,Mountain West,Merrimack,0.04,0.06,0.04,-0.03,-0.04,-0.01
401628455,2024,1,Akron,Mid-American,Ohio State,-0.27,-0.35,-0.19,0.37,0.38,0.36
401628319,2024,1,Alabama,SEC,Western Kentucky,0.67,1.26,0.45,-0.26,-0.16,-0.42
401634133,2024,1,App State,Sun Belt,East Tennessee State,0.45,0.48,0.42,0.15,0.08,0.2
401636608,2024,1,Arizona,Big 12,New Mexico,0.64,0.89,0.36,0.28,0.42,0.13
401636609,2024,1,Arizona State,Big 12,Wyoming,0.38,0.49,0.32,-0.33,-0.4,-0.28
401628320,2024,1,Arkansas,SEC,Arkansas-Pine Bluff,0.79,0.73,0.85,-0.15,0.11,-0.51
401632064,2024,1,Arkansas State,Sun Belt,Central Arkansas,0.14,0.07,0.22,0.31,0.16,0.46
401645319,2024,1,Army,American Athletic,Lehigh,0.56,0.22,0.62,0.13,0.18,0.24
401628321,2024,1,Auburn,SEC,Alabama A&M,0.89,1.13,0.53,-0.2,0.17,-0.4
401636610,2024,1,Baylor,Big 12,Tarleton State,0.15,0.24,0.09,-0.21,-0.44,-0.1
401643700,2024,1,Boise State,Mountain West,Georgia Southern,0.69,0.54,0.83,0.31,0.28,0.36
401634306,2024,1,Boston College,ACC,Florida State,0.24,0.39,0.19,0.06,0.08,-0.02
401644729,2024,1,Bowling Green,Mid-American,Fordham,0.61,0.41,0.75,0.14,0.05,0.2
401644727,2024,1,Buffalo,Mid-American,Lafayette,0.26,0.51,0.13,-0.05,0.29,-0.44
401634240,2024,1,BYU,Big 12,Southern Illinois,0.37,0.63,0.2,0.13,-0.14,0.46
401634301,2024,1,California,ACC,UC Davis,-0.16,0.09,-0.45,0.03,0.0,0.09
401644730,2024,1,Central Michigan,Mid-American,Central Connecticut,0.47,0.68,0.19,-0.05,-0.11,0.04
401643774,2024,1,Charlotte,American Athletic,James Madison,0.02,0.02,0.02,0.15,0.35,0.06
401628591,2024,1,Cincinnati,Big 12,Towson,0.57,0.81,0.33,0.06,0.1,0.02
401628323,2024,1,Clemson,ACC,Georgia,-0.13,-0.14,-0.11,0.38,0.45,0.29
401640998,2024,1,Coastal Carolina,Sun Belt,Jacksonville State,0.33,0.8,0.16,0.08,0.27,-0.11
401634206,2024,1,Colorado,Big 12,North Dakota State,0.42,0.68,0.01,0.34,0.68,0.11
401628331,2024,1,Colorado State,Mountain West,Texas,-0.11,-0.18,-0.06,0.4,0.64,0.2
401628584,2024,1,Duke,ACC,Elon,0.12,0.36,-0.26,-0.17,-0.13,-0.22
401645320,2024,1,East Carolina,American Athletic,Norfolk State,0.14,0.32,-0.07,-0.31,-0.28,-0.33
401629039,2024,1,Eastern Michigan,Mid-American,Massachusetts,0.2,0.43,0.0,0.15,-0.04,0.37
401628322,2024,1,Florida,SEC,Miami,-0.05,-0.31,0.24,0.42,0.6,0.21
401628453,2024,1,Florida Atlantic,American Athletic,Michigan State,-0.14,-0.24,-0.01,-0.2,-0.25,-0.18
