season,conference,team,offense,defense
2022,Mountain West,Air Force,"{'overall': 0.29, 'passing': 0.46, 'rushing': 0.28, 'firstDown': 0.12, 'secondDown': 0.28, 'thirdDown': 0.6, 'cumulative': {'total': 242.6, 'passing': 42.67, 'rushing': 206.2}}","{'overall': 0.08, 'passing': 0.23, 'rushing': 0.04, 'firstDown': 0.06, 'secondDown': -0.04, 'thirdDown': 0.32, 'cumulative': {'total': 52.8, 'passing': 671.9, 'rushing': 13.7}}"
2022,Mid-American,Akron,"{'overall': 0.07, 'passing': 0.19, 'rushing': -0.05, 'firstDown': -0.03, 'secondDown': 0.01, 'thirdDown': 0.4, 'cumulative': {'total': 60.5, 'passing': 99.49, 'rushing': -16.2}}","{'overall': 0.24, 'passing': 0.38, 'rushing': 0.16, 'firstDown': 0.13, 'secondDown': 0.16, 'thirdDown': 0.56, 'cumulative': {'total': 184, 'passing': 1293.6, 'rushing': 64.8}}"
2022,SEC,Alabama,"{'overall': 0.3, 'passing': 0.39, 'rushing': 0.2, 'firstDown': 0.12, 'secondDown': 0.3, 'thirdDown': 0.75, 'cumulative': {'total': 267.8, 'passing': 181.13, 'rushing': 86.7}}","{'overall': 0.02, 'passing': 0.01, 'rushing': 0.06, 'firstDown': -0.03, 'secondDown': 0, 'thirdDown': 0.29, 'cumulative': {'total': 19.6, 'passing': 57.9, 'rushing': 27.5}}"
2022,Sun Belt,App State,"{'overall': 0.26, 'passing': 0.31, 'rushing': 0.24, 'firstDown': 0.22, 'secondDown': 0.25, 'thirdDown': 0.5, 'cumulative': {'total': 221.5, 'passing': 120.94, 'rushing': 114.7}}","{'overall': 0.18, 'passing': 0.31, 'rushing': 0.09, 'firstDown': -0.03, 'secondDown': 0.13, 'thirdDown': 0.65, 'cumulative': {'total': 142.4, 'passing': 1230.8, 'rushing': 33.8}}"
2022,Pac-12,Arizona,"{'overall': 0.25, 'passing': 0.37, 'rushing': 0.17, 'firstDown': 0.13, 'secondDown': 0.26, 'thirdDown': 0.64, 'cumulative': {'total': 202.2, 'passing': 169.2, 'rushing': 55}}","{'overall': 0.32, 'passing': 0.39, 'rushing': 0.27, 'firstDown': 0.15, 'secondDown': 0.43, 'thirdDown': 0.56, 'cumulative': {'total': 262.1, 'passing': 1555.1, 'rushing': 115.1}}"
2022,Pac-12,Arizona State,"{'overall': 0.23, 'passing': 0.31, 'rushing': 0.17, 'firstDown': 0.05, 'secondDown': 0.26, 'thirdDown': 0.49, 'cumulative': {'total': 176.5, 'passing': 129.01, 'rushing': 60.8}}","{'overall': 0.24, 'passing': 0.23, 'rushing': 0.31, 'firstDown': 0.12, 'secondDown': 0.13, 'thirdDown': 0.75, 'cumulative': {'total': 198.2, 'passing': 918.9, 'rushing': 125.7}}"
2022,SEC,Arkansas,"{'overall': 0.22, 'passing': 0.42, 'rushing': 0.11, 'firstDown': -0.01, 'secondDown': 0.29, 'thirdDown': 0.71, 'cumulative': {'total': 207.2, 'passing': 156.26, 'rushing': 62.6}}","{'overall': 0.24, 'passing': 0.31, 'rushing': 0.2, 'firstDown': 0.02, 'secondDown': 0.29, 'thirdDown': 0.7, 'cumulative': {'total': 226.1, 'passing': 1498.4, 'rushing': 92.7}}"
2022,Sun Belt,Arkansas State,"{'overall': 0.09, 'passing': 0.19, 'rushing': -0.01, 'firstDown': -0.1, 'secondDown': 0.14, 'thirdDown': 0.34, 'cumulative': {'total': 73.3, 'passing': 82.2, 'rushing': -3.6}}","{'overall': 0.21, 'passing': 0.35, 'rushing': 0.13, 'firstDown': 0.05, 'secondDown': 0.24, 'thirdDown': 0.37, 'cumulative': {'total': 173.9, 'passing': 1274.5, 'rushing': 61.7}}"
2022,FBS Independents,Army,"{'overall': 0.24, 'passing': 0.3, 'rushing': 0.24, 'firstDown': 0.12, 'secondDown': 0.24, 'thirdDown': 0.47, 'cumulative': {'total': 182.4, 'passing': 33.35, 'rushing': 155.1}}","{'overall': 0.16, 'passing': 0.27, 'rushing': 0.2, 'firstDown': 0.12, 'secondDown': 0.11, 'thirdDown': 0.43, 'cumulative': {'total': 122.3, 'passing': 763.5, 'rushing': 89.9}}"
2022,SEC,Auburn,"{'overall': 0.16, 'passing': 0.15, 'rushing': 0.18, 'firstDown': 0.03, 'secondDown': 0.06, 'thirdDown': 0.54, 'cumulative': {'total': 128.1, 'passing': 50.05, 'rushing': 83}}","{'overall': 0.17, 'passing': 0.15, 'rushing': 0.18, 'firstDown': -0.06, 'secondDown': 0.21, 'thirdDown': 0.53, 'cumulative': {'total': 140.5, 'passing': 631.7, 'rushing': 77.2}}"
2022,Mid-American,Ball State,"{'overall': 0.1, 'passing': 0.18, 'rushing': 0.09, 'firstDown': 0, 'secondDown': 0.08, 'thirdDown': 0.4, 'cumulative': {'total': 90.4, 'passing': 85.74, 'rushing': 34.1}}","{'overall': 0.15, 'passing': 0.23, 'rushing': 0.14, 'firstDown': 0.03, 'secondDown': 0.09, 'thirdDown': 0.51, 'cumulative': {'total': 144.4, 'passing': 948.5, 'rushing': 68.8}}"
2022,Big 12,Baylor,"{'overall': 0.21, 'passing': 0.32, 'rushing': 0.19, 'firstDown': 0.01, 'secondDown': 0.18, 'thirdDown': 0.57, 'cumulative': {'total': 185.5, 'passing': 122.19, 'rushing': 93}}","{'overall': 0.18, 'passing': 0.27, 'rushing': 0.11, 'firstDown': -0.04, 'secondDown': 0.27, 'thirdDown': 0.58, 'cumulative': {'total': 149.3, 'passing': 1058.8, 'rushing': 48.9}}"
2022,Mountain West,Boise State,"{'overall': 0.23, 'passing': 0.35, 'rushing': 0.17, 'firstDown': 0.07, 'secondDown': 0.28, 'thirdDown': 0.52, 'cumulative': {'total': 208.5, 'passing': 132.73, 'rushing': 92}}","{'overall': 0.07, 'passing': 0.13, 'rushing': 0.1, 'firstDown': -0.13, 'secondDown': 0.11, 'thirdDown': 0.39, 'cumulative': {'total': 60.4, 'passing': 493.5, 'rushing': 43.9}}"
2022,ACC,Boston College,"{'overall': 0.09, 'passing': 0.25, 'rushing': -0.04, 'firstDown': -0.1, 'secondDown': 0.11, 'thirdDown': 0.38, 'cumulative': {'total': 68.9, 'passing': 112.59, 'rushing': -13.6}}","{'overall': 0.17, 'passing': 0.3, 'rushing': 0.1, 'firstDown': 0.05, 'secondDown': 0.16, 'thirdDown': 0.55, 'cumulative': {'total': 132.4, 'passing': 1082.6, 'rushing': 43.2}}"
2022,Mid-American,Bowling Green,"{'overall': 0.1, 'passing': 0.25, 'rushing': -0.05, 'firstDown': 0, 'secondDown': 0.05, 'thirdDown': 0.29, 'cumulative': {'total': 78.5, 'passing': 109.07, 'rushing': -19.1}}","{'overall': 0.17, 'passing': 0.28, 'rushing': 0.15, 'firstDown': -0.05, 'secondDown': 0.18, 'thirdDown': 0.69, 'cumulative': {'total': 150.3, 'passing': 1223.9, 'rushing': 65.7}}"
2022,Mid-American,Buffalo,"{'overall': 0.14, 'passing': 0.28, 'rushing': 0.04, 'firstDown': -0.03, 'secondDown': 0.11, 'thirdDown': 0.47, 'cumulative': {'total': 129, 'passing': 128.16, 'rushing': 18.9}}","{'overall': 0.14, 'passing': 0.26, 'rushing': 0.05, 'firstDown': -0.03, 'secondDown': 0.13, 'thirdDown': 0.45, 'cumulative': {'total': 110.5, 'passing': 1058.2, 'rushing': 19.9}}"
2022,FBS Independents,BYU,"{'overall': 0.28, 'passing': 0.41, 'rushing': 0.19, 'firstDown': 0.18, 'secondDown': 0.24, 'thirdDown': 0.7, 'cumulative': {'total': 229.6, 'passing': 161.74, 'rushing': 82.2}}","{'overall': 0.25, 'passing': 0.32, 'rushing': 0.19, 'firstDown': 0.07, 'secondDown': 0.24, 'thirdDown': 0.67, 'cumulative': {'total': 221.7, 'passing': 1358.6, 'rushing': 90.7}}"
2022,Pac-12,California,"{'overall': 0.19, 'passing': 0.26, 'rushing': 0.12, 'firstDown': -0.02, 'secondDown': 0.22, 'thirdDown': 0.53, 'cumulative': {'total': 145, 'passing': 127.5, 'rushing': 34.5}}","{'overall': 0.19, 'passing': 0.33, 'rushing': 0.1, 'firstDown': 0.08, 'secondDown': 0.19, 'thirdDown': 0.44, 'cumulative': {'total': 170.7, 'passing': 1498.9, 'rushing': 41}}"
2022,Mid-American,Central Michigan,"{'overall': 0.12, 'passing': 0.19, 'rushing': 0.09, 'firstDown': -0.04, 'secondDown': 0.2, 'thirdDown': 0.29, 'cumulative': {'total': 100, 'passing': 77.97, 'rushing': 36.3}}","{'overall': 0.15, 'passing': 0.26, 'rushing': 0.08, 'firstDown': 0.07, 'secondDown': 0.11, 'thirdDown': 0.41, 'cumulative': {'total': 124.8, 'passing': 1018.8, 'rushing': 33.2}}"
2022,Conference USA,Charlotte,"{'overall': 0.11, 'passing': 0.23, 'rushing': 0.06, 'firstDown': 0.05, 'secondDown': 0.02, 'thirdDown': 0.6, 'cumulative': {'total': 91.4, 'passing': 105.15, 'rushing': 20.7}}","{'overall': 0.35, 'passing': 0.57, 'rushing': 0.24, 'firstDown': 0.1, 'secondDown': 0.39, 'thirdDown': 0.89, 'cumulative': {'total': 282.4, 'passing': 2014.2, 'rushing': 105.9}}"
2022,American Athletic,Cincinnati,"{'overall': 0.19, 'passing': 0.29, 'rushing': 0.11, 'firstDown': 0.04, 'secondDown': 0.19, 'thirdDown': 0.44, 'cumulative': {'total': 160.3, 'passing': 129.15, 'rushing': 43.2}}","{'overall': 0.06, 'passing': 0.13, 'rushing': 0.04, 'firstDown': -0.12, 'secondDown': 0.05, 'thirdDown': 0.39, 'cumulative': {'total': 55.3, 'passing': 533.7, 'rushing': 21}}"
2022,ACC,Clemson,"{'overall': 0.18, 'passing': 0.2, 'rushing': 0.16, 'firstDown': 0.04, 'secondDown': 0.13, 'thirdDown': 0.57, 'cumulative': {'total': 179.4, 'passing': 102.11, 'rushing': 84}}","{'overall': 0.05, 'passing': 0.08, 'rushing': 0.02, 'firstDown': -0.07, 'secondDown': 0.06, 'thirdDown': 0.31, 'cumulative': {'total': 48.3, 'passing': 426.3, 'rushing': 9.9}}"
2022,Sun Belt,Coastal Carolina,"{'overall': 0.23, 'passing': 0.42, 'rushing': 0.11, 'firstDown': 0.11, 'secondDown': 0.02, 'thirdDown': 0.76, 'cumulative': {'total': 206, 'passing': 163.08, 'rushing': 54.4}}","{'overall': 0.25, 'passing': 0.44, 'rushing': 0.07, 'firstDown': 0.08, 'secondDown': 0.24, 'thirdDown': 0.66, 'cumulative': {'total': 207.1, 'passing': 1877.8, 'rushing': 27.8}}"
2022,Pac-12,Colorado,"{'overall': 0.04, 'passing': 0.08, 'rushing': 0.07, 'firstDown': -0.1, 'secondDown': 0, 'thirdDown': 0.37, 'cumulative': {'total': 26.7, 'passing': 27.64, 'rushing': 24.8}}","{'overall': 0.4, 'passing': 0.51, 'rushing': 0.33, 'firstDown': 0.2, 'secondDown': 0.57, 'thirdDown': 0.77, 'cumulative': {'total': 323.8, 'passing': 1801, 'rushing': 153.6}}"
2022,Mountain West,Colorado State,"{'overall': 0.01, 'passing': 0.07, 'rushing': -0.02, 'firstDown': -0.12, 'secondDown': 0.04, 'thirdDown': 0.27, 'cumulative': {'total': 6.5, 'passing': 26.71, 'rushing': -5.8}}","{'overall': 0.17, 'passing': 0.2, 'rushing': 0.17, 'firstDown': -0.02, 'secondDown': 0.2, 'thirdDown': 0.43, 'cumulative': {'total': 140, 'passing': 751.9, 'rushing': 76.5}}"
2022,ACC,Duke,"{'overall': 0.25, 'passing': 0.29, 'rushing': 0.25, 'firstDown': 0.05, 'secondDown': 0.3, 'thirdDown': 0.57, 'cumulative': {'total': 210.5, 'passing': 116.73, 'rushing': 109.4}}","{'overall': 0.14, 'passing': 0.28, 'rushing': 0.01, 'firstDown': -0.05, 'secondDown': 0.23, 'thirdDown': 0.46, 'cumulative': {'total': 119.3, 'passing': 1289.9, 'rushing': 4.6}}"
2022,American Athletic,East Carolina,"{'overall': 0.27, 'passing': 0.38, 'rushing': 0.16, 'firstDown': 0.07, 'secondDown': 0.16, 'thirdDown': 0.91, 'cumulative': {'total': 240.8, 'passing': 186.6, 'rushing': 64.3}}","{'overall': 0.21, 'passing': 0.39, 'rushing': 0.07, 'firstDown': 0.11, 'secondDown': 0.18, 'thirdDown': 0.58, 'cumulative': {'total': 183.2, 'passing': 1745.2, 'rushing': 27.1}}"
2022,Mid-American,Eastern Michigan,"{'overall': 0.24, 'passing': 0.33, 'rushing': 0.2, 'firstDown': 0.1, 'secondDown': 0.22, 'thirdDown': 0.57, 'cumulative': {'total': 215.7, 'passing': 133.18, 'rushing': 95.3}}","{'overall': 0.2, 'passing': 0.29, 'rushing': 0.15, 'firstDown': 0.09, 'secondDown': 0.12, 'thirdDown': 0.49, 'cumulative': {'total': 175.4, 'passing': 1216.6, 'rushing': 69.7}}"
2022,SEC,Florida,"{'overall': 0.25, 'passing': 0.31, 'rushing': 0.23, 'firstDown': 0.02, 'secondDown': 0.38, 'thirdDown': 0.59, 'cumulative': {'total': 206.1, 'passing': 115.6, 'rushing': 103.9}}","{'overall': 0.21, 'passing': 0.26, 'rushing': 0.19, 'firstDown': 0.05, 'secondDown': 0.19, 'thirdDown': 0.62, 'cumulative': {'total': 188.2, 'passing': 1071.3, 'rushing': 91.2}}"
2022,Conference USA,Florida Atlantic,"{'overall': 0.2, 'passing': 0.32, 'rushing': 0.13, 'firstDown': 0, 'secondDown': 0.23, 'thirdDown': 0.52, 'cumulative': {'total': 168.3, 'passing': 119.25, 'rushing': 61.6}}","{'overall': 0.19, 'passing': 0.31, 'rushing': 0.14, 'firstDown': -0.01, 'secondDown': 0.18, 'thirdDown': 0.64, 'cumulative': {'total': 151.9, 'passing': 1212.8, 'rushing': 54.9}}"
2022,Conference USA,Florida International,"{'overall': 0.04, 'passing': 0.13, 'rushing': 0.03, 'firstDown': -0.18, 'secondDown': 0.15, 'thirdDown': 0.31, 'cumulative': {'total': 36.4, 'passing': 61.49, 'rushing': 8.8}}","{'overall': 0.25, 'passing': 0.36, 'rushing': 0.19, 'firstDown': 0.06, 'secondDown': 0.23, 'thirdDown': 0.74, 'cumulative': {'total': 225.2, 'passing': 1528.9, 'rushing': 88}}"
2022,ACC,Florida State,"{'overall': 0.33, 'passing': 0.39, 'rushing': 0.29, 'firstDown': 0.18, 'secondDown': 0.39, 'thirdDown': 0.73, 'cumulative': {'total': 298.3, 'passing': 160, 'rushing': 142.4}}","{'overall': 0.13, 'passing': 0.14, 'rushing': 0.14, 'firstDown': -0.03, 'secondDown': 0.14, 'thirdDown': 0.42, 'cumulative': {'total': 114.7, 'passing': 538.3, 'rushing': 66.9}}"
2022,Mountain West,Fresno State,"{'overall': 0.24, 'passing': 0.36, 'rushing': 0.16, 'firstDown': 0.07, 'secondDown': 0.28, 'thirdDown': 0.58, 'cumulative': {'total': 217.2, 'passing': 176.76, 'rushing': 67.4}}","{'overall': 0.12, 'passing': 0.16, 'rushing': 0.12, 'firstDown': -0.01, 'secondDown': 0.05, 'thirdDown': 0.48, 'cumulative': {'total': 113, 'passing': 737.8, 'rushing': 55.8}}"
2022,SEC,Georgia,"{'overall': 0.36, 'passing': 0.51, 'rushing': 0.22, 'firstDown': 0.21, 'secondDown': 0.34, 'thirdDown': 0.75, 'cumulative': {'total': 372.9, 'passing': 252.96, 'rushing': 119.9}}","{'overall': 0.02, 'passing': 0.07, 'rushing': -0.05, 'firstDown': -0.04, 'secondDown': 0.04, 'thirdDown': 0.08, 'cumulative': {'total': 18.7, 'passing': 372.3, 'rushing': -18.6}}"
2022,Sun Belt,Georgia Southern,"{'overall': 0.25, 'passing': 0.34, 'rushing': 0.19, 'firstDown': 0.06, 'secondDown': 0.18, 'thirdDown': 0.7, 'cumulative': {'total': 244.4, 'passing': 204.93, 'rushing': 70.2}}","{'overall': 0.25, 'passing': 0.3, 'rushing': 0.26, 'firstDown': 0.14, 'secondDown': 0.28, 'thirdDown': 0.58, 'cumulative': {'total': 238.3, 'passing': 1295.1, 'rushing': 133.8}}"
2022,Sun Belt,Georgia State,"{'overall': 0.16, 'passing': 0.33, 'rushing': 0.11, 'firstDown': 0.03, 'secondDown': 0.08, 'thirdDown': 0.62, 'cumulative': {'total': 142.6, 'passing': 104.14, 'rushing': 61.4}}","{'overall': 0.14, 'passing': 0.27, 'rushing': 0.1, 'firstDown': 0.03, 'secondDown': 0.08, 'thirdDown': 0.59, 'cumulative': {'total': 121.3, 'passing': 1012, 'rushing': 43.1}}"
2022,ACC,Georgia Tech,"{'overall': 0.03, 'passing': 0.02, 'rushing': 0.1, 'firstDown': -0.14, 'secondDown': 0.15, 'thirdDown': 0.34, 'cumulative': {'total': 22, 'passing': 7.2, 'rushing': 39.4}}","{'overall': 0.14, 'passing': 0.19, 'rushing': 0.13, 'firstDown': 0.08, 'secondDown': 0.19, 'thirdDown': 0.2, 'cumulative': {'total': 118.8, 'passing': 732.7, 'rushing': 62.8}}"
2022,Mountain West,Hawai'i,"{'overall': 0.08, 'passing': 0.05, 'rushing': 0.13, 'firstDown': 0.03, 'secondDown': -0.1, 'thirdDown': 0.41, 'cumulative': {'total': 66.8, 'passing': 25.2, 'rushing': 49.6}}","{'overall': 0.3, 'passing': 0.41, 'rushing': 0.25, 'firstDown': 0.17, 'secondDown': 0.35, 'thirdDown': 0.5, 'cumulative': {'total': 251.9, 'passing': 1536.3, 'rushing': 116.5}}"
