game_id,season,week,season_type,start_date,neutral_site,conference_game,home_team,home_conference,home_points,away_team,away_conference,away_points,home_pregame_elo,away_pregame_elo,excitement_index,point_diff,total_points
401693677,2024,1,regular,2024-08-24T04:00:00.000Z,True,False,Lincoln (CA),Independent DII,7.0,College of Idaho,,45.0,,,,-38.0,52.0
401635525,2024,1,regular,2024-08-24T16:00:00.000Z,True,True,Georgia Tech,ACC,24.0,Florida State,ACC,21.0,1497.0,1692.0,7.822223962,3.0,45.0
401654665,2024,1,regular,2024-08-24T19:30:00.000Z,False,False,Tarleton State,UAC,26.0,McNeese,Southland,23.0,,,5.5640247878,3.0,49.0
401643697,2024,1,regular,2024-08-24T20:00:00.000Z,False,False,New Mexico,Mountain West,31.0,Montana State,Big Sky,35.0,1234.0,,4.9273181699,-4.0,66.0
401654662,2024,1,regular,2024-08-24T23:00:00.000Z,True,False,Southeast Missouri State,Big South-OVC,37.0,North Alabama,UAC,15.0,,,7.1719013459,22.0,52.0
401636372,2024,1,regular,2024-08-24T23:30:00.000Z,True,False,Norfolk State,MEAC,23.0,Florida A&M,SWAC,24.0,,,4.6903128028,-1.0,47.0
401643696,2024,1,regular,2024-08-25T00:00:00.000Z,False,False,Nevada,Mountain West,24.0,SMU,ACC,29.0,1222.0,1690.0,7.6714922497,-5.0,53.0
401643858,2024,1,regular,2024-08-25T03:59:00.000Z,False,False,Hawai'i,Mountain West,35.0,Delaware State,MEAC,14.0,1227.0,,5.224356278,21.0,49.0
401675545,2024,1,regular,2024-08-29T04:00:00.000Z,False,True,Sul Ross State,Lone Star,21.0,West Texas A&M,Lone Star,42.0,,,,-21.0,63.0
401674318,2024,1,regular,2024-08-29T22:00:00.000Z,False,False,Northern Michigan,GLIAC,7.0,Minnesota Duluth,Northern Sun,35.0,,,,-28.0,42.0
401673370,2024,1,regular,2024-08-29T22:00:00.000Z,False,False,Carson-Newman College,South Atlantic,50.0,Reinhardt University,,7.0,,,,43.0,57.0
401628458,2024,1,regular,2024-08-29T22:00:00.000Z,False,False,Rutgers,Big Ten,44.0,Howard,MEAC,7.0,1460.0,,4.6819518771,37.0,51.0
401628580,2024,1,regular,2024-08-29T22:00:00.000Z,False,False,Villanova,CAA,24.0,Youngstown State,MVFC,17.0,,,4.2684188077,7.0,41.0
401673041,2024,1,regular,2024-08-29T22:00:00.000Z,False,False,Morehead State,Pioneer,17.0,Central State (OH),SIAC,10.0,,,,7.0,27.0
401634143,2024,1,regular,2024-08-29T23:00:00.000Z,False,False,Mercer,Southern,63.0,Presbyterian,Pioneer,10.0,,,2.8773607294,53.0,73.0
401628579,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,Delaware,CAA,48.0,Bryant,CAA,17.0,,,3.0604916608,31.0,65.0
401674274,2024,1,regular,2024-08-29T23:00:00.000Z,False,False,Fairmont State,Mountain East,56.0,Seton Hill,Pennsylvania State Athletic,24.0,,,,32.0,80.0
401674363,2024,1,regular,2024-08-29T23:00:00.000Z,False,True,Edinboro University,Pennsylvania State Athletic,12.0,East Stroudsburg University,Pennsylvania State Athletic,24.0,,,,-12.0,36.0
401644729,2024,1,regular,2024-08-29T23:00:00.000Z,False,False,Bowling Green,Mid-American,41.0,Fordham,Patriot,17.0,1431.0,,2.6308489164,24.0,58.0
401634299,2024,1,regular,2024-08-29T23:00:00.000Z,False,False,NC State,ACC,38.0,Western Carolina,Southern,21.0,1606.0,,7.4610249317,17.0,59.0
401628581,2024,1,regular,2024-08-29T23:00:00.000Z,False,False,Wake Forest,ACC,45.0,North Carolina A&T,CAA,13.0,1431.0,,4.0055730674,32.0,58.0
401634152,2024,1,regular,2024-08-29T23:00:00.000Z,False,False,Gardner-Webb,Big South-OVC,20.0,Wofford,Southern,21.0,,,7.0427787593,-1.0,41.0
401628592,2024,1,regular,2024-08-29T23:00:00.000Z,False,False,William & Mary,CAA,41.0,VMI,Southern,7.0,,,2.6764257434,34.0,48.0
401675476,2024,1,regular,2024-08-29T23:00:00.000Z,False,False,Mars Hill,South Atlantic,16.0,Delta State,Gulf South,47.0,,,,-31.0,63.0
