season,team,wepa_offense,wepa_defense,wepa_success_off,wepa_success_def,wepa_explosiveness,wepa_explosiveness_def
2021,Jacksonville State,0.14690516715878413,0.21166052458106274,0.40459895834167015,0.47099450859274544,0.962982296596031,0.9205083801710909
2021,Akron,0.12358005813917126,0.3526854129867445,0.3779054419643297,0.5390546679777338,1.0176179856217866,1.02053807106001
2021,Air Force,0.26340605494683467,0.1847809628895125,0.45986956706727466,0.39919710124363056,0.9874817801734881,1.0400209532580795
2021,App State,0.2206360308055356,0.11589998759009117,0.44627192910059293,0.37960097108205093,0.9285372970778645,1.04342489309657
2021,Arizona,0.085110885021,0.21108314015151158,0.38682103344276314,0.41270635008999085,0.9363339636307016,0.9646085532670424
2021,Arkansas State,0.10336756830377908,0.3347713302599061,0.35384047398719237,0.46249103263776825,0.9107504502438758,1.1308565365587335
2021,Auburn,0.2302376142871805,0.12050105986456433,0.45604747874350726,0.39891061247396437,0.9818682453251817,0.9530083180653143
2021,Ball State,0.10238209319049012,0.23385937414870647,0.3956554409009242,0.4949483567729109,0.9706172158927051,0.931831295304412
2021,Baylor,0.22218207525729397,0.12882212485029315,0.4361754957703343,0.3590489638622193,1.0734248508513482,0.9953915040246702
2021,Boise State,0.21128883686600047,0.1292854049424971,0.4468586843482607,0.389700985475606,0.9071972979347988,0.9420757479371554
2021,Buffalo,0.1291354480730793,0.27307718412266163,0.3981464500674344,0.4410692615144207,0.9385907622576174,1.1183786068112893
2021,BYU,0.30396823464383527,0.21390293647380576,0.4931418062694832,0.4555162252334493,1.0119878330333412,0.964572196982694
2021,California,0.18658351487276126,0.14354296585135687,0.4099042866036246,0.421222135110779,0.9574871056706232,0.9601451669642388
2021,Central Michigan,0.16476560617376182,0.18591495762214583,0.39530903622176944,0.43392088265468093,0.9778305418620203,0.9681090344604283
2021,Charlotte,0.18580052734136157,0.37836005652466287,0.41620520557657253,0.49063267515611836,0.9978299084946157,1.0737192951933983
2021,Cincinnati,0.27342882936506274,0.07740079566182201,0.48490694354861447,0.39288678021283224,0.9935877317953177,0.9331495699671603
2021,Colorado,0.11864311828919179,0.21353057333985806,0.3691165729334705,0.43628385045797385,0.9217971353910497,0.9655778763103803
2021,Colorado State,0.18731399520672334,0.17983942376252393,0.4054717991524603,0.3935680073632097,0.9135429326415941,1.0093746579899059
2021,Duke,0.0872692443250106,0.3375210208226602,0.3927628739437556,0.463867461847834,0.9581494861325582,0.9830321786495176
2021,East Carolina,0.2040991858421424,0.19268315337700664,0.41830206644003526,0.4073322003284099,0.9889691617574784,1.0030933337121475
2021,Eastern Michigan,0.15851370077042326,0.2755685568854317,0.4222888170383419,0.5154473530100416,0.9505582573086302,0.932360684335071
2021,Florida,0.22366029736384485,0.13850081840922923,0.4599502211751859,0.3977921546244142,0.9954571768225798,0.9705129465421023
