season,conference,team,offense,defense
2018,Mountain West,Air Force,"{'overall': 0.2, 'passing': 0.49, 'rushing': 0.13, 'firstDown': 0.05, 'secondDown': 0.22, 'thirdDown': 0.43, 'cumulative': {'total': 173.6, 'passing': 84.58, 'rushing': 90.6}}","{'overall': 0.17, 'passing': 0.37, 'rushing': 0.02, 'firstDown': -0.05, 'secondDown': 0.17, 'thirdDown': 0.58, 'cumulative': {'total': 122.8, 'passing': 1224.2, 'rushing': 6.4}}"
2018,Mid-American,Akron,"{'overall': 0.02, 'passing': 0.1, 'rushing': -0.07, 'firstDown': -0.13, 'secondDown': 0.05, 'thirdDown': 0.26, 'cumulative': {'total': 14, 'passing': 41.44, 'rushing': -26.9}}","{'overall': 0.08, 'passing': 0.08, 'rushing': 0.08, 'firstDown': 0.04, 'secondDown': -0.03, 'thirdDown': 0.37, 'cumulative': {'total': 68.6, 'passing': 300.1, 'rushing': 40.5}}"
2018,SEC,Alabama,"{'overall': 0.39, 'passing': 0.64, 'rushing': 0.21, 'firstDown': 0.25, 'secondDown': 0.42, 'thirdDown': 0.94, 'cumulative': {'total': 395.3, 'passing': 284.42, 'rushing': 116.7}}","{'overall': 0.05, 'passing': 0.06, 'rushing': 0.04, 'firstDown': -0.19, 'secondDown': 0.07, 'thirdDown': 0.42, 'cumulative': {'total': 48.2, 'passing': 277.7, 'rushing': 18.9}}"
2018,Sun Belt,App State,"{'overall': 0.25, 'passing': 0.32, 'rushing': 0.23, 'firstDown': 0.06, 'secondDown': 0.35, 'thirdDown': 0.55, 'cumulative': {'total': 220.7, 'passing': 106.04, 'rushing': 117.9}}","{'overall': -0.01, 'passing': -0.04, 'rushing': 0.01, 'firstDown': -0.13, 'secondDown': 0.01, 'thirdDown': 0.25, 'cumulative': {'total': -11.6, 'passing': -167.8, 'rushing': 4.1}}"
2018,Pac-12,Arizona,"{'overall': 0.2, 'passing': 0.3, 'rushing': 0.13, 'firstDown': 0.06, 'secondDown': 0.13, 'thirdDown': 0.69, 'cumulative': {'total': 182.9, 'passing': 121.59, 'rushing': 60.8}}","{'overall': 0.19, 'passing': 0.28, 'rushing': 0.12, 'firstDown': -0.06, 'secondDown': 0.21, 'thirdDown': 0.73, 'cumulative': {'total': 175.8, 'passing': 1272, 'rushing': 52.6}}"
2018,Pac-12,Arizona State,"{'overall': 0.22, 'passing': 0.32, 'rushing': 0.17, 'firstDown': 0.03, 'secondDown': 0.19, 'thirdDown': 0.64, 'cumulative': {'total': 202, 'passing': 128.33, 'rushing': 81.4}}","{'overall': 0.17, 'passing': 0.28, 'rushing': 0.1, 'firstDown': 0.09, 'secondDown': 0.09, 'thirdDown': 0.54, 'cumulative': {'total': 161.7, 'passing': 1189.2, 'rushing': 50.7}}"
2018,SEC,Arkansas,"{'overall': 0.09, 'passing': 0.11, 'rushing': 0.08, 'firstDown': -0.07, 'secondDown': 0.21, 'thirdDown': 0.3, 'cumulative': {'total': 75.5, 'passing': 43.05, 'rushing': 34.5}}","{'overall': 0.2, 'passing': 0.31, 'rushing': 0.13, 'firstDown': 0.05, 'secondDown': 0.39, 'thirdDown': 0.3, 'cumulative': {'total': 171.5, 'passing': 1137, 'rushing': 59}}"
2018,Sun Belt,Arkansas State,"{'overall': 0.2, 'passing': 0.26, 'rushing': 0.15, 'firstDown': 0.06, 'secondDown': 0.23, 'thirdDown': 0.54, 'cumulative': {'total': 195.1, 'passing': 130.38, 'rushing': 73}}","{'overall': 0.12, 'passing': 0.14, 'rushing': 0.12, 'firstDown': -0.1, 'secondDown': 0.08, 'thirdDown': 0.58, 'cumulative': {'total': 104.2, 'passing': 505.8, 'rushing': 59.5}}"
2018,FBS Independents,Army,"{'overall': 0.29, 'passing': 0.75, 'rushing': 0.24, 'firstDown': 0.07, 'secondDown': 0.15, 'thirdDown': 0.76, 'cumulative': {'total': 265.1, 'passing': 71.75, 'rushing': 197.5}}","{'overall': 0.14, 'passing': 0.24, 'rushing': 0.03, 'firstDown': 0.11, 'secondDown': 0.11, 'thirdDown': 0.23, 'cumulative': {'total': 96.7, 'passing': 837.7, 'rushing': 11.9}}"
2018,SEC,Auburn,"{'overall': 0.16, 'passing': 0.29, 'rushing': 0.06, 'firstDown': 0.11, 'secondDown': 0.15, 'thirdDown': 0.38, 'cumulative': {'total': 141.5, 'passing': 116.23, 'rushing': 28.2}}","{'overall': 0.07, 'passing': 0.14, 'rushing': 0.01, 'firstDown': -0.05, 'secondDown': -0.04, 'thirdDown': 0.47, 'cumulative': {'total': 60.4, 'passing': 614.7, 'rushing': 2.2}}"
2018,Mid-American,Ball State,"{'overall': 0.16, 'passing': 0.17, 'rushing': 0.15, 'firstDown': 0, 'secondDown': 0.09, 'thirdDown': 0.54, 'cumulative': {'total': 143.7, 'passing': 84.1, 'rushing': 61.5}}","{'overall': 0.22, 'passing': 0.24, 'rushing': 0.22, 'firstDown': 0.11, 'secondDown': 0.19, 'thirdDown': 0.59, 'cumulative': {'total': 205.3, 'passing': 875.5, 'rushing': 117.6}}"
2018,Big 12,Baylor,"{'overall': 0.24, 'passing': 0.27, 'rushing': 0.22, 'firstDown': 0.1, 'secondDown': 0.25, 'thirdDown': 0.59, 'cumulative': {'total': 243.8, 'passing': 142.13, 'rushing': 100.6}}","{'overall': 0.26, 'passing': 0.28, 'rushing': 0.26, 'firstDown': 0.15, 'secondDown': 0.17, 'thirdDown': 0.66, 'cumulative': {'total': 225.4, 'passing': 1217.1, 'rushing': 106.9}}"
2018,Mountain West,Boise State,"{'overall': 0.26, 'passing': 0.44, 'rushing': 0.1, 'firstDown': 0.11, 'secondDown': 0.19, 'thirdDown': 0.69, 'cumulative': {'total': 257.8, 'passing': 213.69, 'rushing': 51.4}}","{'overall': 0.12, 'passing': 0.17, 'rushing': 0.07, 'firstDown': 0.07, 'secondDown': 0.01, 'thirdDown': 0.34, 'cumulative': {'total': 101.3, 'passing': 711.5, 'rushing': 29.4}}"
2018,ACC,Boston College,"{'overall': 0.12, 'passing': 0.27, 'rushing': 0.04, 'firstDown': -0.04, 'secondDown': 0.14, 'thirdDown': 0.49, 'cumulative': {'total': 105.3, 'passing': 95.95, 'rushing': 20.6}}","{'overall': 0.06, 'passing': 0.09, 'rushing': 0.06, 'firstDown': -0.04, 'secondDown': -0.04, 'thirdDown': 0.38, 'cumulative': {'total': 57.1, 'passing': 422, 'rushing': 27.8}}"
