game_id,season,week,season_type,start_date,neutral_site,conference_game,home_team,home_conference,home_points,away_team,away_conference,away_points,home_pregame_elo,away_pregame_elo,excitement_index,point_diff,total_points
401282714,2021,1,regular,2021-08-28T17:20:00.000Z,False,True,Illinois,Big Ten,30,Nebraska,Big Ten,22,1392.0,1503.0,5.4859812562,8,52
401286187,2021,1,regular,2021-08-28T18:00:00.000Z,False,False,Fresno State,Mountain West,45,UConn,FBS Independents,0,1465.0,1223.0,1.5355562765,45,45
401329133,2021,1,regular,2021-08-28T19:00:00.000Z,True,True,Central State (OH),SIAC,6,Kentucky State,SIAC,20,,,,-14,26
401309833,2021,1,regular,2021-08-28T19:30:00.000Z,False,False,UCLA,Pac-12,44,Hawai'i,Mountain West,10,1517.0,1466.0,1.3911846797,34,54
401328337,2021,1,regular,2021-08-28T22:00:00.000Z,False,False,Indiana State,MVFC,26,Eastern Illinois,OVC,21,,,,5,47
401327539,2021,1,regular,2021-08-28T23:00:00.000Z,True,False,North Carolina Central,MEAC,23,Alcorn State,SWAC,14,,,,9,37
401282049,2021,1,regular,2021-08-29T01:30:00.000Z,False,False,New Mexico State,FBS Independents,3,UTEP,Conference USA,30,1261.0,1222.0,1.7024199439,-27,33
401310693,2021,1,regular,2021-08-29T02:00:00.000Z,False,False,San José State,Mountain West,45,Southern Utah,Big Sky,14,,,1.2255180894,31,59
401282050,2021,1,regular,2021-09-01T23:30:00.000Z,True,False,Jacksonville State,AWC,0,UAB,Conference USA,31,,,2.1316123178,-31,31
401328204,2021,1,regular,2021-09-02T22:00:00.000Z,False,True,Stony Brook,CAA,21,New Hampshire,CAA,27,,,,-6,48
401328215,2021,1,regular,2021-09-02T22:00:00.000Z,False,False,Wingate,South Atlantic,30,Shaw,CIAA,7,,,,23,37
401328989,2021,1,regular,2021-09-02T22:00:00.000Z,False,False,Wayne State (MI),GLIAC,21,Slippery Rock,Pennsylvania State Athletic,24,,,,-3,45
401334786,2021,1,regular,2021-09-02T23:00:00.000Z,False,True,Wayne State (NE),Northern Sun,34,University of Mary,Northern Sun,27,,,,7,61
401334756,2021,1,regular,2021-09-02T23:00:00.000Z,False,False,Kentucky Wesleyan,Great Midwest Athletic,13,Frostburg State,Mountain East,20,,,,-7,33
401337471,2021,1,regular,2021-09-02T23:00:00.000Z,False,False,West Liberty,Mountain East,6,Walsh,Great Midwest Athletic,27,,,,-21,33
401334787,2021,1,regular,2021-09-02T23:00:00.000Z,False,False,Fairmont State,Mountain East,14,PennWest California,Pennsylvania State Athletic,23,,,,-9,37
401309540,2021,1,regular,2021-09-02T23:00:00.000Z,False,False,Ball State,Mid-American,31,Western Illinois,MVFC,21,,,2.0262390412,10,52
401328545,2021,1,regular,2021-09-02T23:00:00.000Z,False,False,Coastal Carolina,Sun Belt,52,The Citadel,Southern,14,,,1.189259394,38,66
401328175,2021,1,regular,2021-09-02T23:00:00.000Z,False,True,Maine,CAA,24,Delaware,CAA,34,,,,-10,58
401328309,2021,1,regular,2021-09-02T23:00:00.000Z,False,True,Arkansas-Monticello,Great American,30,Southern Nazarene,Great American,23,,,,7,53
401328276,2021,1,regular,2021-09-02T23:00:00.000Z,False,True,Arkansas Tech,Great American,20,Southeastern Oklahoma State,Great American,38,,,,-18,58
401309542,2021,1,regular,2021-09-02T23:00:00.000Z,False,False,Buffalo,Mid-American,69,Wagner,NEC,7,,,1.0306190592,62,76
401328466,2021,1,regular,2021-09-02T23:00:00.000Z,False,True,Ouachita Baptist,Great American,38,Oklahoma Baptist,Great American,31,,,,7,69
