year,team,conference,division,ranking,rating
2023,Illinois,Big Ten,West,76,-2.3
2023,Minnesota,Big Ten,West,76,-2.3
2023,Western Kentucky,Conference USA,,78,-2.8
2023,New Mexico State,Conference USA,,79,-3.0
2023,Michigan State,Big Ten,East,80,-3.2
2023,Fresno State,Mountain West,West,80,-3.2
2023,Houston,Big 12,,82,-3.3
2023,Pittsburgh,ACC,Coastal,82,-3.3
2023,Indiana,Big Ten,East,84,-3.5
2023,Cincinnati,Big 12,,85,-3.7
2023,Bowling Green,Mid-American,East,86,-3.8
2023,Montana,Big Sky,,87,-4.1
2023,Wake Forest,ACC,Atlantic,87,-4.1
2023,Montana State,Big Sky,,89,-4.3
2023,Rice,American Athletic,,89,-4.3
2023,Virginia,ACC,Coastal,91,-4.4
2023,Arizona State,Pac-12,,92,-4.5
2023,Utah State,Mountain West,Mountain,93,-4.6
2023,Boston College,ACC,Atlantic,94,-4.8
2023,Texas State,Sun Belt,West,95,-4.9
2023,Army,FBS Independents,,96,-5.3
2023,Stanford,Pac-12,,97,-5.5
2023,Ohio,Mid-American,East,98,-5.8
2023,Louisiana,Sun Belt,West,99,-5.9
2023,Villanova,CAA,,100,-6.0
2023,Arkansas State,Sun Belt,West,101,-6.4
2023,Baylor,Big 12,,102,-6.9
2023,Idaho,Big Sky,,103,-7.4
2023,Marshall,Sun Belt,East,104,-7.5
2023,Georgia State,Sun Belt,East,105,-7.7
2023,Middle Tennessee,Conference USA,,106,-8.1
2023,UAlbany,CAA,,107,-8.2
2023,Georgia Southern,Sun Belt,East,108,-8.6
2023,Old Dominion,Sun Belt,East,109,-8.7
2023,Colorado State,Mountain West,Mountain,110,-8.8
2023,Northern Illinois,Mid-American,West,110,-8.8
2023,East Carolina,American Athletic,,112,-9.2
2023,Southern Illinois,MVFC,,113,-9.3
2023,South Dakota,MVFC,,114,-9.6
2023,North Texas,American Athletic,,114,-9.6
2023,San Diego State,Mountain West,West,116,-9.8
2023,Florida Atlantic,American Athletic,,116,-9.8
2023,Holy Cross,Patriot,,118,-10.4
2023,South Florida,American Athletic,,119,-10.5
2023,Youngstown State,MVFC,,120,-10.6
2023,Vanderbilt,SEC,East,121,-11.0
2023,New Mexico,Mountain West,Mountain,122,-11.1
2023,Navy,American Athletic,,123,-11.4
2023,Southern Utah,UAC,,124,-11.8
2023,Tulsa,American Athletic,,125,-12.7
2023,Hawai'i,Mountain West,West,125,-12.7
2023,Ball State,Mid-American,West,127,-12.8
2023,Harvard,Ivy,,128,-12.9
2023,North Dakota,MVFC,,129,-13.0
2023,Southern Miss,Sun Belt,West,130,-13.1
2023,Illinois State,MVFC,,130,-13.1
2023,Central Arkansas,UAC,,130,-13.1
2023,Sam Houston,Conference USA,,133,-13.3
2023,UConn,FBS Independents,,134,-13.5
2023,UTEP,Conference USA,,135,-13.7
2023,UAB,American Athletic,,136,-14.3
2023,Austin Peay,UAC,,137,-14.4
2023,Louisiana Tech,Conference USA,,137,-14.4
2023,Sacramento State,Big Sky,,139,-14.5
2023,Western Michigan,Mid-American,West,140,-14.6
2023,Northern Iowa,MVFC,,141,-14.9
2023,Tarleton State,UAC,,141,-14.9
2023,New Hampshire,CAA,,143,-15.0
2023,Massachusetts,FBS Independents,,144,-15.2
2023,Buffalo,Mid-American,East,145,-15.3
2023,Central Michigan,Mid-American,West,146,-15.5
2023,Yale,Ivy,,147,-15.8
2023,Missouri State,MVFC,,147,-15.8
2023,Lafayette,Patriot,,149,-15.9
2023,Furman,Southern,,150,-16.0
2023,Delaware,CAA,,151,-16.8
2023,Eastern Michigan,Mid-American,West,152,-16.9
2023,Nevada,Mountain West,West,153,-17.0
2023,UC Davis,Big Sky,,154,-17.1
2023,UL Monroe,Sun Belt,West,154,-17.1
2023,Charlotte,American Athletic,,156,-17.4
2023,Northern Arizona,Big Sky,,157,-17.5
2023,Weber State,Big Sky,,158,-17.9
2023,UT Martin,Big South-OVC,,158,-17.9
2023,Florida A&M,SWAC,East,160,-18.3
2023,Dartmouth,Ivy,,161,-18.8
2023,Florida International,Conference USA,,162,-19.4
2023,Pennsylvania,Ivy,,162,-19.4
2023,Temple,American Athletic,,164,-19.6
2023,Eastern Washington,Big Sky,,164,-19.6
2023,Nicholls,Southland,,166,-20.4
2023,Eastern Kentucky,UAC,,166,-20.4
2023,Princeton,Ivy,,168,-20.5
2023,Portland State,Big Sky,,169,-20.6
2023,Rhode Island,CAA,,170,-20.7
2023,Monmouth,CAA,,171,-20.8
2023,Abilene Christian,UAC,,172,-20.9
2023,Chattanooga,Southern,,172,-20.9
2023,Incarnate Word,Southland,,174,-21.4
2023,Bryant,Big South-OVC,,175,-21.6
2023,William & Mary,CAA,,175,-21.6
2023,Fordham,Patriot,,177,-21.8
2023,Akron,Mid-American,East,177,-21.8
2023,Stephen F. Austin,UAC,,179,-22.0
2023,Elon,CAA,,179,-22.0
2023,Mercer,Southern,,181,-22.2
2023,Southeast Missouri State,Big South-OVC,,182,-22.8
2023,Western Carolina,Southern,,183,-22.9
2023,Richmond,CAA,,184,-23.2
2023,Eastern Illinois,Big South-OVC,,185,-23.5
2023,Gardner-Webb,Big South-OVC,,186,-24.1
2023,Howard,MEAC,,187,-24.7
2023,Samford,Southern,,188,-25.5
2023,Towson,CAA,,189,-25.6
2023,Utah Tech,UAC,,190,-26.4
2023,Brown,Ivy,,191,-26.6
2023,North Carolina Central,MEAC,,192,-26.8
2023,Columbia,Ivy,,193,-26.9
2023,Kent State,Mid-American,East,194,-27.0
2023,SE Louisiana,Southland,,195,-27.1
2023,North Alabama,UAC,,196,-27.3
2023,Idaho State,Big Sky,,197,-27.6
2023,Colgate,Patriot,,198,-27.7
2023,Lamar,Southland,,198,-27.7
2023,Cornell,Ivy,,200,-29.1
2023,Butler,Pioneer,,201,-29.4
2023,Drake,Pioneer,,202,-29.7
2023,Campbell,CAA,,202,-29.7
2023,Georgetown,Patriot,,204,-29.8
2023,Bucknell,Patriot,,205,-30.5
2023,Murray State,MVFC,,205,-30.5
2023,Morgan State,MEAC,,205,-30.5
2023,Kennesaw State,FCS Independents,,208,-30.6
2023,Maine,CAA,,209,-31.0
2023,Indiana State,MVFC,,210,-31.9
2023,Houston Christian,Southland,,210,-31.9
2023,Jackson State,SWAC,East,212,-32.3
2023,Merrimack,NEC,,213,-32.4
2023,Alabama State,SWAC,East,214,-32.5
2023,Duquesne,NEC,,215,-32.7
2023,Lehigh,Patriot,,216,-33.1
2023,St. Thomas (MN),Pioneer,,217,-33.2
2023,St. Francis (PA),NEC,,218,-33.5
2023,Northern Colorado,Big Sky,,219,-34.1
2023,Tennessee State,Big South-OVC,,220,-34.5
2023,VMI,Southern,,220,-34.5
2023,Tennessee Tech,Big South-OVC,,220,-34.5
2023,Davidson,Pioneer,,223,-35.4
2023,Long Island University,NEC,,224,-35.5
2023,Hampton,CAA,,224,-35.5
2023,South Carolina State,MEAC,,226,-35.8
2023,Alcorn State,SWAC,West,227,-35.9
2023,Norfolk State,MEAC,,228,-36.1
2023,Charleston Southern,Big South-OVC,,229,-36.3
2023,East Texas A&M,Southland,,230,-36.4
2023,Morehead State,Pioneer,,231,-36.5
2023,Robert Morris,Big South-OVC,,232,-37.0
2023,Southern,SWAC,West,233,-37.3
2023,Grambling,SWAC,West,233,-37.3
2023,Northwestern State,Southland,,235,-37.4
2023,Cal Poly,Big Sky,,236,-37.6
2023,North Carolina A&T,CAA,,236,-37.6
2023,Stonehill,NEC,,238,-37.9
2023,East Tennessee State,Southern,,239,-38.0
2023,Bethune-Cookman,SWAC,East,240,-38.2
2023,Wofford,Southern,,241,-38.3
2023,Western Illinois,MVFC,,242,-38.8
2023,Prairie View A&M,SWAC,West,243,-38.9
2023,Stony Brook,CAA,,244,-39.2
2023,San Diego,Pioneer,,245,-39.8
2023,Texas Southern,SWAC,West,246,-40.4
2023,Lindenwood,Big South-OVC,,247,-40.7
2023,McNeese,Southland,,248,-41.4
2023,Sacred Heart,NEC,,249,-41.6
2023,Alabama A&M,SWAC,East,250,-41.9
2023,Valparaiso,Pioneer,,251,-42.0
2023,Dayton,Pioneer,,252,-42.7
2023,Wagner,NEC,,253,-44.3
2023,Central Connecticut,NEC,,254,-45.7
2023,Presbyterian,Pioneer,,255,-46.1
2023,The Citadel,Southern,,256,-47.0
2023,Marist,Pioneer,,257,-47.3
2023,Mississippi Valley State,SWAC,East,258,-49.1
2023,Stetson,Pioneer,,259,-50.1
2023,Delaware State,MEAC,,260,-50.2
2023,Arkansas-Pine Bluff,SWAC,West,261,-55.8
