year,team,conference,fpi,resumeRanks,efficiencies
2019,Notre Dame,FBS Independents,20.887,"{'strengthOfRecord': 10, 'fpi': 50, 'averageWinProbability': 11, 'strengthOfSchedule': 35, 'remainingStrengthOfSchedule': None, 'gameControl': 10}","{'overall': 80.759, 'offense': 66.252, 'defense': 84.209, 'specialTeams': 50.793}"
2019,Georgia,SEC,23.99,"{'strengthOfRecord': 4, 'fpi': 5, 'averageWinProbability': 6, 'strengthOfSchedule': 12, 'remainingStrengthOfSchedule': None, 'gameControl': 6}","{'overall': 85.767, 'offense': 69.364, 'defense': 88.868, 'specialTeams': 53.885}"
2019,Florida,SEC,21.302,"{'strengthOfRecord': 5, 'fpi': 9, 'averageWinProbability': 22, 'strengthOfSchedule': 17, 'remainingStrengthOfSchedule': None, 'gameControl': 11}","{'overall': 83.091, 'offense': 76.735, 'defense': 76.757, 'specialTeams': 60.391}"
2019,Tennessee,SEC,7.802,"{'strengthOfRecord': 27, 'fpi': 33, 'averageWinProbability': 43, 'strengthOfSchedule': 45, 'remainingStrengthOfSchedule': None, 'gameControl': 31}","{'overall': 61.329, 'offense': 49.345, 'defense': 66.041, 'specialTeams': 57.26}"
2019,South Carolina,SEC,6.859,"{'strengthOfRecord': 49, 'fpi': 41, 'averageWinProbability': 86, 'strengthOfSchedule': 1, 'remainingStrengthOfSchedule': None, 'gameControl': 38}","{'overall': 57.81, 'offense': 37.272, 'defense': 73.742, 'specialTeams': 52.51}"
2019,Kentucky,SEC,8.823,"{'strengthOfRecord': 40, 'fpi': 25, 'averageWinProbability': 38, 'strengthOfSchedule': 60, 'remainingStrengthOfSchedule': None, 'gameControl': 36}","{'overall': 63.171, 'offense': 53.988, 'defense': 65.933, 'specialTeams': 55.837}"
2019,Vanderbilt,SEC,-7.649,"{'strengthOfRecord': 94, 'fpi': 94, 'averageWinProbability': 116, 'strengthOfSchedule': 23, 'remainingStrengthOfSchedule': None, 'gameControl': 90}","{'overall': 28.305, 'offense': 30.246, 'defense': 28.759, 'specialTeams': 66.779}"
2019,Massachusetts,FBS Independents,-35.77,"{'strengthOfRecord': 127, 'fpi': 130, 'averageWinProbability': 129, 'strengthOfSchedule': 127, 'remainingStrengthOfSchedule': None, 'gameControl': 121}","{'overall': 2.03, 'offense': 10.084, 'defense': 2.006, 'specialTeams': 51.478}"
2019,Oklahoma State,Big 12,8.78,"{'strengthOfRecord': 31, 'fpi': 26, 'averageWinProbability': 33, 'strengthOfSchedule': 19, 'remainingStrengthOfSchedule': None, 'gameControl': 22}","{'overall': 67.394, 'offense': 64.394, 'defense': 63.513, 'specialTeams': 52.446}"
2019,Kansas State,Big 12,7.752,"{'strengthOfRecord': 35, 'fpi': 34, 'averageWinProbability': 34, 'strengthOfSchedule': 39, 'remainingStrengthOfSchedule': None, 'gameControl': 25}","{'overall': 66.199, 'offense': 54.774, 'defense': 65.892, 'specialTeams': 66.927}"
