game_id,season,week,season_type,start_date,neutral_site,conference_game,home_team,home_conference,home_points,away_team,away_conference,away_points,home_pregame_elo,away_pregame_elo,excitement_index,point_diff,total_points
401756846,2025,1,regular,2025-08-23T16:00:00.000Z,True,True,Kansas State,Big 12,21.0,Iowa State,Big 12,24.0,1669.0,1616.0,6.029094160739601,-3.0,45.0
401767476,2025,1,regular,2025-08-23T17:00:00.000Z,False,True,Nicholls,Southland,20.0,Incarnate Word,Southland,6.0,,,5.1264992032756584,14.0,26.0
401760371,2025,1,regular,2025-08-23T20:00:00.000Z,False,False,UNLV,Mountain West,38.0,Idaho State,Big Sky,31.0,,,9.598561710191433,7.0,69.0
401767126,2025,1,regular,2025-08-23T20:30:00.000Z,False,False,Portland State,Big Sky,0.0,Tarleton State,UAC,42.0,,,4.943513767987275,-42.0,42.0
401756847,2025,1,regular,2025-08-23T22:30:00.000Z,False,False,Kansas,Big 12,31.0,Fresno State,Mountain West,7.0,1583.0,1490.0,3.7830408481663227,24.0,38.0
401757218,2025,1,regular,2025-08-23T23:00:00.000Z,False,True,Western Kentucky,Conference USA,41.0,Sam Houston,Conference USA,24.0,1409.0,1452.0,6.04146368507938,17.0,65.0
401754516,2025,1,regular,2025-08-23T23:30:00.000Z,False,False,Hawai'i,Mountain West,23.0,Stanford,ACC,20.0,1257.0,1283.0,7.307567862447438,3.0,43.0
401767410,2025,1,regular,2025-08-23T23:30:00.000Z,True,False,Southern,SWAC,14.0,North Carolina Central,MEAC,31.0,,,3.815677850005746,-17.0,45.0
401773590,2025,1,regular,2025-08-28T20:00:00.000Z,False,False,Central Washington,Lone Star,41.0,Colorado Mesa,Rocky Mountain,14.0,,,,27.0,55.0
401762522,2025,1,regular,2025-08-28T21:30:00.000Z,False,False,South Florida,American Athletic,34.0,Boise State,Mountain West,7.0,1456.0,1676.0,5.137221554324761,27.0,41.0
401773478,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Northern Michigan,GLIAC,37.0,Minnesota State Moorhead,Northern Sun,44.0,,,,-7.0,81.0
401773643,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Ferris State,GLIAC,34.0,Pittsburg St,Mid America,17.0,,,,17.0,51.0
401773470,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Michigan Tech,GLIAC,37.0,Bemidji State,Northern Sun,17.0,,,,20.0,54.0
401767446,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Indiana State,MVFC,41.0,McKendree,Great Lakes,24.0,,,5.330943776625397,17.0,65.0
401767549,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Youngstown State,MVFC,24.0,Mercyhurst,NEC,15.0,,,3.8824847904059174,9.0,39.0
401773703,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Clarion,Pennsylvania State Athletic,34.0,Wheeling,Mountain East,0.0,,,,34.0,34.0
401752794,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Rutgers,Big Ten,34.0,Ohio,Mid-American,31.0,1522.0,1621.0,6.943864856309906,3.0,65.0
401762790,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Bowling Green,Mid-American,26.0,Lafayette,Patriot,7.0,1461.0,,2.717791924914604,19.0,33.0
401773397,2025,1,regular,2025-08-28T22:00:00.000Z,True,False,Marian College,,21.0,Indianapolis,Great Lakes,45.0,,,,-24.0,66.0
401773488,2025,1,regular,2025-08-28T22:00:00.000Z,False,False,Saginaw Valley State,GLIAC,21.0,Northeastern State,Independent DII,28.0,,,,-7.0,49.0
401767327,2025,1,regular,2025-08-28T23:00:00.000Z,False,False,Norfolk State,MEAC,7.0,Towson,CAA,27.0,,,4.766962778982658,-20.0,34.0
