game_id,season,week,team,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
401756853,2025,1,Iowa State,South Dakota,0.56,1.05,0.27,0.03,0.08,-0.03
401756846,2025,1,Iowa State,Kansas State,0.12,0.11,0.13,0.11,0.43,-0.26
401756848,2025,1,Jacksonville State,UCF,0.07,-0.12,0.23,0.22,0.47,-0.02
401761590,2025,1,James Madison,Weber State,0.28,0.21,0.42,-0.14,-0.01,-0.25
401756854,2025,1,Kansas,Wagner,0.37,0.75,0.2,-0.11,0.08,-0.28
401756847,2025,1,Kansas,Fresno State,0.34,0.86,0.05,0.06,0.48,-0.27
401756846,2025,1,Kansas State,Iowa State,0.11,0.43,-0.26,0.12,0.11,0.13
401756855,2025,1,Kansas State,North Dakota,0.31,0.33,0.27,0.15,0.24,0.03
401754374,2025,1,Kennesaw State,Wake Forest,0.07,0.0,0.15,0.05,0.14,-0.01
401762792,2025,1,Kent State,Merrimack,0.13,0.61,-0.19,0.07,0.07,0.08
401752670,2025,1,Kentucky,Toledo,0.1,-0.08,0.28,0.04,0.3,-0.33
401757220,2025,1,Liberty,Maine,0.13,0.15,0.11,0.12,0.08,0.2
401761592,2025,1,Louisiana,Rice,0.04,-0.14,0.24,0.0,0.07,-0.02
401757221,2025,1,Louisiana Tech,SE Louisiana,0.03,0.03,0.03,-0.22,-0.13,-0.22
401754519,2025,1,Louisville,Eastern Kentucky,0.34,0.29,0.41,-0.09,-0.2,-0.04
401752671,2025,1,LSU,Clemson,0.06,0.1,0.02,-0.01,0.0,-0.03
401752669,2025,1,Marshall,Georgia,0.0,0.25,-0.16,0.38,0.5,0.29
401752797,2025,1,Maryland,Florida Atlantic,0.04,0.18,-0.19,-0.23,-0.1,-0.19
401762456,2025,1,Massachusetts,Temple,-0.07,0.12,-0.2,0.47,0.99,0.06
401762433,2025,1,Memphis,Chattanooga,0.44,0.44,0.44,-0.12,0.01,-0.14
401754522,2025,1,Miami,Notre Dame,0.16,0.45,-0.08,0.18,0.19,0.17
401762791,2025,1,Miami (OH),Wisconsin,-0.19,-0.02,-0.22,0.13,-0.06,0.4
401752808,2025,1,Michigan,New Mexico,0.38,0.43,0.33,-0.05,0.12,-0.21
401752802,2025,1,Michigan State,Western Michigan,0.01,0.21,-0.12,-0.2,-0.14,-0.19
401757222,2025,1,Middle Tennessee,Austin Peay,-0.15,-0.24,0.06,0.18,0.39,0.04
401752793,2025,1,Minnesota,Buffalo,0.22,0.52,-0.05,0.03,0.18,-0.11
401752673,2025,1,Mississippi State,Southern Miss,0.31,0.31,0.34,0.05,0.14,-0.02
401752674,2025,1,Missouri,Central Arkansas,0.55,0.69,0.43,-0.15,-0.63,0.15
401752798,2025,1,Missouri State,USC,-0.05,-0.07,-0.03,0.83,1.05,0.63
401762434,2025,1,Navy,VMI,0.53,0.34,0.58,0.01,0.11,-0.18
401754373,2025,1,NC State,East Carolina,0.18,0.35,0.0,0.16,0.39,-0.2
401752796,2025,1,Nebraska,Cincinnati,0.15,0.3,-0.05,0.19,-0.17,0.62
401752807,2025,1,Nevada,Penn State,-0.06,-0.02,-0.1,0.35,0.39,0.31
401752808,2025,1,New Mexico,Michigan,-0.05,0.12,-0.21,0.38,0.43,0.33
401757223,2025,1,New Mexico State,Bryant,0.02,0.26,-0.22,-0.12,0.06,-0.3
401754523,2025,1,North Carolina,TCU,-0.02,0.2,-0.21,0.39,0.48,0.3
401762793,2025,1,Northern Illinois,Holy Cross,0.05,0.17,0.05,-0.17,-0.06,-0.21
401762435,2025,1,North Texas,Lamar,0.29,0.75,-0.09,-0.21,-0.22,-0.18
401752803,2025,1,Northwestern,Tulane,-0.13,-0.13,0.05,0.16,0.03,0.26
401754522,2025,1,Notre Dame,Miami,0.18,0.19,0.17,0.16,0.45,-0.08
401752794,2025,1,Ohio,Rutgers,0.24,0.51,0.12,0.33,0.58,0.12
401752677,2025,1,Ohio State,Texas,0.04,0.32,-0.13,-0.12,-0.25,0.1
401752675,2025,1,Oklahoma,Illinois State,0.48,0.69,0.25,-0.23,-0.44,-0.03
401756876,2025,1,Oklahoma State,UT Martin,0.19,0.4,0.02,0.05,0.24,0.03
401752806,2025,1,Old Dominion,Indiana,0.3,0.14,0.48,0.1,-0.15,0.25
401752672,2025,1,Ole Miss,Georgia State,0.5,0.68,0.46,-0.05,-0.3,0.14
401752804,2025,1,Oregon,Montana State,0.63,0.79,0.53,0.08,0.24,-0.12
401752936,2025,1,Oregon State,California,0.09,0.31,-0.19,0.16,0.3,0.02
401752807,2025,1,Penn State,Nevada,0.35,0.39,0.31,-0.06,-0.02,-0.1
401754520,2025,1,Pittsburgh,Duquesne,0.4,0.57,0.3,-0.05,0.13,-0.24
401752801,2025,1,Purdue,Ball State,0.4,0.65,0.14,-0.03,-0.08,0.0
401761592,2025,1,Rice,Louisiana,0.0,0.07,-0.02,0.04,-0.14,0.24
401752794,2025,1,Rutgers,Ohio,0.33,0.58,0.12,0.24,0.51,0.12
401757218,2025,1,Sam Houston,Western Kentucky,0.04,0.12,-0.05,0.13,0.4,-0.29
401757224,2025,1,Sam Houston,UNLV,0.04,0.0,0.17,0.35,0.74,0.12
401760357,2025,1,San Diego State,Stony Brook,0.23,0.15,0.27,-0.23,-0.45,-0.01
401760358,2025,1,San José State,Central Michigan,0.09,0.3,-0.06,0.13,0.5,0.03
401754521,2025,1,SMU,East Texas A&M,0.21,0.43,0.16,-0.17,-0.3,0.02
401761593,2025,1,South Alabama,Morgan State,0.35,0.76,0.18,0.16,0.21,0.13
401752680,2025,1,South Carolina,Virginia Tech,0.16,0.43,0.06,-0.01,-0.03,0.0
401752673,2025,1,Southern Miss,Mississippi State,0.05,0.14,-0.02,0.31,0.31,0.34
401762522,2025,1,South Florida,Boise State,0.32,0.28,0.36,-0.03,0.09,-0.19
401754516,2025,1,Stanford,Hawai'i,0.08,0.0,0.24,0.04,0.22,-0.31
401752676,2025,1,Syracuse,Tennessee,0.15,0.21,0.1,0.43,0.64,0.29
401754523,2025,1,TCU,North Carolina,0.39,0.48,0.3,-0.02,0.2,-0.21
401762456,2025,1,Temple,Massachusetts,0.47,0.99,0.06,-0.07,0.12,-0.2
401752676,2025,1,Tennessee,Syracuse,0.43,0.64,0.29,0.15,0.21,0.1
401752677,2025,1,Texas,Ohio State,-0.12,-0.25,0.1,0.04,0.32,-0.13
401752678,2025,1,Texas A&M,UTSA,0.35,0.52,0.07,0.23,0.17,0.3
401761594,2025,1,Texas State,Eastern Michigan,0.67,0.62,0.7,0.36,0.47,0.24
401756877,2025,1,Texas Tech,Arkansas-Pine Bluff,0.77,0.85,0.69,-0.1,0.03,-0.3
401752670,2025,1,Toledo,Kentucky,0.04,0.3,-0.33,0.1,-0.08,0.28
401761595,2025,1,Troy,Nicholls,0.34,0.38,0.31,0.05,0.08,0.02
401752803,2025,1,Tulane,Northwestern,0.16,0.03,0.26,-0.13,-0.13,0.05
401762457,2025,1,Tulsa,Abilene Christian,0.37,0.45,0.31,-0.12,-0.12,-0.12
401762430,2025,1,UAB,Alabama State,0.55,0.65,0.49,0.55,1.08,0.18
401756848,2025,1,UCF,Jacksonville State,0.22,0.47,-0.02,0.07,-0.12,0.23
401752800,2025,1,UCLA,Utah,0.07,-0.05,0.23,0.44,0.62,0.35
401757167,2025,1,UConn,Central Connecticut,0.61,0.55,0.69,-0.04,-0.04,-0.04
401761588,2025,1,UL Monroe,St. Francis (PA),0.31,0.02,0.51,-0.12,-0.23,0.01
401760371,2025,1,UNLV,Idaho State,0.28,0.35,0.23,0.16,0.3,0.24
401757224,2025,1,UNLV,Sam Houston,0.35,0.74,0.12,0.04,0.0,0.17
401752798,2025,1,USC,Missouri State,0.83,1.05,0.63,-0.05,-0.07,-0.03
401752800,2025,1,Utah,UCLA,0.44,0.62,0.35,0.07,-0.05,0.23
401757225,2025,1,Utah State,UTEP,0.1,0.1,0.09,0.05,0.12,0.04
401757225,2025,1,UTEP,Utah State,0.05,0.12,0.04,0.1,0.1,0.09
401752678,2025,1,UTSA,Texas A&M,0.23,0.17,0.3,0.35,0.52,0.07
401752679,2025,1,Vanderbilt,Charleston Southern,0.56,0.65,0.47,-0.11,0.25,-0.24
401754616,2025,1,Virginia,Coastal Carolina,0.37,0.41,0.33,-0.09,-0.03,-0.16
401752680,2025,1,Virginia Tech,South Carolina,-0.01,-0.03,0.0,0.16,0.43,0.06
401754374,2025,1,Wake Forest,Kennesaw State,0.05,0.14,-0.01,0.07,0.0,0.15
401752805,2025,1,Washington,Colorado State,0.31,0.4,0.26,0.18,0.31,0.07
401752947,2025,1,Washington State,Idaho,0.06,0.17,-0.12,0.02,0.02,0.02
401757226,2025,1,Western Kentucky,North Alabama,0.54,0.87,0.15,-0.11,-0.33,0.14
401757218,2025,1,Western Kentucky,Sam Houston,0.13,0.4,-0.29,0.04,0.12,-0.05
401752802,2025,1,Western Michigan,Michigan State,-0.2,-0.14,-0.19,0.01,0.21,-0.12
401756878,2025,1,West Virginia,Robert Morris,0.41,0.17,0.52,-0.3,-0.12,-0.43
401762791,2025,1,Wisconsin,Miami (OH),0.13,-0.06,0.4,-0.19,-0.02,-0.22
401762789,2025,1,Wyoming,Akron,0.08,0.24,-0.06,-0.23,-0.24,-0.04
401752810,2025,2,Akron,Nebraska,-0.19,-0.25,-0.09,0.58,0.78,0.34
401752681,2025,2,Alabama,UL Monroe,0.73,1.16,0.34,-0.06,0.33,-0.24
401761596,2025,2,App State,Lindenwood,0.17,0.3,0.03,-0.07,0.02,-0.22
401756879,2025,2,Arizona,Weber State,0.42,0.65,0.29,-0.14,-0.23,0.0
401752688,2025,2,Arizona State,Mississippi State,0.05,-0.05,0.1,0.15,0.38,-0.16
401752682,2025,2,Arkansas,Arkansas State,0.69,0.7,0.81,-0.1,-0.17,-0.02
401752682,2025,2,Arkansas State,Arkansas,-0.1,-0.17,-0.02,0.69,0.7,0.81
401756882,2025,2,Army,Kansas State,0.17,0.7,0.08,0.12,0.36,-0.2
401752683,2025,2,Auburn,Ball State,0.43,0.44,0.41,-0.21,0.0,-0.37
401752683,2025,2,Ball State,Auburn,-0.21,0.0,-0.37,0.43,0.44,0.41
401754525,2025,2,Baylor,SMU,0.26,0.5,-0.06,0.26,0.63,0.18
401760363,2025,2,Boise State,Eastern Washington,0.49,0.59,0.42,-0.02,-0.1,0.09
401752816,2025,2,Boston College,Michigan State,0.31,0.59,-0.17,0.13,0.3,0.01
401756880,2025,2,Bowling Green,Cincinnati,0.14,0.25,-0.03,0.41,1.01,-0.08
401762794,2025,2,Buffalo,St. Francis (PA),0.34,0.32,0.38,-0.02,0.12,-0.28
401754526,2025,2,BYU,Stanford,0.08,-0.11,0.22,-0.08,0.0,-0.21
401754530,2025,2,California,Texas Southern,0.19,0.13,0.28,-0.31,-0.41,-0.07
401754529,2025,2,Central Michigan,Pittsburgh,0.04,0.22,-0.11,0.47,0.65,0.21
401754527,2025,2,Charlotte,North Carolina,-0.08,0.05,-0.29,0.14,0.21,0.08
401756880,2025,2,Cincinnati,Bowling Green,0.41,1.01,-0.08,0.14,0.25,-0.03
401754637,2025,2,Clemson,Troy,0.08,0.27,-0.08,0.07,0.19,-0.06
401761597,2025,2,Coastal Carolina,Charleston Southern,0.11,0.46,0.13,-0.23,-0.33,0.03
401756881,2025,2,Colorado,Delaware,0.21,0.24,0.18,0.17,0.24,0.09
401760364,2025,2,Colorado State,Northern Colorado,0.14,0.22,0.15,-0.07,0.13,-0.24
401756881,2025,2,Delaware,Colorado,0.17,0.24,0.09,0.21,0.24,0.18
401752825,2025,2,Duke,Illinois,0.21,0.38,-0.05,0.3,0.64,-0.02
401762459,2025,2,East Carolina,Campbell,0.42,0.51,0.31,-0.18,-0.01,-0.42
401762795,2025,2,Eastern Michigan,Long Island University,0.17,0.26,0.06,0.34,0.58,0.11
401752684,2025,2,Florida,South Florida,0.11,0.32,0.03,0.16,0.2,0.09
401762460,2025,2,Florida Atlantic,Florida A&M,0.4,0.44,0.34,0.08,0.13,0.02
401752811,2025,2,Florida International,Penn State,-0.01,0.0,-0.01,0.22,0.15,0.31
401754621,2025,2,Florida State,East Texas A&M,0.81,1.53,0.55,-0.11,-0.3,-0.01
401752937,2025,2,Fresno State,Oregon State,0.2,0.5,0.01,0.32,0.44,0.09
401752685,2025,2,Georgia,Austin Peay,0.28,0.35,0.23,-0.18,-0.06,-0.22
401752814,2025,2,Georgia Southern,USC,0.07,-0.06,0.29,0.79,1.01,0.59
401761598,2025,2,Georgia State,Memphis,0.15,0.5,-0.34,0.3,0.43,0.4
401754622,2025,2,Georgia Tech,Gardner-Webb,0.42,0.84,0.08,0.03,-0.01,-0.2
401757230,2025,2,Hawai'i,Sam Houston,0.04,0.12,-0.07,0.05,0.09,-0.01
401756884,2025,2,Houston,Rice,0.16,0.4,0.0,-0.07,0.12,-0.11
401752825,2025,2,Illinois,Duke,0.3,0.64,-0.02,0.21,0.38,-0.05
401752812,2025,2,Indiana,Kennesaw State,0.59,0.72,0.51,0.03,0.3,-0.18
401752822,2025,2,Iowa,Iowa State,0.04,-0.01,0.09,0.12,0.22,0.03
401752822,2025,2,Iowa State,Iowa,0.12,0.22,0.03,0.04,-0.01,0.09
401757227,2025,2,Jacksonville State,Liberty,0.26,0.02,0.31,0.37,0.58,0.18
401754528,2025,2,James Madison,Louisville,-0.06,-0.23,0.1,0.06,0.05,0.07
401752689,2025,2,Kansas,Missouri,0.11,0.28,-0.06,0.31,0.56,0.06
401756882,2025,2,Kansas State,Army,0.12,0.36,-0.2,0.17,0.7,0.08
401752812,2025,2,Kennesaw State,Indiana,0.03,0.3,-0.18,0.59,0.72,0.51
401756885,2025,2,Kent State,Texas Tech,-0.18,-0.33,-0.05,0.34,0.6,0.11
401752686,2025,2,Kentucky,Ole Miss,0.1,-0.22,0.44,0.26,0.61,0.07
401757227,2025,2,Liberty,Jacksonville State,0.37,0.58,0.18,0.26,0.02,0.31
401761600,2025,2,Louisiana,McNeese,0.2,-0.08,0.37,-0.05,0.1,0.07
401752687,2025,2,Louisiana Tech,LSU,-0.07,-0.04,-0.11,0.12,0.21,0.06
401754528,2025,2,Louisville,James Madison,0.06,0.05,0.07,-0.06,-0.23,0.1
401752687,2025,2,LSU,Louisiana Tech,0.12,0.21,0.06,-0.07,-0.04,-0.11
401757228,2025,2,Marshall,Missouri State,0.12,0.19,0.03,0.28,0.64,-0.09
401752826,2025,2,Maryland,Northern Illinois,-0.04,0.18,-0.33,0.1,-0.01,0.17
401762816,2025,2,Massachusetts,Bryant,0.18,0.39,0.01,0.04,0.15,-0.06
401761598,2025,2,Memphis,Georgia State,0.3,0.43,0.4,0.15,0.5,-0.34
401754641,2025,2,Miami,Bethune-Cookman,0.48,0.44,0.53,-0.23,0.43,-0.42
401752818,2025,2,Miami (OH),Rutgers,0.32,0.37,0.27,0.27,0.53,0.01
401752690,2025,2,Michigan,Oklahoma,0.03,-0.05,0.1,0.21,0.31,0.12
401752816,2025,2,Michigan State,Boston College,0.13,0.3,0.01,0.31,0.59,-0.17
401752820,2025,2,Middle Tennessee,Wisconsin,0.05,0.2,-0.13,0.41,0.77,0.13
401752813,2025,2,Minnesota,Northwestern State,0.37,0.62,0.33,-0.49,-0.7,-0.32
401752688,2025,2,Mississippi State,Arizona State,0.15,0.38,-0.16,0.05,-0.05,0.1
401752689,2025,2,Missouri,Kansas,0.31,0.56,0.06,0.11,0.28,-0.06
401757228,2025,2,Missouri State,Marshall,0.28,0.64,-0.09,0.12,0.19,0.03
401762458,2025,2,Navy,UAB,0.57,1.19,0.47,0.35,0.71,0.1
401754524,2025,2,NC State,Virginia,0.45,0.5,0.41,0.32,0.33,0.46
401752810,2025,2,Nebraska,Akron,0.58,0.78,0.34,-0.19,-0.25,-0.09
401760365,2025,2,Nevada,Sacramento State,0.04,-0.3,0.26,0.11,0.02,0.16
401760366,2025,2,New Mexico,Idaho State,0.18,0.09,0.32,-0.02,0.29,-0.04
401757229,2025,2,New Mexico State,Tulsa,0.11,0.29,-0.29,0.02,0.26,-0.18
401754527,2025,2,North Carolina,Charlotte,0.14,0.21,0.08,-0.08,0.05,-0.29
401752826,2025,2,Northern Illinois,Maryland,0.1,-0.01,0.17,-0.04,0.18,-0.33
401762461,2025,2,North Texas,Western Michigan,0.31,0.16,0.61,-0.02,-0.38,0.07
401752817,2025,2,Northwestern,Western Illinois,0.3,0.56,0.2,0.04,-0.02,0.36
401756883,2025,2,Ohio,West Virginia,0.02,-0.02,0.09,-0.16,-0.12,-0.21
401752815,2025,2,Ohio State,Grambling,0.62,0.55,0.68,-0.27,-0.2,-0.33
401752690,2025,2,Oklahoma,Michigan,0.21,0.31,0.12,0.03,-0.05,0.1
401752824,2025,2,Oklahoma State,Oregon,-0.28,-0.81,0.0,0.71,0.84,0.63
401761599,2025,2,Old Dominion,North Carolina Central,0.5,0.63,0.37,-0.17,-0.01,-0.26
401752686,2025,2,Ole Miss,Kentucky,0.26,0.61,0.07,0.1,-0.22,0.44
401752824,2025,2,Oregon,Oklahoma State,0.71,0.84,0.63,-0.28,-0.81,0.0
401752937,2025,2,Oregon State,Fresno State,0.32,0.44,0.09,0.2,0.5,0.01
401752811,2025,2,Penn State,Florida International,0.22,0.15,0.31,-0.01,0.0,-0.01
401754529,2025,2,Pittsburgh,Central Michigan,0.47,0.65,0.21,0.04,0.22,-0.11
401752819,2025,2,Purdue,Southern Illinois,0.22,0.46,0.19,0.2,0.22,0.16
401756884,2025,2,Rice,Houston,-0.07,0.12,-0.11,0.16,0.4,0.0
401752818,2025,2,Rutgers,Miami (OH),0.27,0.53,0.01,0.32,0.37,0.27
401757230,2025,2,Sam Houston,Hawai'i,0.05,0.09,-0.01,0.04,0.12,-0.07
401752948,2025,2,San Diego State,Washington State,0.05,0.03,0.15,0.15,0.33,-0.05
401752693,2025,2,San José State,Texas,-0.16,-0.12,-0.21,0.19,0.3,0.08
401754525,2025,2,SMU,Baylor,0.26,0.63,0.18,0.26,0.5,-0.06
401761601,2025,2,South Alabama,Tulane,0.25,0.27,0.24,0.24,0.33,0.17
401752691,2025,2,South Carolina,South Carolina State,0.18,0.3,0.1,-0.13,0.3,-0.57
401761602,2025,2,Southern Miss,Jackson State,0.15,0.3,-0.01,0.04,-0.27,0.3
401752684,2025,2,South Florida,Florida,0.16,0.2,0.09,0.11,0.32,0.03
401754526,2025,2,Stanford,BYU,-0.08,0.0,-0.21,0.08,-0.11,0.22
401754618,2025,2,Syracuse,UConn,0.12,0.28,-0.21,0.18,0.27,0.07
401762462,2025,2,Temple,Howard,0.56,1.15,0.34,0.01,0.07,-0.05
401752692,2025,2,Tennessee,East Tennessee State,0.49,0.58,0.39,0.0,0.03,-0.03
401752693,2025,2,Texas,San José State,0.19,0.3,0.08,-0.16,-0.12,-0.21
401752694,2025,2,Texas A&M,Utah State,0.27,0.31,0.23,-0.02,0.03,-0.07
401761603,2025,2,Texas State,UTSA,0.26,0.5,0.15,0.27,0.15,0.43
401756885,2025,2,Texas Tech,Kent State,0.34,0.6,0.11,-0.18,-0.33,-0.05
401757232,2025,2,Toledo,Western Kentucky,0.46,0.88,0.31,-0.09,-0.18,0.05
401754637,2025,2,Troy,Clemson,0.07,0.19,-0.06,0.08,0.27,-0.08
401761601,2025,2,Tulane,South Alabama,0.24,0.33,0.17,0.25,0.27,0.24
401757229,2025,2,Tulsa,New Mexico State,0.02,0.26,-0.18,0.11,0.29,-0.29
401762458,2025,2,UAB,Navy,0.35,0.71,0.1,0.57,1.19,0.47
401756886,2025,2,UCF,North Carolina A&T,0.64,0.45,0.79,-0.05,0.08,-0.08
401752823,2025,2,UCLA,UNLV,0.26,0.33,0.31,0.34,0.63,0.12
401754618,2025,2,UConn,Syracuse,0.18,0.27,0.07,0.12,0.28,-0.21
401752681,2025,2,UL Monroe,Alabama,-0.06,0.33,-0.24,0.73,1.16,0.34
401752823,2025,2,UNLV,UCLA,0.34,0.63,0.12,0.26,0.33,0.31
401752814,2025,2,USC,Georgia Southern,0.79,1.01,0.59,0.07,-0.06,0.29
401756887,2025,2,Utah,Cal Poly,0.51,0.46,0.54,-0.25,-0.38,-0.07
401752694,2025,2,Utah State,Texas A&M,-0.02,0.03,-0.07,0.27,0.31,0.23
401757231,2025,2,UTEP,UT Martin,0.41,0.36,0.48,0.06,0.33,-0.24
401761603,2025,2,UTSA,Texas State,0.27,0.15,0.43,0.26,0.5,0.15
401752695,2025,2,Vanderbilt,Virginia Tech,0.7,1.59,0.41,0.12,0.14,0.09
401754524,2025,2,Virginia,NC State,0.32,0.33,0.46,0.45,0.5,0.41
401752695,2025,2,Virginia Tech,Vanderbilt,0.12,0.14,0.09,0.7,1.59,0.41
401754620,2025,2,Wake Forest,Western Carolina,0.26,0.57,0.13,-0.09,-0.07,-0.06
401752821,2025,2,Washington,UC Davis,0.65,0.48,0.77,0.05,0.12,0.03
401752948,2025,2,Washington State,San Diego State,0.15,0.33,-0.05,0.05,0.03,0.15
401757232,2025,2,Western Kentucky,Toledo,-0.09,-0.18,0.05,0.46,0.88,0.31
401762461,2025,2,Western Michigan,North Texas,-0.02,-0.38,0.07,0.31,0.16,0.61
401756883,2025,2,West Virginia,Ohio,-0.16,-0.12,-0.21,0.02,-0.02,0.09
401752820,2025,2,Wisconsin,Middle Tennessee,0.41,0.77,0.13,0.05,0.2,-0.13
401760367,2025,2,Wyoming,Northern Iowa,0.22,0.24,0.21,-0.16,0.05,-0.18
401760368,2025,3,Air Force,Utah State,0.25,0.09,0.32,0.58,0.64,0.53
401762463,2025,3,Akron,UAB,0.18,0.42,-0.07,0.19,0.31,0.0
401752696,2025,3,Alabama,Wisconsin,0.54,0.9,0.01,0.06,0.0,0.11
401761607,2025,3,App State,Southern Miss,-0.06,-0.21,0.19,0.42,0.55,0.24
401756888,2025,3,Arizona,Kansas State,0.06,-0.04,0.16,-0.02,-0.08,0.04
401756889,2025,3,Arizona State,Texas State,0.34,0.21,0.43,0.12,0.04,0.2
401752700,2025,3,Arkansas,Ole Miss,0.49,0.51,0.48,0.39,0.79,0.05
401756890,2025,3,Arkansas State,Iowa State,-0.01,-0.05,0.02,0.37,0.61,0.18
401752697,2025,3,Auburn,South Alabama,0.32,0.21,0.4,0.09,0.24,-0.01
401762818,2025,3,Ball State,New Hampshire,0.33,0.47,0.55,0.15,0.08,0.28
401756891,2025,3,Baylor,Samford,0.25,0.16,0.34,-0.07,-0.03,-0.09
401754533,2025,3,Boston College,Stanford,0.05,0.19,-0.27,0.2,0.4,0.09
401757256,2025,3,Bowling Green,Liberty,0.07,0.07,0.06,0.08,-0.04,0.17
401762817,2025,3,Buffalo,Kent State,0.23,0.37,0.03,0.27,0.39,0.19
401752840,2025,3,California,Minnesota,0.17,0.31,-0.14,0.09,0.19,-0.01
401752839,2025,3,Central Michigan,Michigan,-0.17,-0.06,-0.26,0.47,0.63,0.4
401762464,2025,3,Charlotte,Monmouth,0.36,0.81,0.04,0.32,0.37,0.17
401756892,2025,3,Cincinnati,Northwestern State,0.91,1.41,0.46,-0.23,-0.16,-0.26
401754623,2025,3,Clemson,Georgia Tech,0.25,0.15,0.32,0.15,0.31,0.04
401761604,2025,3,Coastal Carolina,East Carolina,-0.05,-0.07,0.0,0.18,0.52,-0.07
401756893,2025,3,Colorado,Houston,0.21,0.14,0.33,0.02,0.31,-0.11
401757168,2025,3,Delaware,UConn,0.41,0.24,0.58,0.46,0.68,0.19
401754534,2025,3,Duke,Tulane,0.19,0.33,-0.08,0.2,0.49,-0.01
