game_id,season,week,team,conference,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
401415209,2022,1,Air Force,Mountain West,Northern Iowa,0.64,1.17,0.59,0.04,0.57,-0.46
401416568,2022,1,Akron,Mid-American,St. Francis (PA),0.2,0.18,0.23,0.2,0.34,0.07
401403854,2022,1,Alabama,SEC,Utah State,0.46,0.55,0.35,-0.23,-0.28,-0.2
401411095,2022,1,App State,Sun Belt,North Carolina,0.39,0.35,0.41,0.54,0.7,0.36
401403967,2022,1,Arizona,Pac-12,San Diego State,0.21,0.63,-0.15,-0.13,-0.09,-0.07
401403965,2022,1,Arizona State,Pac-12,Northern Arizona,0.32,0.22,0.37,-0.26,-0.18,-0.26
401403855,2022,1,Arkansas,SEC,Cincinnati,0.22,0.43,0.09,0.24,0.3,0.16
401425418,2022,1,Arkansas State,Sun Belt,Grambling,0.33,0.76,0.13,-0.16,-0.35,0.02
401404134,2022,1,Army,FBS Independents,Coastal Carolina,0.45,1.12,0.31,0.38,0.94,0.2
401403856,2022,1,Auburn,SEC,Mercer,0.44,0.65,0.43,0.09,0.28,-0.13
401403864,2022,1,Ball State,Mid-American,Tennessee,0.07,0.22,-0.17,0.42,0.62,0.27
401424416,2022,1,Baylor,Big 12,UAlbany,0.63,0.71,0.57,-0.03,-0.01,-0.06
401403969,2022,1,Boise State,Mountain West,Oregon State,0.11,0.01,0.24,0.27,0.72,-0.03
401405069,2022,1,Boston College,ACC,Rutgers,0.12,0.44,-0.23,0.13,-0.01,0.23
401403971,2022,1,Bowling Green,Mid-American,UCLA,-0.16,-0.05,-0.34,0.23,0.29,0.41
401405066,2022,1,Buffalo,Mid-American,Maryland,-0.07,-0.25,0.13,0.29,0.52,0.03
401415612,2022,1,BYU,FBS Independents,South Florida,0.38,0.29,0.47,-0.02,-0.31,0.3
401403968,2022,1,California,Pac-12,UC Davis,0.34,0.57,0.12,0.04,-0.02,0.32
401416569,2022,1,Central Michigan,Mid-American,Oklahoma State,0.29,0.55,-0.01,0.31,0.51,0.06
401426530,2022,1,Charlotte,Conference USA,Florida Atlantic,-0.1,0.0,-0.26,0.38,0.83,0.13
401426535,2022,1,Charlotte,Conference USA,William & Mary,0.13,0.15,0.11,0.46,0.66,0.36
401403855,2022,1,Cincinnati,American Athletic,Arkansas,0.24,0.3,0.16,0.22,0.43,0.09
401411101,2022,1,Clemson,ACC,Georgia Tech,0.2,0.3,0.09,-0.04,0.0,-0.09
401404134,2022,1,Coastal Carolina,Sun Belt,Army,0.38,0.94,0.2,0.45,1.12,0.31
401403966,2022,1,Colorado,Pac-12,TCU,0.0,0.16,0.01,0.51,0.43,0.57
401405067,2022,1,Colorado State,Mountain West,Michigan,-0.13,0.0,-0.24,0.38,0.33,0.42
401411094,2022,1,Duke,ACC,Temple,0.37,0.61,0.15,-0.14,-0.01,-0.28
401411096,2022,1,East Carolina,American Athletic,NC State,0.19,0.27,0.06,0.12,0.3,-0.07
401416590,2022,1,Eastern Michigan,Mid-American,Eastern Kentucky,0.32,0.46,0.31,0.23,0.4,0.07
401403857,2022,1,Florida,SEC,Utah,0.41,0.48,0.37,0.22,0.19,0.25
401426536,2022,1,Florida Atlantic,Conference USA,Ohio,0.39,0.53,0.17,0.34,0.56,0.09
401426530,2022,1,Florida Atlantic,Conference USA,Charlotte,0.38,0.83,0.13,-0.1,0.0,-0.26
401426533,2022,1,Florida International,Conference USA,Bryant,0.29,0.48,-0.1,0.13,0.33,0.0
401411090,2022,1,Florida State,ACC,Duquesne,0.54,0.17,0.69,-0.07,0.17,-0.21
401403867,2022,1,Florida State,ACC,LSU,0.35,0.68,0.04,0.52,0.41,0.69
401413224,2022,1,Fresno State,Mountain West,Cal Poly,0.46,0.5,0.39,-0.06,0.03,-0.17
401403858,2022,1,Georgia,SEC,Oregon,0.77,0.85,0.62,0.01,-0.14,0.19
401420777,2022,1,Georgia Southern,Sun Belt,Morgan State,0.38,0.54,0.21,-0.09,-0.29,0.08
401403863,2022,1,Georgia State,Sun Belt,South Carolina,-0.24,-0.3,0.15,0.09,0.12,0.07
401411101,2022,1,Georgia Tech,ACC,Clemson,-0.04,0.0,-0.09,0.2,0.3,0.09
401403853,2022,1,Hawai'i,Mountain West,Vanderbilt,-0.2,-0.13,-0.36,0.4,0.05,0.62
401426543,2022,1,Hawai'i,Mountain West,Western Kentucky,0.02,0.04,0.08,0.47,0.7,0.35
401426542,2022,1,Houston,American Athletic,UTSA,0.21,0.38,0.06,0.24,0.28,0.27
401405058,2022,1,Illinois,Big Ten,Wyoming,0.26,0.21,0.31,-0.17,-0.44,0.11
401405061,2022,1,Illinois,Big Ten,Indiana,0.01,0.13,-0.08,0.05,0.2,-0.25
401405061,2022,1,Indiana,Big Ten,Illinois,0.05,0.2,-0.25,0.01,0.13,-0.08
401405062,2022,1,Iowa,Big Ten,South Dakota State,-0.3,-0.14,-0.41,-0.19,-0.08,-0.19
401404057,2022,1,Iowa State,Big 12,Southeast Missouri State,0.48,0.91,0.18,0.1,0.19,0.12
401426538,2022,1,James Madison,Sun Belt,Middle Tennessee,0.16,0.42,-0.03,-0.21,-0.05,-0.39
401404052,2022,1,Kansas,Big 12,Tennessee Tech,0.63,0.45,0.8,0.02,0.15,-0.09
401404056,2022,1,Kansas State,Big 12,South Dakota,0.29,-0.2,0.59,-0.3,0.02,-0.41
401403973,2022,1,Kent State,Mid-American,Washington,0.1,0.24,0.17,0.43,0.63,0.13
401403859,2022,1,Kentucky,SEC,Miami (OH),0.25,0.55,-0.03,0.05,0.07,0.02
401404157,2022,1,Liberty,FBS Independents,Southern Miss,0.05,-0.01,0.21,-0.16,0.08,-0.09
401421121,2022,1,Louisiana,Sun Belt,SE Louisiana,0.06,0.43,-0.26,0.01,-0.15,0.28
401426537,2022,1,Louisiana Tech,Conference USA,Missouri,0.0,0.1,-0.26,0.23,0.19,0.25
401411099,2022,1,Louisville,ACC,Syracuse,0.21,0.61,0.05,0.46,0.41,0.49
