game_id,season,week,season_type,start_date,neutral_site,conference_game,home_team,home_conference,home_points,away_team,away_conference,away_points,home_pregame_elo,away_pregame_elo,excitement_index,point_diff,total_points
401128622,2019,1,regular,2019-08-24T16:00:00.000Z,False,False,Colgate,Patriot,14,Villanova,CAA,34,,,,-20,48
401127303,2019,1,regular,2019-08-24T19:00:00.000Z,True,False,Samford,Southern,22,Youngstown State,MVFC,45,,,,-23,67
401110723,2019,1,regular,2019-08-24T23:00:00.000Z,True,False,Florida,SEC,24,Miami,ACC,20,1683.0,1611.0,8.7679102419,4,44
401114164,2019,1,regular,2019-08-25T02:30:00.000Z,False,False,Hawai'i,Mountain West,45,Arizona,Pac-12,38,1281.0,1467.0,7.84241686779999,7,83
401128597,2019,1,regular,2019-08-29T22:00:00.000Z,False,False,Morehead State,Pioneer,44,Union College,,7,,,,37,51
401127039,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Delaware,CAA,31,Delaware State,MEAC,13,,,,18,44
401128354,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Eastern Kentucky,OVC,53,Valparaiso,Pioneer,7,,,,46,60
401117854,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Cincinnati,American Athletic,24,UCLA,Pac-12,14,1625.0,1431.0,5.4986821262,10,38
401128370,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Murray State,OVC,59,Pikeville,,20,,,,39,79
401127043,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Stony Brook,CAA,35,Bryant,NEC,10,,,,25,45
401127042,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Richmond,CAA,38,Jacksonville,Pioneer,19,,,,19,57
401117855,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,UConn,American Athletic,24,Wagner,NEC,21,,,1.83435076049999,3,45
401119255,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Buffalo,Mid-American,38,Robert Morris,NEC,10,,,0.1185875019,28,48
401128490,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Chattanooga,Southern,24,Eastern Illinois,OVC,10,,,,14,34
401119254,2019,1,regular,2019-08-29T23:00:00.000Z,False,False,Bowling Green,Mid-American,46,Morgan State,MEAC,3,,,0.4729679719,43,49
401117853,2019,1,regular,2019-08-29T23:30:00.000Z,False,False,UCF,American Athletic,62,Florida A&M,MEAC,0,,,0.0275892598999993,62,62
401127297,2019,1,regular,2019-08-29T23:30:00.000Z,False,False,Southeast Missouri State,OVC,44,Southern Illinois,MVFC,26,,,,18,70
401128724,2019,1,regular,2019-08-29T23:30:00.000Z,False,False,UT Martin,OVC,42,Northwestern State,Southland,20,,,,22,62
401114246,2019,1,regular,2019-08-29T23:30:00.000Z,False,False,Western Kentucky,Conference USA,28,Central Arkansas,Southland,35,,,4.1608351506,-7,63
401135910,2019,1,regular,2019-08-29T23:30:00.000Z,False,False,Charlotte,Conference USA,49,Gardner-Webb,Big South,28,,,0.4428072342,21,77
401127240,2019,1,regular,2019-08-30T00:00:00.000Z,False,False,Austin Peay,OVC,41,North Carolina Central,MEAC,10,,,,31,51
