game_id,season,week,team,conference,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
400869175,2016,1,Air Force,Mountain West,Abilene Christian,0.31,1.03,0.19,0.21,0.53,-0.17
400869266,2016,1,Akron,Mid-American,VMI,0.4,0.65,0.11,0.12,0.33,-0.07
400868969,2016,1,Alabama,SEC,USC,0.35,0.42,0.35,-0.23,-0.43,-0.01
400868977,2016,1,App State,Sun Belt,Tennessee,0.03,-0.03,0.06,0.04,0.13,-0.01
400869095,2016,1,Arizona State,Pac-12,Northern Arizona,0.31,0.02,0.53,0.13,0.68,-0.38
400868970,2016,1,Arkansas,SEC,Louisiana Tech,0.11,0.19,0.03,0.17,0.19,0.17
400869265,2016,1,Arkansas State,Sun Belt,Toledo,-0.03,-0.41,0.3,0.27,0.79,-0.09
400868910,2016,1,Army,FBS Independents,Temple,0.21,-0.33,0.25,0.09,0.1,0.08
400868971,2016,1,Auburn,SEC,Clemson,-0.08,0.0,-0.18,0.06,0.29,-0.08
400869258,2016,1,Ball State,Mid-American,Georgia State,0.08,-0.28,0.29,-0.03,0.05,-0.16
400868876,2016,1,Baylor,Big 12,Northwestern State,0.38,0.7,0.22,-0.32,-0.28,-0.34
400869176,2016,1,Boise State,Mountain West,Louisiana,0.43,0.86,0.06,-0.05,0.01,-0.14
400869424,2016,1,Boston College,ACC,Georgia Tech,0.15,0.18,0.14,0.03,0.61,-0.18
400869260,2016,1,Bowling Green,Mid-American,Ohio State,-0.21,-0.26,-0.13,0.49,0.46,0.52
400869259,2016,1,Buffalo,Mid-American,UAlbany,0.02,0.08,-0.02,0.02,0.24,-0.14
400869090,2016,1,California,Pac-12,Hawai'i,0.27,0.45,0.07,0.31,0.25,0.35
400869257,2016,1,Central Michigan,Mid-American,Presbyterian,0.41,0.27,0.54,-0.44,-0.51,-0.4
400869341,2016,1,Charlotte,Conference USA,Louisville,-0.19,-0.07,-0.35,0.7,0.99,0.4
400869502,2016,1,Cincinnati,American Athletic,UT Martin,0.3,0.52,0.06,-0.12,-0.28,-0.02
400868971,2016,1,Clemson,ACC,Auburn,0.06,0.29,-0.08,-0.08,0.0,-0.18
400869093,2016,1,Colorado,Pac-12,Colorado State,0.25,0.53,0.14,-0.13,-0.36,0.09
400869093,2016,1,Colorado State,Mountain West,Colorado,-0.13,-0.36,0.09,0.25,0.53,0.14
400869425,2016,1,Duke,ACC,North Carolina Central,0.28,0.44,0.21,-0.3,-0.3,-0.34
400869505,2016,1,East Carolina,American Athletic,Western Carolina,0.67,1.08,0.34,0.04,0.0,0.08
400869263,2016,1,Eastern Michigan,Mid-American,Mississippi Valley State,0.44,0.66,0.34,-0.08,-0.04,-0.08
400868957,2016,1,Florida,SEC,Massachusetts,0.15,0.26,-0.13,-0.12,0.07,-0.24
400869343,2016,1,Florida Atlantic,Conference USA,Southern Illinois,0.22,0.61,-0.05,0.21,0.3,0.05
400869342,2016,1,Florida International,Conference USA,Indiana,-0.19,-0.22,-0.04,0.19,0.2,0.2
400868979,2016,1,Florida State,ACC,Ole Miss,0.31,0.49,0.16,0.28,0.25,0.37
400869179,2016,1,Fresno State,Mountain West,Nebraska,-0.05,0.1,-0.31,0.38,0.6,0.32
400868972,2016,1,Georgia,SEC,North Carolina,0.28,0.39,0.25,0.09,-0.05,0.56
400869808,2016,1,Georgia Southern,Sun Belt,Savannah St,0.45,0.8,0.37,-0.28,-0.22,-0.34
400869258,2016,1,Georgia State,Sun Belt,Ball State,-0.03,0.05,-0.16,0.08,-0.28,0.29
400869424,2016,1,Georgia Tech,ACC,Boston College,0.03,0.61,-0.18,0.15,0.18,0.14
400869180,2016,1,Hawai'i,Mountain West,Michigan,-0.21,-0.61,0.05,0.64,0.92,0.5
400869090,2016,1,Hawai'i,Mountain West,California,0.31,0.25,0.35,0.27,0.45,0.07
400869507,2016,1,Houston,American Athletic,Oklahoma,0.16,0.54,-0.21,0.21,0.37,0.01
400869725,2016,1,Idaho,Sun Belt,Montana State,-0.05,-0.3,0.09,0.04,0.16,-0.07
400869652,2016,1,Illinois,Big Ten,Murray State,0.45,0.57,0.38,-0.13,-0.07,-0.28
400869342,2016,1,Indiana,Big Ten,Florida International,0.19,0.2,0.2,-0.19,-0.22,-0.04
400869262,2016,1,Iowa,Big Ten,Miami (OH),0.52,0.26,0.79,0.34,0.47,0.24
400868887,2016,1,Iowa State,Big 12,Northern Iowa,0.13,0.43,-0.18,0.07,0.05,0.09
400869597,2016,1,Kansas,Big 12,Rhode Island,0.42,0.67,0.16,-0.08,-0.34,0.08
400869094,2016,1,Kansas State,Big 12,Stanford,0.06,0.08,0.16,0.05,0.65,-0.39
400869261,2016,1,Kent State,Mid-American,Penn State,-0.14,-0.45,0.17,0.11,0.29,-0.03
400868973,2016,1,Kentucky,SEC,Southern Miss,0.37,0.41,0.31,0.26,0.28,0.27
400869176,2016,1,Louisiana,Sun Belt,Boise State,-0.05,0.01,-0.14,0.43,0.86,0.06
400868970,2016,1,Louisiana Tech,Conference USA,Arkansas,0.17,0.19,0.17,0.11,0.19,0.03
400869341,2016,1,Louisville,ACC,Charlotte,0.7,0.99,0.4,-0.19,-0.07,-0.35
400868974,2016,1,LSU,SEC,Wisconsin,-0.09,-0.06,-0.11,-0.13,-0.13,-0.16
400869653,2016,1,Maryland,Big Ten,Howard,0.38,0.3,0.45,0.1,0.4,-0.19
400868957,2016,1,Massachusetts,FBS Independents,Florida,-0.12,0.07,-0.24,0.15,0.26,-0.13
400869508,2016,1,Memphis,American Athletic,Southeast Missouri State,0.14,0.35,-0.2,0.02,0.11,-0.08
400869718,2016,1,Miami,ACC,Florida A&M,0.55,0.52,0.57,-0.05,0.25,-0.29
400869262,2016,1,Miami (OH),Mid-American,Iowa,0.34,0.47,0.24,0.52,0.26,0.79
400869180,2016,1,Michigan,Big Ten,Hawai'i,0.64,0.92,0.5,-0.21,-0.61,0.05
400869651,2016,1,Michigan State,Big Ten,Furman,0.23,0.81,-0.07,-0.02,-0.06,0.08
400869344,2016,1,Middle Tennessee,Conference USA,Alabama A&M,0.37,0.47,0.24,-0.24,-0.38,-0.08
400869092,2016,1,Minnesota,Big Ten,Oregon State,0.07,-0.05,0.17,0.09,0.28,-0.18
400868975,2016,1,Mississippi State,SEC,South Alabama,0.12,-0.04,0.24,0.3,0.52,-0.01
400868976,2016,1,Missouri,SEC,West Virginia,-0.03,-0.04,0.0,0.12,0.12,0.18
400869509,2016,1,Navy,American Athletic,Fordham,0.57,0.8,0.57,0.12,0.19,0.08
400869422,2016,1,NC State,ACC,William & Mary,0.31,0.43,0.23,-0.13,0.1,-0.31
400869179,2016,1,Nebraska,Big Ten,Fresno State,0.38,0.6,0.32,-0.05,0.1,-0.31
400869181,2016,1,Nevada,Mountain West,Cal Poly,0.28,0.47,0.18,0.2,0.0,0.24
400869177,2016,1,New Mexico,Mountain West,South Dakota,0.45,0.56,0.46,0.17,0.34,0.07
400869348,2016,1,New Mexico State,Sun Belt,UTEP,0.09,-0.07,0.36,0.27,0.58,0.11
400868972,2016,1,North Carolina,ACC,Georgia,0.09,-0.05,0.56,0.28,0.39,0.25
400869178,2016,1,Northern Illinois,Mid-American,Wyoming,0.14,0.54,-0.3,0.25,0.53,0.11
400869345,2016,1,North Texas,Conference USA,SMU,0.15,0.21,0.03,0.29,0.51,0.19
400869267,2016,1,Northwestern,Big Ten,Western Michigan,0.18,0.31,0.06,0.2,0.13,0.28
400868946,2016,1,Notre Dame,FBS Independents,Texas,0.26,0.5,0.09,0.37,0.65,0.26
400869264,2016,1,Ohio,Mid-American,Texas State,0.22,0.51,-0.01,0.17,0.31,-0.01
400869260,2016,1,Ohio State,Big Ten,Bowling Green,0.49,0.46,0.52,-0.21,-0.26,-0.13
400869507,2016,1,Oklahoma,Big 12,Houston,0.21,0.37,0.01,0.16,0.54,-0.21
400869619,2016,1,Oklahoma State,Big 12,SE Louisiana,0.24,0.41,0.1,-0.34,-0.11,-0.43
400869346,2016,1,Old Dominion,Conference USA,Hampton,0.25,0.24,0.29,-0.02,0.08,-0.1
400868979,2016,1,Ole Miss,SEC,Florida State,0.28,0.25,0.37,0.31,0.49,0.16
400869096,2016,1,Oregon,Pac-12,UC Davis,0.41,0.45,0.4,0.15,0.17,0.13
400869092,2016,1,Oregon State,Pac-12,Minnesota,0.09,0.28,-0.18,0.07,-0.05,0.17
400869261,2016,1,Penn State,Big Ten,Kent State,0.11,0.29,-0.03,-0.14,-0.45,0.17
400869426,2016,1,Pittsburgh,ACC,Villanova,0.07,0.31,-0.17,-0.22,-0.34,-0.04
400869578,2016,1,Purdue,Big Ten,Eastern Kentucky,0.22,0.05,0.42,0.02,0.14,-0.06
400869347,2016,1,Rice,Conference USA,Western Kentucky,0.07,0.1,0.1,0.44,0.92,-0.03
400869097,2016,1,Rutgers,Big Ten,Washington,-0.12,-0.05,-0.02,0.2,0.44,-0.14
400869183,2016,1,San José State,Mountain West,Tulsa,-0.2,0.03,-0.45,0.29,0.25,0.33
400869345,2016,1,SMU,American Athletic,North Texas,0.29,0.51,0.19,0.15,0.21,0.03
400868975,2016,1,South Alabama,Sun Belt,Mississippi State,0.3,0.52,-0.01,0.12,-0.04,0.24
400868968,2016,1,South Carolina,SEC,Vanderbilt,0.12,0.25,-0.09,0.03,-0.09,0.09
400868973,2016,1,Southern Miss,Conference USA,Kentucky,0.26,0.28,0.27,0.37,0.41,0.31
400869506,2016,1,South Florida,American Athletic,Towson,0.44,0.55,0.37,0.03,-0.1,0.17
400869094,2016,1,Stanford,Pac-12,Kansas State,0.05,0.65,-0.39,0.06,0.08,0.16
