season,conference,team,offense,defense
2023,American Athletic,Charlotte,"{'overall': 0.04, 'passing': 0.02, 'rushing': 0.1, 'firstDown': -0.11, 'secondDown': 0.05, 'thirdDown': 0.22, 'cumulative': {'total': 28.1, 'passing': 7.81, 'rushing': 41.1}}","{'overall': 0.15, 'passing': 0.28, 'rushing': 0.1, 'firstDown': 0.06, 'secondDown': 0.05, 'thirdDown': 0.54, 'cumulative': {'total': 115.8, 'passing': 963, 'rushing': 42.1}}"
2023,Big 12,Cincinnati,"{'overall': 0.2, 'passing': 0.22, 'rushing': 0.23, 'firstDown': 0.04, 'secondDown': 0.25, 'thirdDown': 0.52, 'cumulative': {'total': 177, 'passing': 80.17, 'rushing': 109.8}}","{'overall': 0.29, 'passing': 0.38, 'rushing': 0.23, 'firstDown': 0.17, 'secondDown': 0.31, 'thirdDown': 0.4, 'cumulative': {'total': 207.9, 'passing': 1279.5, 'rushing': 87.3}}"
2023,ACC,Clemson,"{'overall': 0.13, 'passing': 0.16, 'rushing': 0.12, 'firstDown': 0.05, 'secondDown': 0.02, 'thirdDown': 0.43, 'cumulative': {'total': 126.2, 'passing': 79.67, 'rushing': 56.9}}","{'overall': 0.05, 'passing': 0.05, 'rushing': 0.07, 'firstDown': -0.15, 'secondDown': 0.02, 'thirdDown': 0.38, 'cumulative': {'total': 38.2, 'passing': 204.9, 'rushing': 26.4}}"
2023,Sun Belt,Coastal Carolina,"{'overall': 0.21, 'passing': 0.38, 'rushing': 0.08, 'firstDown': 0, 'secondDown': 0.27, 'thirdDown': 0.7, 'cumulative': {'total': 183.3, 'passing': 161.82, 'rushing': 34}}","{'overall': 0.15, 'passing': 0.16, 'rushing': 0.18, 'firstDown': -0.03, 'secondDown': 0.19, 'thirdDown': 0.49, 'cumulative': {'total': 131.1, 'passing': 646.9, 'rushing': 79}}"
2023,Pac-12,Colorado,"{'overall': 0.17, 'passing': 0.28, 'rushing': -0.03, 'firstDown': -0.09, 'secondDown': 0.19, 'thirdDown': 0.57, 'cumulative': {'total': 137.9, 'passing': 146.65, 'rushing': -8.5}}","{'overall': 0.25, 'passing': 0.37, 'rushing': 0.17, 'firstDown': 0.08, 'secondDown': 0.19, 'thirdDown': 0.72, 'cumulative': {'total': 217.1, 'passing': 1555, 'rushing': 71}}"
2023,Mountain West,Colorado State,"{'overall': 0.15, 'passing': 0.35, 'rushing': -0.08, 'firstDown': -0.01, 'secondDown': 0.07, 'thirdDown': 0.53, 'cumulative': {'total': 123.5, 'passing': 172.63, 'rushing': -25.3}}","{'overall': 0.18, 'passing': 0.31, 'rushing': 0.1, 'firstDown': 0.05, 'secondDown': 0.09, 'thirdDown': 0.66, 'cumulative': {'total': 152.9, 'passing': 1259.6, 'rushing': 43.5}}"
2023,ACC,Duke,"{'overall': 0.19, 'passing': 0.27, 'rushing': 0.11, 'firstDown': 0.02, 'secondDown': 0.21, 'thirdDown': 0.47, 'cumulative': {'total': 145.3, 'passing': 98.1, 'rushing': 48.1}}","{'overall': 0.12, 'passing': 0.2, 'rushing': 0.06, 'firstDown': 0.01, 'secondDown': 0.13, 'thirdDown': 0.35, 'cumulative': {'total': 108.2, 'passing': 879.8, 'rushing': 27.4}}"
2023,American Athletic,East Carolina,"{'overall': 0.02, 'passing': 0.06, 'rushing': 0.01, 'firstDown': -0.18, 'secondDown': 0.09, 'thirdDown': 0.29, 'cumulative': {'total': 11.9, 'passing': 22.37, 'rushing': 3.7}}","{'overall': 0.13, 'passing': 0.31, 'rushing': -0.02, 'firstDown': -0.07, 'secondDown': 0.07, 'thirdDown': 0.6, 'cumulative': {'total': 95.3, 'passing': 1112.7, 'rushing': -9.4}}"
2023,Mid-American,Eastern Michigan,"{'overall': 0.05, 'passing': 0.06, 'rushing': 0.08, 'firstDown': -0.11, 'secondDown': 0.06, 'thirdDown': 0.32, 'cumulative': {'total': 39, 'passing': 21.61, 'rushing': 30.8}}","{'overall': 0.17, 'passing': 0.24, 'rushing': 0.16, 'firstDown': 0.06, 'secondDown': 0.24, 'thirdDown': 0.52, 'cumulative': {'total': 149.3, 'passing': 923.8, 'rushing': 76.1}}"
2023,SEC,Florida,"{'overall': 0.27, 'passing': 0.39, 'rushing': 0.16, 'firstDown': 0.1, 'secondDown': 0.34, 'thirdDown': 0.58, 'cumulative': {'total': 216.8, 'passing': 159.3, 'rushing': 62.8}}","{'overall': 0.23, 'passing': 0.35, 'rushing': 0.14, 'firstDown': 0.06, 'secondDown': 0.35, 'thirdDown': 0.5, 'cumulative': {'total': 163.2, 'passing': 1188.4, 'rushing': 51.5}}"
2023,American Athletic,Florida Atlantic,"{'overall': 0.12, 'passing': 0.2, 'rushing': 0.11, 'firstDown': 0.09, 'secondDown': -0.04, 'thirdDown': 0.44, 'cumulative': {'total': 91, 'passing': 82.42, 'rushing': 36.3}}","{'overall': 0.17, 'passing': 0.33, 'rushing': 0.06, 'firstDown': 0.02, 'secondDown': 0.23, 'thirdDown': 0.44, 'cumulative': {'total': 149.7, 'passing': 1408.1, 'rushing': 27.7}}"
2023,Conference USA,Florida International,"{'overall': 0.06, 'passing': 0.15, 'rushing': 0, 'firstDown': -0.12, 'secondDown': 0.07, 'thirdDown': 0.35, 'cumulative': {'total': 41.9, 'passing': 58.39, 'rushing': 1.6}}","{'overall': 0.16, 'passing': 0.35, 'rushing': 0.04, 'firstDown': -0.02, 'secondDown': 0.18, 'thirdDown': 0.56, 'cumulative': {'total': 137.7, 'passing': 1331.1, 'rushing': 20.2}}"
2023,ACC,Florida State,"{'overall': 0.22, 'passing': 0.35, 'rushing': 0.09, 'firstDown': 0.13, 'secondDown': 0.18, 'thirdDown': 0.47, 'cumulative': {'total': 194.9, 'passing': 158.91, 'rushing': 37.8}}","{'overall': 0.07, 'passing': 0.05, 'rushing': 0.11, 'firstDown': 0.01, 'secondDown': 0.05, 'thirdDown': 0.32, 'cumulative': {'total': 66.6, 'passing': 247, 'rushing': 52.4}}"
2023,Mountain West,Fresno State,"{'overall': 0.2, 'passing': 0.28, 'rushing': 0.11, 'firstDown': -0.01, 'secondDown': 0.15, 'thirdDown': 0.68, 'cumulative': {'total': 172.9, 'passing': 146.97, 'rushing': 38.2}}","{'overall': 0.16, 'passing': 0.28, 'rushing': 0.11, 'firstDown': -0.01, 'secondDown': 0.13, 'thirdDown': 0.52, 'cumulative': {'total': 138.7, 'passing': 1143.1, 'rushing': 53.4}}"
2023,SEC,Georgia,"{'overall': 0.4, 'passing': 0.53, 'rushing': 0.29, 'firstDown': 0.27, 'secondDown': 0.35, 'thirdDown': 0.8, 'cumulative': {'total': 380.8, 'passing': 244.2, 'rushing': 143.7}}","{'overall': 0.07, 'passing': 0.04, 'rushing': 0.12, 'firstDown': -0.06, 'secondDown': 0.18, 'thirdDown': 0.18, 'cumulative': {'total': 61.4, 'passing': 187.7, 'rushing': 47}}"
2023,Sun Belt,Georgia Southern,"{'overall': 0.17, 'passing': 0.26, 'rushing': 0.13, 'firstDown': -0.04, 'secondDown': 0.16, 'thirdDown': 0.64, 'cumulative': {'total': 162.8, 'passing': 153.73, 'rushing': 46.3}}","{'overall': 0.23, 'passing': 0.29, 'rushing': 0.19, 'firstDown': 0.12, 'secondDown': 0.21, 'thirdDown': 0.53, 'cumulative': {'total': 190.1, 'passing': 1185.8, 'rushing': 82.7}}"
2023,Sun Belt,Georgia State,"{'overall': 0.17, 'passing': 0.28, 'rushing': 0.12, 'firstDown': 0.07, 'secondDown': 0, 'thirdDown': 0.72, 'cumulative': {'total': 146, 'passing': 106.81, 'rushing': 57.1}}","{'overall': 0.21, 'passing': 0.37, 'rushing': 0.11, 'firstDown': 0.06, 'secondDown': 0.14, 'thirdDown': 0.72, 'cumulative': {'total': 184.4, 'passing': 1666.4, 'rushing': 46.7}}"
2023,ACC,Georgia Tech,"{'overall': 0.25, 'passing': 0.35, 'rushing': 0.22, 'firstDown': 0.03, 'secondDown': 0.31, 'thirdDown': 0.65, 'cumulative': {'total': 211.5, 'passing': 133.05, 'rushing': 104}}","{'overall': 0.24, 'passing': 0.31, 'rushing': 0.25, 'firstDown': 0.13, 'secondDown': 0.21, 'thirdDown': 0.55, 'cumulative': {'total': 213.1, 'passing': 1146.5, 'rushing': 125}}"
2023,Mountain West,Hawai'i,"{'overall': 0.11, 'passing': 0.19, 'rushing': 0.07, 'firstDown': 0.04, 'secondDown': -0.02, 'thirdDown': 0.41, 'cumulative': {'total': 96.3, 'passing': 103.51, 'rushing': 18.4}}","{'overall': 0.22, 'passing': 0.39, 'rushing': 0.12, 'firstDown': 0.06, 'secondDown': 0.19, 'thirdDown': 0.65, 'cumulative': {'total': 173.8, 'passing': 1310.4, 'rushing': 54.6}}"
2023,Big 12,Houston,"{'overall': 0.12, 'passing': 0.24, 'rushing': 0.07, 'firstDown': 0.04, 'secondDown': 0.18, 'thirdDown': 0.43, 'cumulative': {'total': 92.6, 'passing': 101.18, 'rushing': 21.5}}","{'overall': 0.25, 'passing': 0.35, 'rushing': 0.2, 'firstDown': 0.06, 'secondDown': 0.21, 'thirdDown': 0.64, 'cumulative': {'total': 209, 'passing': 1404.1, 'rushing': 89.4}}"
2023,Big Ten,Illinois,"{'overall': 0.19, 'passing': 0.34, 'rushing': 0.07, 'firstDown': 0.05, 'secondDown': 0.19, 'thirdDown': 0.46, 'cumulative': {'total': 151.5, 'passing': 145.85, 'rushing': 26.4}}","{'overall': 0.17, 'passing': 0.28, 'rushing': 0.1, 'firstDown': 0.05, 'secondDown': 0.07, 'thirdDown': 0.54, 'cumulative': {'total': 143.7, 'passing': 1140.2, 'rushing': 43.3}}"
2023,Big Ten,Indiana,"{'overall': 0.12, 'passing': 0.23, 'rushing': 0.08, 'firstDown': 0.06, 'secondDown': 0.06, 'thirdDown': 0.46, 'cumulative': {'total': 92.2, 'passing': 88.05, 'rushing': 30.8}}","{'overall': 0.24, 'passing': 0.39, 'rushing': 0.14, 'firstDown': 0.09, 'secondDown': 0.31, 'thirdDown': 0.43, 'cumulative': {'total': 192.8, 'passing': 1449.7, 'rushing': 58.9}}"
2023,Big Ten,Iowa,"{'overall': -0.07, 'passing': -0.01, 'rushing': -0.07, 'firstDown': -0.2, 'secondDown': -0.11, 'thirdDown': 0.18, 'cumulative': {'total': -54.8, 'passing': -4.34, 'rushing': -30}}","{'overall': 0, 'passing': 0.08, 'rushing': -0.02, 'firstDown': -0.19, 'secondDown': 0.02, 'thirdDown': 0.28, 'cumulative': {'total': 3.3, 'passing': 398.4, 'rushing': -9.4}}"
2023,Big 12,Iowa State,"{'overall': 0.17, 'passing': 0.37, 'rushing': -0.02, 'firstDown': 0.01, 'secondDown': 0.04, 'thirdDown': 0.57, 'cumulative': {'total': 130.3, 'passing': 141.7, 'rushing': -6.8}}","{'overall': 0.12, 'passing': 0.23, 'rushing': 0.06, 'firstDown': -0.05, 'secondDown': 0.08, 'thirdDown': 0.45, 'cumulative': {'total': 108.3, 'passing': 1056.4, 'rushing': 27.2}}"
2023,Conference USA,Jacksonville State,"{'overall': 0.1, 'passing': 0.11, 'rushing': 0.13, 'firstDown': 0.04, 'secondDown': 0.15, 'thirdDown': 0.19, 'cumulative': {'total': 100.5, 'passing': 39.19, 'rushing': 84.1}}","{'overall': 0.05, 'passing': 0.25, 'rushing': -0.09, 'firstDown': -0.11, 'secondDown': 0.12, 'thirdDown': 0.26, 'cumulative': {'total': 43.5, 'passing': 1106.1, 'rushing': -44.4}}"
2023,Sun Belt,James Madison,"{'overall': 0.23, 'passing': 0.51, 'rushing': -0.01, 'firstDown': 0.16, 'secondDown': 0.19, 'thirdDown': 0.49, 'cumulative': {'total': 197.3, 'passing': 221.2, 'rushing': -5.8}}","{'overall': 0.06, 'passing': 0.2, 'rushing': -0.04, 'firstDown': -0.11, 'secondDown': 0, 'thirdDown': 0.39, 'cumulative': {'total': 51.8, 'passing': 972, 'rushing': -14.7}}"
2023,Big 12,Kansas,"{'overall': 0.38, 'passing': 0.65, 'rushing': 0.24, 'firstDown': 0.23, 'secondDown': 0.37, 'thirdDown': 0.82, 'cumulative': {'total': 310, 'passing': 206.84, 'rushing': 115.9}}","{'overall': 0.2, 'passing': 0.22, 'rushing': 0.2, 'firstDown': 0.01, 'secondDown': 0.23, 'thirdDown': 0.5, 'cumulative': {'total': 168.4, 'passing': 890, 'rushing': 90.6}}"
2023,Big 12,Kansas State,"{'overall': 0.26, 'passing': 0.31, 'rushing': 0.23, 'firstDown': 0.09, 'secondDown': 0.27, 'thirdDown': 0.62, 'cumulative': {'total': 245.5, 'passing': 134.71, 'rushing': 120.5}}","{'overall': 0.11, 'passing': 0.19, 'rushing': 0.09, 'firstDown': -0.02, 'secondDown': 0.06, 'thirdDown': 0.4, 'cumulative': {'total': 95.6, 'passing': 834.7, 'rushing': 35.6}}"
2023,Mid-American,Kent State,"{'overall': 0.03, 'passing': 0.1, 'rushing': -0.01, 'firstDown': -0.15, 'secondDown': 0.06, 'thirdDown': 0.27, 'cumulative': {'total': 22.3, 'passing': 33.25, 'rushing': -3.6}}","{'overall': 0.29, 'passing': 0.44, 'rushing': 0.2, 'firstDown': 0.11, 'secondDown': 0.23, 'thirdDown': 0.74, 'cumulative': {'total': 220.5, 'passing': 1413, 'rushing': 91.9}}"
2023,SEC,Kentucky,"{'overall': 0.21, 'passing': 0.3, 'rushing': 0.15, 'firstDown': 0.06, 'secondDown': 0.3, 'thirdDown': 0.52, 'cumulative': {'total': 147.3, 'passing': 114.08, 'rushing': 49.1}}","{'overall': 0.15, 'passing': 0.23, 'rushing': 0.07, 'firstDown': -0.03, 'secondDown': 0.06, 'thirdDown': 0.57, 'cumulative': {'total': 129.2, 'passing': 1048.6, 'rushing': 30.5}}"
2023,Conference USA,Liberty,"{'overall': 0.33, 'passing': 0.54, 'rushing': 0.26, 'firstDown': 0.19, 'secondDown': 0.38, 'thirdDown': 0.74, 'cumulative': {'total': 317, 'passing': 164.54, 'rushing': 171.9}}","{'overall': 0.16, 'passing': 0.24, 'rushing': 0.15, 'firstDown': 0.08, 'secondDown': 0.07, 'thirdDown': 0.44, 'cumulative': {'total': 146.4, 'passing': 1202.7, 'rushing': 56.6}}"
2023,Sun Belt,Louisiana,"{'overall': 0.21, 'passing': 0.34, 'rushing': 0.14, 'firstDown': 0.04, 'secondDown': 0.22, 'thirdDown': 0.55, 'cumulative': {'total': 170.3, 'passing': 125.36, 'rushing': 61.5}}","{'overall': 0.16, 'passing': 0.23, 'rushing': 0.16, 'firstDown': 0.04, 'secondDown': 0.1, 'thirdDown': 0.33, 'cumulative': {'total': 155.9, 'passing': 925.5, 'rushing': 84.4}}"
2023,Conference USA,Louisiana Tech,"{'overall': 0.11, 'passing': 0.2, 'rushing': 0.07, 'firstDown': 0.04, 'secondDown': 0.13, 'thirdDown': 0.27, 'cumulative': {'total': 89.8, 'passing': 83.51, 'rushing': 24.8}}","{'overall': 0.21, 'passing': 0.21, 'rushing': 0.24, 'firstDown': 0.05, 'secondDown': 0.19, 'thirdDown': 0.62, 'cumulative': {'total': 174.2, 'passing': 681.6, 'rushing': 115.9}}"
2023,ACC,Louisville,"{'overall': 0.23, 'passing': 0.32, 'rushing': 0.17, 'firstDown': 0.15, 'secondDown': 0.17, 'thirdDown': 0.48, 'cumulative': {'total': 210.7, 'passing': 136.21, 'rushing': 86.4}}","{'overall': 0.07, 'passing': 0.2, 'rushing': -0.03, 'firstDown': -0.04, 'secondDown': 0.08, 'thirdDown': 0.31, 'cumulative': {'total': 62, 'passing': 870.4, 'rushing': -12.2}}"
2023,SEC,LSU,"{'overall': 0.48, 'passing': 0.57, 'rushing': 0.4, 'firstDown': 0.38, 'secondDown': 0.54, 'thirdDown': 0.9, 'cumulative': {'total': 398, 'passing': 238.8, 'rushing': 159.7}}","{'overall': 0.27, 'passing': 0.36, 'rushing': 0.22, 'firstDown': 0.09, 'secondDown': 0.21, 'thirdDown': 0.84, 'cumulative': {'total': 241.7, 'passing': 1578.1, 'rushing': 95.3}}"
2023,Sun Belt,Marshall,"{'overall': 0.11, 'passing': 0.18, 'rushing': 0.11, 'firstDown': 0.01, 'secondDown': 0.18, 'thirdDown': 0.29, 'cumulative': {'total': 94.3, 'passing': 78.3, 'rushing': 45.9}}","{'overall': 0.13, 'passing': 0.2, 'rushing': 0.09, 'firstDown': 0.03, 'secondDown': 0.14, 'thirdDown': 0.32, 'cumulative': {'total': 111.2, 'passing': 890.2, 'rushing': 38.6}}"
2023,Big Ten,Maryland,"{'overall': 0.2, 'passing': 0.29, 'rushing': 0.11, 'firstDown': 0.04, 'secondDown': 0.23, 'thirdDown': 0.39, 'cumulative': {'total': 165.2, 'passing': 141.15, 'rushing': 39}}","{'overall': 0.1, 'passing': 0.17, 'rushing': 0.13, 'firstDown': -0.07, 'secondDown': 0.15, 'thirdDown': 0.31, 'cumulative': {'total': 92.4, 'passing': 729.1, 'rushing': 55.2}}"
2023,FBS Independents,Massachusetts,"{'overall': 0.15, 'passing': 0.18, 'rushing': 0.19, 'firstDown': -0.03, 'secondDown': 0.25, 'thirdDown': 0.52, 'cumulative': {'total': 107.9, 'passing': 64.11, 'rushing': 69.1}}","{'overall': 0.3, 'passing': 0.32, 'rushing': 0.31, 'firstDown': 0.17, 'secondDown': 0.33, 'thirdDown': 0.58, 'cumulative': {'total': 220, 'passing': 933, 'rushing': 136.7}}"
2023,American Athletic,Memphis,"{'overall': 0.27, 'passing': 0.42, 'rushing': 0.12, 'firstDown': 0.05, 'secondDown': 0.32, 'thirdDown': 0.66, 'cumulative': {'total': 241.8, 'passing': 206.15, 'rushing': 48.8}}","{'overall': 0.15, 'passing': 0.21, 'rushing': 0.14, 'firstDown': 0.12, 'secondDown': 0.21, 'thirdDown': 0.32, 'cumulative': {'total': 127.4, 'passing': 901.7, 'rushing': 59.1}}"
2023,ACC,Miami,"{'overall': 0.25, 'passing': 0.4, 'rushing': 0.14, 'firstDown': 0.1, 'secondDown': 0.29, 'thirdDown': 0.51, 'cumulative': {'total': 213.6, 'passing': 175.83, 'rushing': 58.6}}","{'overall': 0.12, 'passing': 0.22, 'rushing': 0.03, 'firstDown': -0.09, 'secondDown': 0.18, 'thirdDown': 0.44, 'cumulative': {'total': 96.4, 'passing': 909.2, 'rushing': 10.3}}"
2023,Mid-American,Miami (OH),"{'overall': 0.15, 'passing': 0.31, 'rushing': 0.06, 'firstDown': 0.02, 'secondDown': 0.16, 'thirdDown': 0.48, 'cumulative': {'total': 115.5, 'passing': 93.84, 'rushing': 30.4}}","{'overall': 0.1, 'passing': 0.19, 'rushing': 0.05, 'firstDown': -0.01, 'secondDown': 0.12, 'thirdDown': 0.26, 'cumulative': {'total': 87.7, 'passing': 840, 'rushing': 23.5}}"
2023,Big Ten,Michigan,"{'overall': 0.29, 'passing': 0.5, 'rushing': 0.18, 'firstDown': 0.15, 'secondDown': 0.24, 'thirdDown': 0.61, 'cumulative': {'total': 265.6, 'passing': 187.48, 'rushing': 94}}","{'overall': -0.01, 'passing': 0.06, 'rushing': -0.05, 'firstDown': -0.11, 'secondDown': 0.06, 'thirdDown': 0.2, 'cumulative': {'total': -7.6, 'passing': 239.9, 'rushing': -22.7}}"
