game_id,season,week,team,conference,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
400945246,2017,1,Air Force,Mountain West,VMI,0.6,0.8,0.55,-0.23,-0.34,-0.16
400935237,2017,1,Akron,Mid-American,Penn State,-0.14,-0.15,-0.14,0.45,0.55,0.35
400933827,2017,1,Alabama,SEC,Florida State,0.0,-0.01,0.04,-0.03,0.09,-0.21
400933831,2017,1,App State,Sun Belt,Georgia,-0.03,-0.11,0.05,0.27,0.36,0.25
400935251,2017,1,Arizona,Pac-12,Northern Arizona,0.65,0.1,0.82,0.17,0.11,0.26
400935247,2017,1,Arizona State,Pac-12,New Mexico State,0.14,0.44,-0.22,0.18,0.06,0.49
400933828,2017,1,Arkansas,SEC,Florida A&M,0.37,0.45,0.32,-0.14,0.0,-0.29
400935235,2017,1,Arkansas State,Sun Belt,Nebraska,0.18,0.23,0.18,0.15,0.36,0.23
400934570,2017,1,Army,FBS Independents,Fordham,0.69,-0.53,0.77,-0.05,0.29,-0.17
400933829,2017,1,Auburn,SEC,Georgia Southern,0.2,0.33,0.13,-0.36,-0.97,-0.16
400935232,2017,1,Ball State,Mid-American,Illinois,0.13,0.08,0.17,0.08,0.07,0.07
400934489,2017,1,Baylor,Big 12,Liberty,0.34,0.26,0.43,0.23,0.48,-0.08
400944830,2017,1,Boise State,Mountain West,Troy,-0.19,-0.13,-0.24,-0.12,-0.08,-0.23
400937446,2017,1,Boston College,ACC,Northern Illinois,-0.03,0.01,-0.05,-0.01,0.15,-0.14
400935234,2017,1,Bowling Green,Mid-American,Michigan State,-0.29,-0.34,-0.22,0.25,0.46,0.08
400935230,2017,1,Buffalo,Mid-American,Minnesota,0.03,0.16,-0.22,0.07,0.26,-0.04
400933833,2017,1,BYU,FBS Independents,LSU,-0.12,-0.06,-0.27,0.25,0.62,0.18
400945031,2017,1,BYU,FBS Independents,Portland State,0.08,0.37,-0.1,0.0,0.03,-0.04
400935256,2017,1,California,Pac-12,North Carolina,0.25,0.44,0.04,0.16,0.09,0.24
400944890,2017,1,Central Michigan,Mid-American,Rhode Island,-0.04,-0.06,0.03,-0.06,-0.03,-0.09
400944891,2017,1,Charlotte,Conference USA,Eastern Michigan,-0.21,-0.33,-0.11,0.07,0.33,-0.12
400941787,2017,1,Cincinnati,American Athletic,Austin Peay,0.13,0.36,-0.09,0.06,-0.15,0.13
400937447,2017,1,Clemson,ACC,Kent State,0.57,0.58,0.55,-0.12,-0.63,-0.05
400938888,2017,1,Coastal Carolina,Sun Belt,Massachusetts,0.24,-0.03,0.34,0.31,0.41,0.12
400935249,2017,1,Colorado,Pac-12,Colorado State,0.09,0.21,-0.01,-0.01,0.14,-0.21
400935249,2017,1,Colorado State,Mountain West,Colorado,-0.01,0.14,-0.21,0.09,0.21,-0.01
400935282,2017,1,Colorado State,Mountain West,Oregon State,0.38,0.68,0.18,0.06,0.18,-0.07
400937448,2017,1,Duke,ACC,North Carolina Central,0.36,0.44,0.32,-0.38,-0.31,-0.36
400941790,2017,1,East Carolina,American Athletic,James Madison,-0.07,0.01,-0.21,0.4,0.48,0.36
400944891,2017,1,Eastern Michigan,Mid-American,Charlotte,0.07,0.33,-0.12,-0.21,-0.33,-0.11
400933830,2017,1,Florida,SEC,Michigan,-0.19,0.03,-0.56,0.0,-0.42,0.25
400938592,2017,1,Florida Atlantic,Conference USA,Navy,0.13,0.25,-0.16,0.33,-0.02,0.38
400938591,2017,1,Florida International,Conference USA,UCF,-0.02,0.09,-0.07,0.36,1.04,-0.12
400933827,2017,1,Florida State,ACC,Alabama,-0.03,0.09,-0.21,0.0,-0.01,0.04
400945248,2017,1,Fresno State,Mountain West,Incarnate Word,0.47,0.88,0.11,-0.17,0.18,-0.58
400933831,2017,1,Georgia,SEC,App State,0.27,0.36,0.25,-0.03,-0.11,0.05
400933829,2017,1,Georgia Southern,Sun Belt,Auburn,-0.36,-0.97,-0.16,0.2,0.33,0.13
400944826,2017,1,Georgia State,Sun Belt,Tennessee State,-0.22,0.37,-0.79,0.16,0.18,0.18
400933840,2017,1,Georgia Tech,ACC,Tennessee,0.35,0.68,0.31,0.27,0.24,0.31
400938887,2017,1,Hawai'i,Mountain West,Massachusetts,0.27,0.45,0.07,0.29,0.47,0.11
400945249,2017,1,Hawai'i,Mountain West,Western Carolina,0.19,0.04,0.28,0.02,0.13,0.12
400944827,2017,1,Idaho,Sun Belt,Sacramento State,0.09,-0.01,0.14,-0.18,-0.2,-0.17
400935232,2017,1,Illinois,Big Ten,Ball State,0.08,0.07,0.07,0.13,0.08,0.17
400935229,2017,1,Indiana,Big Ten,Ohio State,0.09,0.22,-0.33,0.31,0.43,0.27
400935233,2017,1,Iowa,Big Ten,Wyoming,0.03,0.36,-0.12,-0.13,-0.18,-0.11
400934488,2017,1,Iowa State,Big 12,Northern Iowa,0.26,0.5,0.02,0.02,-0.27,0.53
400934490,2017,1,Kansas,Big 12,Southeast Missouri State,0.23,0.46,-0.09,-0.08,0.03,-0.22
400934491,2017,1,Kansas State,Big 12,Central Arkansas,0.64,1.63,0.11,0.25,0.48,0.07
400937447,2017,1,Kent State,Mid-American,Clemson,-0.12,-0.63,-0.05,0.57,0.58,0.55
400933832,2017,1,Kentucky,SEC,Southern Miss,-0.1,0.29,-0.36,0.09,0.38,-0.18
400938593,2017,1,Louisiana Tech,Conference USA,Northwestern State,0.32,0.39,0.29,0.09,0.09,0.11
400935238,2017,1,Louisville,ACC,Purdue,0.24,0.62,-0.22,0.03,0.0,0.13
400933833,2017,1,LSU,SEC,BYU,0.25,0.62,0.18,-0.12,-0.06,-0.27
400938594,2017,1,Marshall,Conference USA,Miami (OH),-0.02,0.08,-0.13,0.03,0.16,-0.09
400934495,2017,1,Maryland,Big Ten,Texas,0.01,0.49,0.29,0.13,0.24,0.2
400938888,2017,1,Massachusetts,FBS Independents,Coastal Carolina,0.31,0.41,0.12,0.24,-0.03,0.34
400938887,2017,1,Massachusetts,FBS Independents,Hawai'i,0.29,0.47,0.11,0.27,0.45,0.07
400941789,2017,1,Memphis,American Athletic,UL Monroe,0.09,-0.23,0.33,0.14,0.53,-0.16
400937449,2017,1,Miami,ACC,Bethune-Cookman,0.44,0.42,0.42,0.18,0.25,0.06
400938594,2017,1,Miami (OH),Mid-American,Marshall,0.03,0.16,-0.09,-0.02,0.08,-0.13
400933830,2017,1,Michigan,Big Ten,Florida,0.0,-0.42,0.25,-0.19,0.03,-0.56
400935234,2017,1,Michigan State,Big Ten,Bowling Green,0.25,0.46,0.08,-0.29,-0.34,-0.22
400933839,2017,1,Middle Tennessee,Conference USA,Vanderbilt,-0.14,-0.22,-0.03,0.2,0.74,-0.27
400935230,2017,1,Minnesota,Big Ten,Buffalo,0.07,0.26,-0.04,0.03,0.16,-0.22
400933835,2017,1,Mississippi State,SEC,Charleston Southern,0.33,0.49,0.21,-0.33,-0.13,-0.28
400933836,2017,1,Missouri,SEC,Missouri State,0.61,1.01,0.27,0.37,0.53,0.2
400938592,2017,1,Navy,American Athletic,Florida Atlantic,0.33,-0.02,0.38,0.13,0.25,-0.16
400933837,2017,1,NC State,ACC,South Carolina,0.19,0.28,-0.01,0.12,0.19,-0.01
400935235,2017,1,Nebraska,Big Ten,Arkansas State,0.15,0.36,0.23,0.18,0.23,0.18
400935236,2017,1,Nevada,Mountain West,Northwestern,0.06,-0.02,0.2,0.26,0.63,0.0
400945247,2017,1,New Mexico,Mountain West,Abilene Christian,0.33,0.43,0.31,-0.17,-0.14,-0.24
400935247,2017,1,New Mexico State,Sun Belt,Arizona State,0.18,0.06,0.49,0.14,0.44,-0.22
400935256,2017,1,North Carolina,ACC,California,0.16,0.09,0.24,0.25,0.44,0.04
400937446,2017,1,Northern Illinois,Mid-American,Boston College,-0.01,0.15,-0.14,-0.03,0.01,-0.05
400938595,2017,1,North Texas,Conference USA,Lamar,0.42,0.44,0.43,-0.1,-0.1,-0.11
400935236,2017,1,Northwestern,Big Ten,Nevada,0.26,0.63,0.0,0.06,-0.02,0.2
400934573,2017,1,Notre Dame,FBS Independents,Temple,0.5,0.14,0.77,0.03,0.16,-0.1
400944892,2017,1,Ohio,Mid-American,Hampton,0.37,0.26,0.41,-0.11,-0.15,-0.07
400935229,2017,1,Ohio State,Big Ten,Indiana,0.31,0.43,0.27,0.09,0.22,-0.33
400934492,2017,1,Oklahoma,Big 12,UTEP,0.59,0.97,0.2,-0.12,-0.09,-0.15
400934493,2017,1,Oklahoma State,Big 12,Tulsa,0.47,0.75,0.31,-0.04,0.06,-0.07
400938596,2017,1,Old Dominion,Conference USA,UAlbany,0.09,0.2,0.04,-0.07,-0.29,0.17
400933834,2017,1,Ole Miss,SEC,South Alabama,0.51,0.88,0.1,0.15,0.33,0.06
400935253,2017,1,Oregon,Pac-12,Southern Utah,0.5,0.73,0.37,-0.09,-0.21,0.11
400935282,2017,1,Oregon State,Pac-12,Colorado State,0.06,0.18,-0.07,0.38,0.68,0.18
400935254,2017,1,Oregon State,Pac-12,Portland State,0.32,0.48,0.2,0.14,0.05,0.18
400935237,2017,1,Penn State,Big Ten,Akron,0.45,0.55,0.35,-0.14,-0.15,-0.14
400937450,2017,1,Pittsburgh,ACC,Youngstown State,0.22,-0.05,0.37,0.22,0.23,0.2
400935238,2017,1,Purdue,Big Ten,Louisville,0.03,0.0,0.13,0.24,0.62,-0.22
400935257,2017,1,Rice,Conference USA,Stanford,-0.14,-0.31,-0.04,0.58,0.54,0.69
400935250,2017,1,Rutgers,Big Ten,Washington,0.18,0.58,-0.11,0.2,0.57,-0.19
400945250,2017,1,San Diego State,Mountain West,UC Davis,0.34,0.46,0.28,0.11,0.56,-0.29
400945251,2017,1,San José State,Mountain West,Cal Poly,0.23,0.49,0.09,-0.14,-0.2,-0.12
400941786,2017,1,San José State,Mountain West,South Florida,-0.02,0.18,-0.31,0.21,0.31,0.17
400941792,2017,1,SMU,American Athletic,Stephen F. Austin,0.38,0.58,0.29,-0.27,-0.36,-0.19
400933834,2017,1,South Alabama,Sun Belt,Ole Miss,0.15,0.33,0.06,0.51,0.88,0.1
400933837,2017,1,South Carolina,SEC,NC State,0.12,0.19,-0.01,0.19,0.28,-0.01
400933832,2017,1,Southern Miss,Conference USA,Kentucky,0.09,0.38,-0.18,-0.1,0.29,-0.36
400941791,2017,1,South Florida,American Athletic,Stony Brook,0.11,0.11,0.12,-0.03,0.06,-0.16
400941786,2017,1,South Florida,American Athletic,San José State,0.21,0.31,0.17,-0.02,0.18,-0.31
400935257,2017,1,Stanford,Pac-12,Rice,0.58,0.54,0.69,-0.14,-0.31,-0.04
400937451,2017,1,Syracuse,ACC,Central Connecticut,0.29,0.5,0.08,-0.13,-0.04,-0.22
400934494,2017,1,TCU,Big 12,Jackson State,0.41,0.66,0.2,-0.5,-0.74,-0.39
400934573,2017,1,Temple,American Athletic,Notre Dame,0.03,0.16,-0.1,0.5,0.14,0.77
400933840,2017,1,Tennessee,SEC,Georgia Tech,0.27,0.24,0.31,0.35,0.68,0.31
400934495,2017,1,Texas,Big 12,Maryland,0.13,0.24,0.2,0.01,0.49,0.29
400933838,2017,1,Texas A&M,SEC,UCLA,0.17,-0.32,0.51,0.35,0.48,0.01
400944829,2017,1,Texas State,Sun Belt,Houston Christian,-0.05,-0.04,0.03,-0.05,0.06,-0.18
400934496,2017,1,Texas Tech,Big 12,Eastern Washington,0.44,0.81,0.1,-0.18,0.14,-0.47
400944889,2017,1,Toledo,Mid-American,Elon,0.26,0.15,0.42,-0.07,-0.18,-0.02
400944830,2017,1,Troy,Sun Belt,Boise State,-0.12,-0.08,-0.23,-0.19,-0.13,-0.24
400941793,2017,1,Tulane,American Athletic,Grambling,0.38,0.96,0.22,0.09,0.0,0.24
