year,team,conference,fpi,resumeRanks,efficiencies
2017,New Mexico State,Sun Belt,-11.136,"{'strengthOfRecord': 93, 'fpi': 100, 'averageWinProbability': 87, 'strengthOfSchedule': 114, 'remainingStrengthOfSchedule': None, 'gameControl': 107}","{'overall': 34.977, 'offense': 36.671, 'defense': 40.778, 'specialTeams': 43.737}"
2017,Idaho,Sun Belt,-14.982,"{'strengthOfRecord': 118, 'fpi': 111, 'averageWinProbability': 91, 'strengthOfSchedule': 118, 'remainingStrengthOfSchedule': None, 'gameControl': 110}","{'overall': 28.33, 'offense': 20.749, 'defense': 45.868, 'specialTeams': 47.282}"
2017,Notre Dame,FBS Independents,18.9,"{'strengthOfRecord': 10, 'fpi': 50, 'averageWinProbability': 13, 'strengthOfSchedule': 2, 'remainingStrengthOfSchedule': None, 'gameControl': 8}","{'overall': 82.743, 'offense': 77.083, 'defense': 79.899, 'specialTeams': 45.53}"
2017,Georgia,SEC,25.072,"{'strengthOfRecord': 2, 'fpi': 3, 'averageWinProbability': 6, 'strengthOfSchedule': 4, 'remainingStrengthOfSchedule': None, 'gameControl': 3}","{'overall': 91.567, 'offense': 85.854, 'defense': 87.158, 'specialTeams': 55.805}"
2017,Florida,SEC,3.585,"{'strengthOfRecord': 65, 'fpi': 50, 'averageWinProbability': 102, 'strengthOfSchedule': 19, 'remainingStrengthOfSchedule': None, 'gameControl': 70}","{'overall': 44.473, 'offense': 33.128, 'defense': 59.132, 'specialTeams': 46.924}"
2017,Tennessee,SEC,-2.598,"{'strengthOfRecord': 82, 'fpi': 73, 'averageWinProbability': 95, 'strengthOfSchedule': 47, 'remainingStrengthOfSchedule': None, 'gameControl': 72}","{'overall': 38.939, 'offense': 34.786, 'defense': 47.074, 'specialTeams': 49.049}"
2017,South Carolina,SEC,7.426,"{'strengthOfRecord': 21, 'fpi': 34, 'averageWinProbability': 69, 'strengthOfSchedule': 42, 'remainingStrengthOfSchedule': None, 'gameControl': 48}","{'overall': 61.591, 'offense': 52.104, 'defense': 66.272, 'specialTeams': 47.322}"
2017,Kentucky,SEC,1.361,"{'strengthOfRecord': 51, 'fpi': 58, 'averageWinProbability': 67, 'strengthOfSchedule': 57, 'remainingStrengthOfSchedule': None, 'gameControl': 54}","{'overall': 52.026, 'offense': 54.962, 'defense': 43.468, 'specialTeams': 64.345}"
2017,Vanderbilt,SEC,-3.325,"{'strengthOfRecord': 67, 'fpi': 76, 'averageWinProbability': 99, 'strengthOfSchedule': 54, 'remainingStrengthOfSchedule': None, 'gameControl': 80}","{'overall': 40.912, 'offense': 54.292, 'defense': 36.995, 'specialTeams': 33.926}"
2017,Massachusetts,FBS Independents,-9.269,"{'strengthOfRecord': 111, 'fpi': 99, 'averageWinProbability': 88, 'strengthOfSchedule': 102, 'remainingStrengthOfSchedule': None, 'gameControl': 99}","{'overall': 34.257, 'offense': 37.154, 'defense': 44.089, 'specialTeams': 30.21}"
2017,Oklahoma State,Big 12,16.993,"{'strengthOfRecord': 15, 'fpi': 11, 'averageWinProbability': 16, 'strengthOfSchedule': 35, 'remainingStrengthOfSchedule': None, 'gameControl': 12}","{'overall': 80.184, 'offense': 89.176, 'defense': 61.723, 'specialTeams': 31.49}"
