season,conference,team,offense,defense
2026,Mid-American,Ball State,"{'overall': 0.04, 'passing': 0.02, 'rushing': 0.19, 'firstDown': -0.15, 'secondDown': 0.23, 'thirdDown': 0.07, 'cumulative': {'total': 8.4, 'passing': 1.5, 'rushing': 16.5}}","{'overall': 0.37, 'passing': 0.43, 'rushing': 0.37, 'firstDown': 0.31, 'secondDown': 0.24, 'thirdDown': 0.63, 'cumulative': {'total': 74.5, 'passing': 426.9, 'rushing': 36.1}}"
2026,Big 12,Baylor,"{'overall': 0.14, 'passing': 0.21, 'rushing': 0.1, 'firstDown': -0.08, 'secondDown': 0.17, 'thirdDown': 0.52, 'cumulative': {'total': 35.7, 'passing': 25.74, 'rushing': 12.1}}","{'overall': -0.1, 'passing': -0.04, 'rushing': -0.2, 'firstDown': -0.19, 'secondDown': -0.28, 'thirdDown': 0.53, 'cumulative': {'total': -20.9, 'passing': -42.2, 'rushing': -17.7}}"
2026,Pac-12,Boise State,"{'overall': 0.28, 'passing': 0.27, 'rushing': 0.27, 'firstDown': 0.34, 'secondDown': 0.21, 'thirdDown': 0.48, 'cumulative': {'total': 62, 'passing': 24.46, 'rushing': 34.1}}","{'overall': 0.08, 'passing': 0.28, 'rushing': -0.02, 'firstDown': 0.19, 'secondDown': 0.51, 'thirdDown': 0.02, 'cumulative': {'total': 12.8, 'passing': 269.7, 'rushing': -1.5}}"
2026,ACC,Boston College,"{'overall': -0.04, 'passing': 0.13, 'rushing': -0.04, 'firstDown': -0.09, 'secondDown': 0.2, 'thirdDown': 0.12, 'cumulative': {'total': -7.6, 'passing': 10.91, 'rushing': -4.4}}","{'overall': 0.03, 'passing': 0.29, 'rushing': 0.02, 'firstDown': -0.16, 'secondDown': 0.36, 'thirdDown': 0.11, 'cumulative': {'total': 6.6, 'passing': 227.4, 'rushing': 2.5}}"
2026,Mid-American,Bowling Green,"{'overall': -0.08, 'passing': 0.14, 'rushing': -0.24, 'firstDown': -0.27, 'secondDown': 0.01, 'thirdDown': 0.23, 'cumulative': {'total': -13.6, 'passing': 9.61, 'rushing': -23.2}}","{'overall': 0.32, 'passing': 0.45, 'rushing': 0.31, 'firstDown': 0.36, 'secondDown': 0.45, 'thirdDown': 0.28, 'cumulative': {'total': 61.4, 'passing': 335.1, 'rushing': 34}}"
2026,Mid-American,Buffalo,"{'overall': 0.02, 'passing': 0.07, 'rushing': -0.07, 'firstDown': -0.17, 'secondDown': -0.03, 'thirdDown': 0.31, 'cumulative': {'total': 3.3, 'passing': 8.38, 'rushing': -6.6}}","{'overall': 0.14, 'passing': 0.34, 'rushing': -0.01, 'firstDown': 0.04, 'secondDown': 0.31, 'thirdDown': 0.33, 'cumulative': {'total': 31.9, 'passing': 369, 'rushing': -1}}"
2026,Big 12,BYU,"{'overall': 0.45, 'passing': 0.38, 'rushing': 0.48, 'firstDown': 0.32, 'secondDown': 0.51, 'thirdDown': 0.71, 'cumulative': {'total': 83.8, 'passing': 25.44, 'rushing': 55}}","{'overall': -0.06, 'passing': 0.02, 'rushing': -0.07, 'firstDown': -0.33, 'secondDown': 0.04, 'thirdDown': 0.5, 'cumulative': {'total': -11.3, 'passing': 24.8, 'rushing': -5.2}}"
2026,ACC,California,"{'overall': 0.09, 'passing': 0.25, 'rushing': -0.08, 'firstDown': 0.06, 'secondDown': 0.09, 'thirdDown': 0.53, 'cumulative': {'total': 20.6, 'passing': 30.45, 'rushing': -7.1}}","{'overall': 0, 'passing': -0.09, 'rushing': 0.21, 'firstDown': -0.06, 'secondDown': -0.1, 'thirdDown': 0.12, 'cumulative': {'total': 0.1, 'passing': -100.6, 'rushing': 18.9}}"
2026,Mid-American,Central Michigan,"{'overall': 0.03, 'passing': -0.34, 'rushing': 0.2, 'firstDown': -0.22, 'secondDown': -0.08, 'thirdDown': 0.13, 'cumulative': {'total': 5, 'passing': -15.96, 'rushing': 25.8}}","{'overall': 0.08, 'passing': -0.04, 'rushing': 0.11, 'firstDown': -0.04, 'secondDown': 0.01, 'thirdDown': 0.38, 'cumulative': {'total': 16.3, 'passing': -36.3, 'rushing': 11.6}}"
2026,American Athletic,Charlotte,"{'overall': 0.02, 'passing': 0.06, 'rushing': 0.05, 'firstDown': 0.06, 'secondDown': -0.12, 'thirdDown': 0.34, 'cumulative': {'total': 4.8, 'passing': 5.9, 'rushing': 4.8}}","{'overall': 0.25, 'passing': 0.43, 'rushing': 0.19, 'firstDown': -0.1, 'secondDown': 0.61, 'thirdDown': 0.43, 'cumulative': {'total': 49.8, 'passing': 394.9, 'rushing': 19.4}}"
2026,Big 12,Cincinnati,"{'overall': 0.36, 'passing': 0.37, 'rushing': 0.36, 'firstDown': 0.21, 'secondDown': 0.41, 'thirdDown': 0.7, 'cumulative': {'total': 79, 'passing': 34.29, 'rushing': 44.8}}","{'overall': 0.05, 'passing': 0.23, 'rushing': 0.07, 'firstDown': 0.01, 'secondDown': 0.02, 'thirdDown': 0.54, 'cumulative': {'total': 10.4, 'passing': 229.9, 'rushing': 5.6}}"
2026,ACC,Clemson,"{'overall': -0.06, 'passing': 0.02, 'rushing': 0.03, 'firstDown': -0.03, 'secondDown': 0.03, 'thirdDown': -0.15, 'cumulative': {'total': -10.8, 'passing': 1.81, 'rushing': 2.9}}","{'overall': 0.1, 'passing': 0.02, 'rushing': 0.24, 'firstDown': -0.08, 'secondDown': 0.29, 'thirdDown': 0.52, 'cumulative': {'total': 23.7, 'passing': 19.7, 'rushing': 26.2}}"
2026,Sun Belt,Coastal Carolina,"{'overall': 0.23, 'passing': 0.3, 'rushing': 0.13, 'firstDown': 0.13, 'secondDown': 0.4, 'thirdDown': 0.4, 'cumulative': {'total': 45.8, 'passing': 29.43, 'rushing': 12.5}}","{'overall': 0.04, 'passing': 0.36, 'rushing': -0.02, 'firstDown': -0.02, 'secondDown': 0.13, 'thirdDown': 0.1, 'cumulative': {'total': 8.4, 'passing': 256.2, 'rushing': -2.7}}"
2026,Big 12,Colorado,"{'overall': 0.14, 'passing': 0.17, 'rushing': 0.1, 'firstDown': 0.02, 'secondDown': 0.15, 'thirdDown': 0.63, 'cumulative': {'total': 29.9, 'passing': 15.59, 'rushing': 11.6}}","{'overall': 0.04, 'passing': 0.28, 'rushing': -0.15, 'firstDown': -0.16, 'secondDown': 0.16, 'thirdDown': 0.45, 'cumulative': {'total': 7.5, 'passing': 282, 'rushing': -15.4}}"
2026,Pac-12,Colorado State,"{'overall': 0.26, 'passing': 0.28, 'rushing': 0.26, 'firstDown': -0.05, 'secondDown': 0.36, 'thirdDown': 0.82, 'cumulative': {'total': 52.9, 'passing': 31.66, 'rushing': 23.1}}","{'overall': 0.06, 'passing': 0.12, 'rushing': 0.19, 'firstDown': -0.01, 'secondDown': 0.41, 'thirdDown': -0.2, 'cumulative': {'total': 11.3, 'passing': 71, 'rushing': 21.7}}"
2026,Conference USA,Delaware,"{'overall': 0.11, 'passing': 0.27, 'rushing': 0.06, 'firstDown': 0.01, 'secondDown': 0.22, 'thirdDown': 0.28, 'cumulative': {'total': 21.9, 'passing': 30.26, 'rushing': 5.1}}","{'overall': -0.02, 'passing': 0.12, 'rushing': -0.04, 'firstDown': -0.24, 'secondDown': 0.31, 'thirdDown': 0.39, 'cumulative': {'total': -3.6, 'passing': 134.1, 'rushing': -3.8}}"
2026,ACC,Duke,"{'overall': 0.2, 'passing': 0.29, 'rushing': 0.18, 'firstDown': 0.05, 'secondDown': 0.37, 'thirdDown': 0.47, 'cumulative': {'total': 42, 'passing': 20.82, 'rushing': 23.4}}","{'overall': -0.06, 'passing': -0.03, 'rushing': -0.14, 'firstDown': 0.08, 'secondDown': 0, 'thirdDown': -0.01, 'cumulative': {'total': -11.1, 'passing': -28.6, 'rushing': -10.5}}"
2026,American Athletic,East Carolina,"{'overall': -0.03, 'passing': 0.01, 'rushing': -0.07, 'firstDown': -0.03, 'secondDown': 0.08, 'thirdDown': -0.06, 'cumulative': {'total': -5.9, 'passing': 0.8, 'rushing': -6.7}}","{'overall': 0.07, 'passing': 0.12, 'rushing': 0.06, 'firstDown': -0.2, 'secondDown': 0.14, 'thirdDown': 0.61, 'cumulative': {'total': 15.9, 'passing': 100.9, 'rushing': 7.8}}"
2026,Mid-American,Eastern Michigan,"{'overall': -0.1, 'passing': -0.03, 'rushing': -0.01, 'firstDown': -0.05, 'secondDown': -0.22, 'thirdDown': 0.13, 'cumulative': {'total': -25.3, 'passing': -3.57, 'rushing': -1}}","{'overall': 0.16, 'passing': 0.26, 'rushing': 0.12, 'firstDown': 0.07, 'secondDown': 0.02, 'thirdDown': 0.71, 'cumulative': {'total': 45.7, 'passing': 381.6, 'rushing': 15.3}}"
2026,SEC,Florida,"{'overall': 0.43, 'passing': 0.68, 'rushing': 0.32, 'firstDown': 0.15, 'secondDown': 0.52, 'thirdDown': 0.7, 'cumulative': {'total': 89.7, 'passing': 56.33, 'rushing': 38.9}}","{'overall': -0.08, 'passing': 0.02, 'rushing': -0.04, 'firstDown': -0.15, 'secondDown': -0.11, 'thirdDown': 0.32, 'cumulative': {'total': -18.4, 'passing': 33, 'rushing': -3.4}}"
2026,American Athletic,Florida Atlantic,"{'overall': 0.08, 'passing': 0.2, 'rushing': -0.05, 'firstDown': -0.1, 'secondDown': 0.19, 'thirdDown': 0.51, 'cumulative': {'total': 18.8, 'passing': 25.25, 'rushing': -5.4}}","{'overall': 0.22, 'passing': 0.24, 'rushing': 0.24, 'firstDown': 0.06, 'secondDown': 0.17, 'thirdDown': 0.62, 'cumulative': {'total': 44.5, 'passing': 225, 'rushing': 25.5}}"
2026,Conference USA,Florida International,"{'overall': -0.01, 'passing': 0.14, 'rushing': -0.17, 'firstDown': -0.1, 'secondDown': 0.03, 'thirdDown': 0.43, 'cumulative': {'total': -2.7, 'passing': 18.53, 'rushing': -16.6}}","{'overall': -0.01, 'passing': 0.1, 'rushing': -0.11, 'firstDown': -0.06, 'secondDown': -0.06, 'thirdDown': 0.28, 'cumulative': {'total': -1.7, 'passing': 105.6, 'rushing': -10.2}}"
2026,ACC,Florida State,"{'overall': 0.19, 'passing': 0.28, 'rushing': 0.19, 'firstDown': -0.05, 'secondDown': 0.08, 'thirdDown': 0.77, 'cumulative': {'total': 38.8, 'passing': 23.75, 'rushing': 20.6}}","{'overall': 0.31, 'passing': 0.47, 'rushing': 0.17, 'firstDown': 0.27, 'secondDown': -0.26, 'thirdDown': 1.24, 'cumulative': {'total': 62, 'passing': 521.3, 'rushing': 14.4}}"
2026,Pac-12,Fresno State,"{'overall': 0.07, 'passing': 0.41, 'rushing': -0.07, 'firstDown': -0.01, 'secondDown': 0.32, 'thirdDown': 0.05, 'cumulative': {'total': 11.9, 'passing': 30.98, 'rushing': -6.5}}","{'overall': -0.04, 'passing': 0.19, 'rushing': -0.21, 'firstDown': -0.16, 'secondDown': 0.19, 'thirdDown': 0.3, 'cumulative': {'total': -8.6, 'passing': 192.7, 'rushing': -20.6}}"
2026,SEC,Georgia,"{'overall': 0.55, 'passing': 0.69, 'rushing': 0.43, 'firstDown': 0.44, 'secondDown': 0.52, 'thirdDown': 1.07, 'cumulative': {'total': 104.1, 'passing': 56.52, 'rushing': 43.9}}","{'overall': -0.09, 'passing': 0, 'rushing': -0.22, 'firstDown': -0.08, 'secondDown': -0.47, 'thirdDown': 0.41, 'cumulative': {'total': -17.3, 'passing': -5.3, 'rushing': -17.7}}"
2026,Sun Belt,Georgia Southern,"{'overall': 0.05, 'passing': 0.09, 'rushing': 0.07, 'firstDown': -0.06, 'secondDown': 0.23, 'thirdDown': 0.38, 'cumulative': {'total': 11.3, 'passing': 11.87, 'rushing': 6.3}}","{'overall': -0.05, 'passing': 0.11, 'rushing': -0.09, 'firstDown': -0.11, 'secondDown': -0.18, 'thirdDown': 0.05, 'cumulative': {'total': -8.6, 'passing': 100, 'rushing': -8.2}}"
2026,Sun Belt,Georgia State,"{'overall': 0.26, 'passing': 0.35, 'rushing': 0.25, 'firstDown': 0.08, 'secondDown': 0.36, 'thirdDown': 0.52, 'cumulative': {'total': 58.3, 'passing': 36.45, 'rushing': 29.1}}","{'overall': 0.06, 'passing': -0.05, 'rushing': 0.24, 'firstDown': 0.07, 'secondDown': 0.03, 'thirdDown': 0.18, 'cumulative': {'total': 10.6, 'passing': -42.5, 'rushing': 20.3}}"
2026,ACC,Georgia Tech,"{'overall': 0.11, 'passing': 0.17, 'rushing': 0.06, 'firstDown': 0.12, 'secondDown': -0.05, 'thirdDown': 0.43, 'cumulative': {'total': 20.2, 'passing': 15.64, 'rushing': 5.4}}","{'overall': 0.11, 'passing': 0.11, 'rushing': 0.15, 'firstDown': 0.02, 'secondDown': -0.1, 'thirdDown': 0.72, 'cumulative': {'total': 23.2, 'passing': 73.5, 'rushing': 19.7}}"
2026,Mountain West,Hawai'i,"{'overall': 0.03, 'passing': 0.15, 'rushing': -0.06, 'firstDown': -0.15, 'secondDown': -0.01, 'thirdDown': 0.34, 'cumulative': {'total': 7.6, 'passing': 21.38, 'rushing': -4.3}}","{'overall': 0.13, 'passing': 0.02, 'rushing': 0.22, 'firstDown': 0.22, 'secondDown': -0.17, 'thirdDown': 0.76, 'cumulative': {'total': 26.6, 'passing': 21.5, 'rushing': 24.9}}"
2026,Big 12,Houston,"{'overall': 0.43, 'passing': 0.55, 'rushing': 0.34, 'firstDown': 0.3, 'secondDown': 0.34, 'thirdDown': 0.97, 'cumulative': {'total': 92.5, 'passing': 49.63, 'rushing': 41.3}}","{'overall': 0.04, 'passing': 0.2, 'rushing': -0.07, 'firstDown': 0.03, 'secondDown': 0.16, 'thirdDown': 0.29, 'cumulative': {'total': 6.5, 'passing': 201.5, 'rushing': -5.1}}"
2026,Big Ten,Illinois,"{'overall': 0.29, 'passing': 0.5, 'rushing': 0.15, 'firstDown': 0.22, 'secondDown': 0.46, 'thirdDown': 0.33, 'cumulative': {'total': 50.6, 'passing': 41.24, 'rushing': 12.8}}","{'overall': 0.08, 'passing': 0.09, 'rushing': 0.08, 'firstDown': -0.02, 'secondDown': 0.16, 'thirdDown': 0.51, 'cumulative': {'total': 17.2, 'passing': 86.4, 'rushing': 8.8}}"
2026,Big Ten,Indiana,"{'overall': 0.48, 'passing': 0.92, 'rushing': 0.25, 'firstDown': 0.45, 'secondDown': 0.31, 'thirdDown': 1, 'cumulative': {'total': 84.8, 'passing': 53.28, 'rushing': 28.7}}","{'overall': -0.22, 'passing': -0.23, 'rushing': -0.19, 'firstDown': -0.21, 'secondDown': 0.01, 'thirdDown': 0, 'cumulative': {'total': -40.1, 'passing': -190.4, 'rushing': -16.7}}"
2026,Big Ten,Iowa,"{'overall': 0.21, 'passing': 0.17, 'rushing': 0.34, 'firstDown': 0.31, 'secondDown': 0.22, 'thirdDown': 0.38, 'cumulative': {'total': 43.4, 'passing': 15.97, 'rushing': 36.3}}","{'overall': -0.25, 'passing': -0.14, 'rushing': -0.26, 'firstDown': -0.31, 'secondDown': -0.16, 'thirdDown': -0.05, 'cumulative': {'total': -43.2, 'passing': -121.1, 'rushing': -21}}"
2026,Big 12,Iowa State,"{'overall': 0.22, 'passing': 0.37, 'rushing': 0.19, 'firstDown': 0.07, 'secondDown': 0.34, 'thirdDown': 0.43, 'cumulative': {'total': 36.3, 'passing': 19.82, 'rushing': 21.1}}","{'overall': -0.16, 'passing': -0.04, 'rushing': -0.19, 'firstDown': -0.27, 'secondDown': -0.14, 'thirdDown': 0.12, 'cumulative': {'total': -28.3, 'passing': -30.7, 'rushing': -18.9}}"
2026,Conference USA,Jacksonville State,"{'overall': 0.21, 'passing': 0.49, 'rushing': 0.03, 'firstDown': 0.16, 'secondDown': -0.1, 'thirdDown': 0.63, 'cumulative': {'total': 50.4, 'passing': 51.81, 'rushing': 3.6}}","{'overall': 0.02, 'passing': 0, 'rushing': 0.1, 'firstDown': -0.11, 'secondDown': 0.08, 'thirdDown': 0.23, 'cumulative': {'total': 5.9, 'passing': -4.5, 'rushing': 17}}"
2026,Sun Belt,James Madison,"{'overall': 0.36, 'passing': 0.47, 'rushing': 0.29, 'firstDown': 0.13, 'secondDown': 0.64, 'thirdDown': 0.47, 'cumulative': {'total': 67.2, 'passing': 36.23, 'rushing': 31.4}}","{'overall': -0.21, 'passing': -0.1, 'rushing': -0.11, 'firstDown': -0.28, 'secondDown': -0.06, 'thirdDown': 0.51, 'cumulative': {'total': -44.8, 'passing': -93.2, 'rushing': -13.5}}"
2026,Big 12,Kansas,"{'overall': 0.2, 'passing': 0.28, 'rushing': 0.1, 'firstDown': 0.03, 'secondDown': 0.29, 'thirdDown': 0.83, 'cumulative': {'total': 44.4, 'passing': 26.17, 'rushing': 11.8}}","{'overall': -0.07, 'passing': 0.27, 'rushing': -0.16, 'firstDown': -0.04, 'secondDown': -0.06, 'thirdDown': 0.17, 'cumulative': {'total': -13.2, 'passing': 211.4, 'rushing': -17.6}}"
2026,Big 12,Kansas State,"{'overall': 0.34, 'passing': 0.37, 'rushing': 0.34, 'firstDown': 0.12, 'secondDown': 0.29, 'thirdDown': 1.02, 'cumulative': {'total': 73.6, 'passing': 32.54, 'rushing': 41}}","{'overall': -0.16, 'passing': -0.23, 'rushing': -0.04, 'firstDown': -0.3, 'secondDown': -0.15, 'thirdDown': 0.28, 'cumulative': {'total': -27.7, 'passing': -171.7, 'rushing': -3.5}}"
2026,Conference USA,Kennesaw State,"{'overall': 0.11, 'passing': 0.12, 'rushing': 0.17, 'firstDown': 0.21, 'secondDown': -0.03, 'thirdDown': 0.27, 'cumulative': {'total': 22.1, 'passing': 13.06, 'rushing': 16.4}}","{'overall': 0.12, 'passing': 0.2, 'rushing': 0.09, 'firstDown': 0.1, 'secondDown': 0.24, 'thirdDown': 0.16, 'cumulative': {'total': 23.2, 'passing': 146.4, 'rushing': 9.7}}"
2026,Mid-American,Kent State,"{'overall': -0.11, 'passing': -0.03, 'rushing': -0.1, 'firstDown': -0.19, 'secondDown': -0.25, 'thirdDown': 0.39, 'cumulative': {'total': -20.1, 'passing': -2.26, 'rushing': -10.2}}","{'overall': 0.24, 'passing': 0.33, 'rushing': 0.23, 'firstDown': 0.45, 'secondDown': 0.18, 'thirdDown': -0.14, 'cumulative': {'total': 46.7, 'passing': 300.7, 'rushing': 22.6}}"
2026,SEC,Kentucky,"{'overall': 0.2, 'passing': 0.42, 'rushing': 0.02, 'firstDown': 0.22, 'secondDown': 0.46, 'thirdDown': -0.09, 'cumulative': {'total': 36.2, 'passing': 33.83, 'rushing': 1.6}}","{'overall': 0.03, 'passing': -0.01, 'rushing': 0.16, 'firstDown': -0.08, 'secondDown': 0.13, 'thirdDown': 0.42, 'cumulative': {'total': 6, 'passing': -9.6, 'rushing': 15.1}}"
2026,Conference USA,Liberty,"{'overall': 0.08, 'passing': 0.29, 'rushing': -0.01, 'firstDown': -0.09, 'secondDown': 0.26, 'thirdDown': 0.6, 'cumulative': {'total': 16.4, 'passing': 22.86, 'rushing': -1.7}}","{'overall': 0.08, 'passing': 0.02, 'rushing': 0.19, 'firstDown': -0.27, 'secondDown': 0.35, 'thirdDown': 0.43, 'cumulative': {'total': 14.2, 'passing': 19.6, 'rushing': 17.9}}"
2026,Sun Belt,Louisiana,"{'overall': 0.2, 'passing': 0.33, 'rushing': 0.26, 'firstDown': 0.15, 'secondDown': 0.37, 'thirdDown': 0.35, 'cumulative': {'total': 38.8, 'passing': 23.41, 'rushing': 30.2}}","{'overall': -0.06, 'passing': 0.2, 'rushing': -0.13, 'firstDown': -0.26, 'secondDown': 0.15, 'thirdDown': 0.55, 'cumulative': {'total': -12.3, 'passing': 180.4, 'rushing': -12.7}}"
2026,Sun Belt,Louisiana Tech,"{'overall': 0.01, 'passing': 0.14, 'rushing': -0.08, 'firstDown': 0.07, 'secondDown': -0.12, 'thirdDown': 0.46, 'cumulative': {'total': 2.9, 'passing': 12.8, 'rushing': -7.4}}","{'overall': -0.01, 'passing': 0.12, 'rushing': -0.02, 'firstDown': -0.12, 'secondDown': 0.09, 'thirdDown': 0.2, 'cumulative': {'total': -2.6, 'passing': 102.6, 'rushing': -2.2}}"
2026,ACC,Louisville,"{'overall': 0.44, 'passing': 0.69, 'rushing': 0.27, 'firstDown': 0.36, 'secondDown': 0.54, 'thirdDown': 0.59, 'cumulative': {'total': 85.2, 'passing': 56.61, 'rushing': 29.3}}","{'overall': 0.08, 'passing': 0.34, 'rushing': -0.02, 'firstDown': -0.07, 'secondDown': 0.26, 'thirdDown': 0.09, 'cumulative': {'total': 17.4, 'passing': 354, 'rushing': -2.1}}"
2026,SEC,LSU,"{'overall': 0.21, 'passing': 0.26, 'rushing': 0.17, 'firstDown': 0.08, 'secondDown': 0.08, 'thirdDown': 0.58, 'cumulative': {'total': 53.7, 'passing': 27.94, 'rushing': 23.3}}","{'overall': -0.15, 'passing': -0.09, 'rushing': -0.21, 'firstDown': -0.16, 'secondDown': -0.16, 'thirdDown': 0.05, 'cumulative': {'total': -26.5, 'passing': -91.7, 'rushing': -15.3}}"
2026,Sun Belt,Marshall,"{'overall': 0.06, 'passing': 0.32, 'rushing': -0.1, 'firstDown': -0.15, 'secondDown': 0.12, 'thirdDown': 0.39, 'cumulative': {'total': 11.1, 'passing': 24.75, 'rushing': -10.4}}","{'overall': 0.33, 'passing': 0.52, 'rushing': 0.12, 'firstDown': 0.26, 'secondDown': 0.2, 'thirdDown': 0.7, 'cumulative': {'total': 67.8, 'passing': 544.1, 'rushing': 11.6}}"
2026,Big Ten,Maryland,"{'overall': 0.35, 'passing': 0.42, 'rushing': 0.25, 'firstDown': 0.4, 'secondDown': 0.12, 'thirdDown': 0.77, 'cumulative': {'total': 77.7, 'passing': 52.91, 'rushing': 24.1}}","{'overall': 0.01, 'passing': 0.19, 'rushing': -0.1, 'firstDown': -0.23, 'secondDown': 0.19, 'thirdDown': 0.26, 'cumulative': {'total': 2.5, 'passing': 161.7, 'rushing': -8.9}}"
2026,Mid-American,Massachusetts,"{'overall': 0.29, 'passing': 0.39, 'rushing': 0.27, 'firstDown': 0.11, 'secondDown': 0.35, 'thirdDown': 0.38, 'cumulative': {'total': 47.6, 'passing': 25.1, 'rushing': 26.4}}","{'overall': -0.15, 'passing': 0.14, 'rushing': -0.35, 'firstDown': -0.4, 'secondDown': 0.08, 'thirdDown': -0.02, 'cumulative': {'total': -28.5, 'passing': 131.4, 'rushing': -31.1}}"
2026,American Athletic,Memphis,"{'overall': 0.26, 'passing': 0.54, 'rushing': 0.18, 'firstDown': 0.25, 'secondDown': 0.39, 'thirdDown': 0.51, 'cumulative': {'total': 66.6, 'passing': 57.2, 'rushing': 25.8}}","{'overall': 0.18, 'passing': 0.11, 'rushing': 0.29, 'firstDown': 0.17, 'secondDown': 0.12, 'thirdDown': 0.5, 'cumulative': {'total': 49.4, 'passing': 153.8, 'rushing': 38.8}}"
2026,ACC,Miami,"{'overall': 0.45, 'passing': 0.91, 'rushing': 0.12, 'firstDown': 0.47, 'secondDown': 0.53, 'thirdDown': 0.5, 'cumulative': {'total': 96.1, 'passing': 86.82, 'rushing': 13.2}}","{'overall': -0.03, 'passing': 0.01, 'rushing': -0.11, 'firstDown': -0.01, 'secondDown': 0.02, 'thirdDown': 0.1, 'cumulative': {'total': -6.1, 'passing': 12.6, 'rushing': -5.7}}"
