year,team,conference,fpi,resumeRanks,efficiencies
2021,Notre Dame,FBS Independents,16.663,"{'strengthOfRecord': 10, 'fpi': 6, 'averageWinProbability': 11, 'strengthOfSchedule': 43, 'remainingStrengthOfSchedule': None, 'gameControl': 9}","{'overall': 75.258, 'offense': 65.49, 'defense': 76.81, 'specialTeams': 49.223}"
2021,Georgia,SEC,30.024,"{'strengthOfRecord': 1, 'fpi': 1, 'averageWinProbability': 1, 'strengthOfSchedule': 3, 'remainingStrengthOfSchedule': None, 'gameControl': 1}","{'overall': 95.683, 'offense': 88.364, 'defense': 93.674, 'specialTeams': 57.774}"
2021,Florida,SEC,7.616,"{'strengthOfRecord': 67, 'fpi': 34, 'averageWinProbability': 62, 'strengthOfSchedule': 17, 'remainingStrengthOfSchedule': None, 'gameControl': 45}","{'overall': 58.472, 'offense': 60.465, 'defense': 51.943, 'specialTeams': 53.518}"
2021,Tennessee,SEC,9.339,"{'strengthOfRecord': 46, 'fpi': 26, 'averageWinProbability': 27, 'strengthOfSchedule': 6, 'remainingStrengthOfSchedule': None, 'gameControl': 18}","{'overall': 69.543, 'offense': 70.974, 'defense': 58.543, 'specialTeams': 58.741}"
2021,South Carolina,SEC,0.271,"{'strengthOfRecord': 43, 'fpi': 69, 'averageWinProbability': 95, 'strengthOfSchedule': 9, 'remainingStrengthOfSchedule': None, 'gameControl': 75}","{'overall': 46.693, 'offense': 30.822, 'defense': 62.905, 'specialTeams': 54.947}"
2021,Kentucky,SEC,8.819,"{'strengthOfRecord': 19, 'fpi': 28, 'averageWinProbability': 15, 'strengthOfSchedule': 32, 'remainingStrengthOfSchedule': None, 'gameControl': 15}","{'overall': 67.703, 'offense': 69.065, 'defense': 60.122, 'specialTeams': 47.597}"
2021,Vanderbilt,SEC,-16.901,"{'strengthOfRecord': 113, 'fpi': 121, 'averageWinProbability': 129, 'strengthOfSchedule': 38, 'remainingStrengthOfSchedule': None, 'gameControl': 118}","{'overall': 14.872, 'offense': 18.358, 'defense': 27.469, 'specialTeams': 29.342}"
2021,Massachusetts,FBS Independents,-30.067,"{'strengthOfRecord': 129, 'fpi': 130, 'averageWinProbability': 130, 'strengthOfSchedule': 83, 'remainingStrengthOfSchedule': None, 'gameControl': 118}","{'overall': 5.355, 'offense': 12.807, 'defense': 7.722, 'specialTeams': 46.731}"
2021,Oklahoma State,Big 12,16.161,"{'strengthOfRecord': 4, 'fpi': 7, 'averageWinProbability': 23, 'strengthOfSchedule': 18, 'remainingStrengthOfSchedule': None, 'gameControl': 10}","{'overall': 79.45, 'offense': 57.594, 'defense': 88.077, 'specialTeams': 54.941}"
2021,Kansas State,Big 12,7.216,"{'strengthOfRecord': 31, 'fpi': 35, 'averageWinProbability': 48, 'strengthOfSchedule': 39, 'remainingStrengthOfSchedule': None, 'gameControl': 35}","{'overall': 65.346, 'offense': 60.552, 'defense': 65.138, 'specialTeams': 46.111}"
2021,Baylor,Big 12,12.371,"{'strengthOfRecord': 7, 'fpi': 15, 'averageWinProbability': 7, 'strengthOfSchedule': 25, 'remainingStrengthOfSchedule': None, 'gameControl': 6}","{'overall': 75.994, 'offense': 63.404, 'defense': 75.744, 'specialTeams': 60.75}"
2021,Iowa State,Big 12,15.289,"{'strengthOfRecord': 38, 'fpi': 9, 'averageWinProbability': 56, 'strengthOfSchedule': 24, 'remainingStrengthOfSchedule': None, 'gameControl': 32}","{'overall': 70.23, 'offense': 67.995, 'defense': 67.062, 'specialTeams': 45.304}"
2021,Texas Tech,Big 12,3.962,"{'strengthOfRecord': 40, 'fpi': 50, 'averageWinProbability': 72, 'strengthOfSchedule': 30, 'remainingStrengthOfSchedule': None, 'gameControl': 48}","{'overall': 53.95, 'offense': 60.474, 'defense': 44.852, 'specialTeams': 56.411}"
2021,Kansas,Big 12,-15.174,"{'strengthOfRecord': 104, 'fpi': 114, 'averageWinProbability': 123, 'strengthOfSchedule': 34, 'remainingStrengthOfSchedule': None, 'gameControl': 95}","{'overall': 24.634, 'offense': 37.333, 'defense': 23.149, 'specialTeams': 45.919}"
