game_id,season,week,season_type,start_date,neutral_site,conference_game,home_team,home_conference,home_points,away_team,away_conference,away_points,home_pregame_elo,away_pregame_elo,excitement_index,point_diff,total_points
401013357,2018,1,regular,2018-08-25T21:30:00.000Z,False,False,Massachusetts,FBS Independents,63,Duquesne,NEC,15,,,0.2139101303,48,78
401014972,2018,1,regular,2018-08-25T23:00:00.000Z,False,False,Rice,Conference USA,31,Prairie View A&M,SWAC,28,,,5.6012773743,3,59
401030241,2018,1,regular,2018-08-25T23:00:00.000Z,True,False,Jacksonville State,OVC,17,North Carolina A&T,MEAC,20,,,,-3,37
401022510,2018,1,regular,2018-08-25T23:30:00.000Z,False,True,Colorado State,Mountain West,34,Hawai'i,Mountain West,43,1529.0,1217.0,4.5649361931,-9,77
401013437,2018,1,regular,2018-08-26T02:00:00.000Z,False,False,New Mexico State,FBS Independents,7,Wyoming,Mountain West,29,1339.0,1537.0,2.7057118396,-22,36
401030567,2018,1,regular,2018-08-30T22:00:00.000Z,False,False,Wagner,NEC,40,Bowie State,CIAA,23,,,,17,63
401030248,2018,1,regular,2018-08-30T23:00:00.000Z,False,False,Chattanooga,Southern,34,Tennessee Tech,OVC,10,,,,24,44
401030159,2018,1,regular,2018-08-30T23:00:00.000Z,False,False,Murray State,OVC,10,Southern Illinois,MVFC,49,,,,-39,59
401030234,2018,1,regular,2018-08-30T23:00:00.000Z,False,False,Eastern Kentucky,OVC,49,Morehead State,Pioneer,23,,,,26,72
401029895,2018,1,regular,2018-08-30T23:00:00.000Z,False,True,Delaware,CAA,19,Rhode Island,CAA,21,,,,-2,40
401029921,2018,1,regular,2018-08-30T23:00:00.000Z,False,True,Maine,CAA,35,New Hampshire,CAA,7,,,,28,42
401029968,2018,1,regular,2018-08-30T23:00:00.000Z,False,False,Campbell,Big South,49,Chowan,CIAA,26,,,,23,75
401030097,2018,1,regular,2018-08-30T23:00:00.000Z,False,False,Indiana State,MVFC,49,Quincy,Great Lakes,0,,,,49,49
401021651,2018,1,regular,2018-08-30T23:00:00.000Z,False,False,Georgia State,Sun Belt,24,Kennesaw State,Big South,20,,,5.8512641491,4,44
401019470,2018,1,regular,2018-08-30T23:00:00.000Z,False,True,UConn,American Athletic,17,UCF,American Athletic,56,1241.0,1728.0,0.830061928399999,-39,73
401020671,2018,1,regular,2018-08-30T23:00:00.000Z,False,False,Ball State,Mid-American,42,Central Connecticut,NEC,6,,,0.760100617799999,36,48
401013328,2018,1,regular,2018-08-30T23:00:00.000Z,False,False,Minnesota,Big Ten,48,New Mexico State,FBS Independents,10,1499.0,1304.0,3.06144440259999,38,58
401030318,2018,1,regular,2018-08-30T23:30:00.000Z,False,False,Samford,Southern,66,Shorter,Gulf South,9,,,,57,75
401030402,2018,1,regular,2018-08-30T23:30:00.000Z,False,False,North Dakota,FCS Independents,35,Mississippi Valley State,SWAC,7,,,,28,42
401013086,2018,1,regular,2018-08-31T00:00:00.000Z,False,False,Tulane,American Athletic,17,Wake Forest,ACC,23,1390.0,1591.0,9.7884823983,-6,40
401014979,2018,1,regular,2018-08-31T00:00:00.000Z,True,False,UAB,Conference USA,52,Savannah St,MEAC,0,,,0.1406151783,52,52
401013342,2018,1,regular,2018-08-31T00:00:00.000Z,False,True,Purdue,Big Ten,27,Northwestern,Big Ten,31,1555.0,1691.0,6.6741715963,-4,58
401021655,2018,1,regular,2018-08-31T00:00:00.000Z,False,False,UL Monroe,Sun Belt,34,SE Louisiana,Southland,31,,,8.4160129207,3,65
401013489,2018,1,regular,2018-08-31T00:00:00.000Z,False,False,Oklahoma State,Big 12,58,Missouri State,MVFC,17,,,0.0663753880999998,41,75
401012675,2018,1,regular,2018-08-31T00:00:00.000Z,False,False,Utah,Pac-12,41,Weber State,Big Sky,10,,,0.922426719,31,51
401012258,2018,1,regular,2018-08-31T00:30:00.000Z,False,False,Texas A&M,SEC,59,Northwestern State,Southland,7,,,0.0327134787999997,52,66
401030172,2018,1,regular,2018-08-31T01:00:00.000Z,False,False,Montana State,Big Sky,26,Western Illinois,MVFC,23,,,,3,49
401022511,2018,1,regular,2018-08-31T02:00:00.000Z,False,False,San José State,Mountain West,38,UC Davis,Big Sky,44,,,5.5811874724,-6,82
401020673,2018,1,regular,2018-08-31T22:00:00.000Z,False,False,Western Michigan,Mid-American,42,Syracuse,ACC,55,1553.0,1341.0,2.7679697627,-13,97
401020672,2018,1,regular,2018-08-31T22:30:00.000Z,False,False,Eastern Michigan,Mid-American,51,Monmouth,Big South,17,,,0.565053273800001,34,68
401013089,2018,1,regular,2018-08-31T23:00:00.000Z,False,False,Duke,ACC,34,Army,FBS Independents,14,1594.0,1522.0,1.69744162409999,20,48
401012880,2018,1,regular,2018-08-31T23:00:00.000Z,False,False,Michigan State,Big Ten,38,Utah State,Mountain West,31,1623.0,1475.0,4.1366972475,7,69
401030323,2018,1,regular,2018-09-01T00:35:00.000Z,False,False,Idaho State,Big Sky,45,Western Colorado,Rocky Mountain,10,,,,35,55
401013354,2018,1,regular,2018-09-01T01:00:00.000Z,False,False,Wisconsin,Big Ten,34,Western Kentucky,Conference USA,3,1852.0,1436.0,0.2437023338,31,37
401022512,2018,1,regular,2018-09-01T01:00:00.000Z,False,False,Stanford,Pac-12,31,San Diego State,Mountain West,10,1757.0,1584.0,2.8895508744,21,41
401022517,2018,1,regular,2018-09-01T01:00:00.000Z,False,False,Nevada,Mountain West,72,Portland State,Big Sky,19,,,1.08662059399999,53,91
401012680,2018,1,regular,2018-09-01T01:30:00.000Z,True,False,Colorado State,Mountain West,13,Colorado,Pac-12,45,1482.0,1495.0,3.41109204,-32,58
401019473,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,Temple,American Athletic,17,Villanova,CAA,19,,,6.43306846939999,-2,36
401012256,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,South Carolina,SEC,49,Coastal Carolina,Sun Belt,15,1572.0,1315.0,0.182912192500001,34,64
401012820,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,Rutgers,Big Ten,35,Texas State,Sun Belt,7,1231.0,1131.0,1.11697903199999,28,42
401012804,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,Illinois,Big Ten,31,Kent State,Mid-American,24,1305.0,1129.0,6.71988011069999,7,55
401014977,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,Rice,Conference USA,27,Houston,American Athletic,45,1164.0,1573.0,3.9567502631,-18,72
401012253,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,Texas Tech,Big 12,27,Ole Miss,SEC,47,1518.0,1533.0,3.6518173425,-20,74
401012682,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,Ohio State,Big Ten,77,Oregon State,Pac-12,31,1915.0,1229.0,0.1409114981,46,108
401013072,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,TCU,Big 12,55,Southern,SWAC,7,,,0.0225499731999999,48,62
401013091,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,NC State,ACC,24,James Madison,CAA,13,1632.0,1474.0,3.8739046233,11,37
401012872,2018,1,regular,2018-09-01T16:00:00.000Z,True,False,Maryland,Big Ten,34,Texas,Big 12,29,1302.0,1657.0,9.13837292739999,5,63
401013065,2018,1,regular,2018-09-01T16:00:00.000Z,False,False,Oklahoma,Big 12,63,Florida Atlantic,Conference USA,14,1875.0,1642.0,0.451379604799999,49,77
401013088,2018,1,regular,2018-09-01T16:20:00.000Z,False,False,Clemson,ACC,48,Furman,Southern,7,,,0.0250883832000001,41,55
401030355,2018,1,regular,2018-09-01T16:30:00.000Z,False,False,Lehigh,Patriot,21,St. Francis (PA),NEC,19,,,,2,40
401013090,2018,1,regular,2018-09-01T16:30:00.000Z,False,False,Georgia Tech,ACC,41,Alcorn State,SWAC,0,,,0.0701338293999992,41,41
401030574,2018,1,regular,2018-09-01T17:00:00.000Z,False,False,Dayton,Pioneer,49,Robert Morris,NEC,28,,,,21,77
401029889,2018,1,regular,2018-09-01T17:00:00.000Z,False,True,Colgate,Patriot,24,Holy Cross,Patriot,17,,,,7,41
401030595,2018,1,regular,2018-09-01T17:00:00.000Z,False,False,Marist,Pioneer,14,Georgetown,Patriot,39,,,,-25,53
401030589,2018,1,regular,2018-09-01T17:00:00.000Z,True,False,Jacksonville,Pioneer,63,St. Augustine's,CIAA,14,,,,49,77
401013087,2018,1,regular,2018-09-01T17:00:00.000Z,False,False,Boston College,ACC,55,Massachusetts,FBS Independents,21,1610.0,1378.0,0.6622090949,34,76
401030551,2018,1,regular,2018-09-01T18:00:00.000Z,False,False,Duquesne,NEC,45,Lock Haven University,Pennsylvania State Athletic,0,,,,45,45
401022514,2018,1,regular,2018-09-01T18:00:00.000Z,False,False,Air Force,Mountain West,38,Stony Brook,CAA,0,,,0.8860730608,38,38
401030183,2018,1,regular,2018-09-01T18:00:00.000Z,False,False,Youngstown State,MVFC,21,Butler,Pioneer,23,,,,-2,44
