game_id,season,week,team,conference,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
401022514,2018,1,Air Force,Mountain West,Stony Brook,0.15,-0.2,0.16,-0.49,-0.67,-0.35
401012246,2018,1,Alabama,SEC,Louisville,0.39,0.69,0.23,-0.03,-0.02,-0.31
401013349,2018,1,App State,Sun Belt,Penn State,0.23,0.37,0.09,0.21,0.09,0.35
401012676,2018,1,Arizona,Pac-12,BYU,0.14,0.2,0.1,0.28,0.33,0.26
401012677,2018,1,Arizona State,Pac-12,UTSA,0.45,0.72,0.27,-0.08,-0.12,0.0
401012247,2018,1,Arkansas,SEC,Eastern Illinois,0.32,0.91,-0.11,0.12,0.22,0.01
401021652,2018,1,Arkansas State,Sun Belt,Southeast Missouri State,0.44,0.95,-0.08,0.09,0.05,0.14
401013089,2018,1,Army,FBS Independents,Duke,0.2,0.47,0.07,0.32,0.3,0.4
401012248,2018,1,Auburn,SEC,Washington,0.22,0.58,-0.08,0.08,0.28,-0.13
401020671,2018,1,Ball State,Mid-American,Central Connecticut,0.43,0.37,0.49,0.04,-0.1,0.15
401013026,2018,1,Baylor,Big 12,Abilene Christian,0.55,0.52,0.55,0.27,0.23,0.4
401021656,2018,1,Boise State,Mountain West,Troy,0.46,0.89,0.02,0.09,0.24,-0.07
401013087,2018,1,Boston College,ACC,Massachusetts,0.37,0.83,0.17,-0.13,-0.14,-0.1
401012681,2018,1,Bowling Green,Mid-American,Oregon,-0.06,0.05,-0.11,0.39,0.58,0.26
401020674,2018,1,Buffalo,Mid-American,Delaware State,0.31,0.65,0.03,-0.08,-0.2,-0.02
401012676,2018,1,BYU,FBS Independents,Arizona,0.28,0.33,0.26,0.14,0.2,0.1
401012684,2018,1,California,Pac-12,North Carolina,-0.08,-0.2,0.01,-0.05,-0.35,0.21
401012251,2018,1,Central Michigan,Mid-American,Kentucky,-0.02,-0.14,0.13,0.21,-0.12,0.42
401014973,2018,1,Charlotte,Conference USA,Fordham,0.28,0.62,0.12,-0.26,-0.19,-0.51
401012679,2018,1,Cincinnati,American Athletic,UCLA,0.01,-0.21,0.17,0.1,0.0,0.31
401013088,2018,1,Clemson,ACC,Furman,0.39,0.29,0.49,-0.17,-0.07,-0.2
401012256,2018,1,Coastal Carolina,Sun Belt,South Carolina,0.05,0.11,-0.01,0.54,0.57,0.51
