year,team,conference,division,ranking,rating
2021,Georgia,SEC,East,1,27.871146476697078
2021,Ohio State,Big Ten,East,2,20.994612940279083
2021,Alabama,SEC,West,3,19.5094111580896
2021,Michigan,Big Ten,East,4,18.290987931159698
2021,Cincinnati,American Athletic,East,5,16.903765098863282
2021,Oklahoma State,Big 12,,6,16.473561432424923
2021,Notre Dame,FBS Independents,,7,16.444035458331577
2021,Utah,Pac-12,South,8,15.343753799216634
2021,Wisconsin,Big Ten,West,9,13.99727287989881
2021,Penn State,Big Ten,East,10,13.991440545540923
2021,NC State,ACC,Atlantic,11,13.525819750816316
2021,Wake Forest,ACC,Atlantic,12,12.530608409205113
2021,Boise State,Mountain West,Mountain,13,12.373566617558913
2021,Ole Miss,SEC,West,14,12.361975560362152
2021,Texas A&M,SEC,West,15,12.192301140510184
2021,Baylor,Big 12,,16,11.636647858133275
2021,Michigan State,Big Ten,East,17,11.13305154955428
2021,Clemson,ACC,Atlantic,18,11.088186506975456
2021,Pittsburgh,ACC,Coastal,19,10.788339201565895
2021,Iowa State,Big 12,,20,10.632312225719973
2021,Oregon,Pac-12,North,21,9.894897305465145
2021,Arkansas,SEC,West,22,9.730797281626584
2021,Oklahoma,Big 12,,23,9.50965293973782
2021,UCLA,Pac-12,South,24,9.202840024784981
2021,Kentucky,SEC,East,25,9.003494563611222
2021,Mississippi State,SEC,West,26,8.943168225314428
2021,Air Force,Mountain West,Mountain,27,8.764773819870546
2021,Kansas State,Big 12,,28,8.611381281355714
2021,Arizona State,Pac-12,South,29,8.589224884169218
2021,Iowa,Big Ten,West,30,8.589055506788279
2021,Louisville,ACC,Atlantic,31,8.124058949178592
2021,App State,Sun Belt,West,32,7.992801219546175
2021,BYU,FBS Independents,,33,7.979151728401542
2021,Tennessee,SEC,East,34,7.975693727609242
2021,Purdue,Big Ten,West,35,7.8906900564198015
2021,Houston,American Athletic,West,36,7.710941518706212
2021,Oregon State,Pac-12,North,37,7.53710327029461
2021,Nebraska,Big Ten,West,38,7.259618004806979
2021,Florida,SEC,East,39,7.228238833121663
2021,Auburn,SEC,West,40,7.079308931299304
2021,Minnesota,Big Ten,West,41,6.817116116220825
2021,UTSA,Conference USA,West,42,6.360122643729211
2021,Nevada,Mountain West,West,43,6.306614809824461
2021,SMU,American Athletic,West,44,6.136413135750912
2021,Louisiana,Sun Belt,East,45,5.70395978092302
2021,LSU,SEC,West,46,5.436124547326189
2021,Fresno State,Mountain West,West,47,5.245444592118281
2021,San Diego State,Mountain West,West,48,5.208776939420387
2021,Western Kentucky,Conference USA,East,49,4.961136667819575
2021,North Carolina,ACC,Coastal,50,4.655918834896022
2021,Army,FBS Independents,,51,4.59067081343637
2021,Washington State,Pac-12,North,52,4.525793041071216
2021,Florida State,ACC,Atlantic,53,4.005811025185066
2021,Texas,Big 12,,54,3.888708698927685
2021,Marshall,Conference USA,East,55,3.66557152510058
2021,California,Pac-12,North,56,3.5585174369205905
2021,Liberty,FBS Independents,,57,3.4019171302776687
2021,Miami,ACC,Coastal,58,2.8770538147875495
2021,East Carolina,American Athletic,East,59,2.823020766554132
2021,Coastal Carolina,Sun Belt,West,60,2.768997306559628
2021,Washington,Pac-12,North,61,2.301025355147294
2021,Virginia,ACC,Coastal,62,2.073189588402384
2021,Virginia Tech,ACC,Coastal,63,1.1920853815938681
2021,Syracuse,ACC,Atlantic,64,1.0871286867273415
2021,West Virginia,Big 12,,65,1.065240780447553
2021,UAB,Conference USA,West,66,0.9909677326175963
2021,Boston College,ACC,Atlantic,67,0.9298613366808262
2021,UCF,American Athletic,East,68,0.7569553022295032
2021,Toledo,Mid-American,West,69,0.41971180494954297
2021,USC,Pac-12,South,70,0.39771294746232755
2021,Rutgers,Big Ten,East,71,0.38410213929342873
2021,Utah State,Mountain West,Mountain,72,0.3555311876852727
2021,South Carolina,SEC,East,73,0.033813056364994765
2021,Wyoming,Mountain West,Mountain,74,-0.35467932033374083
2021,Colorado State,Mountain West,Mountain,75,-0.5369814207160228
2021,Illinois,Big Ten,West,76,-0.9424342757701023
2021,Tulsa,American Athletic,West,77,-1.1187297132567302
2021,Texas Tech,Big 12,,78,-1.6785508594084622
2021,Miami (OH),Mid-American,East,79,-1.9234392982771613
2021,Missouri,SEC,East,80,-2.2330446313350834
2021,Stanford,Pac-12,North,81,-2.65670380809385
2021,TCU,Big 12,,82,-2.8157627146307806
2021,Memphis,American Athletic,West,83,-3.045527054646767
2021,Georgia Tech,ACC,Coastal,84,-3.605889561774136
2021,Maryland,Big Ten,East,85,-4.797628439378514
2021,Eastern Michigan,Mid-American,West,86,-4.8713428758611546
2021,Central Michigan,Mid-American,West,87,-5.250186907530168
