year,team,conference,fpi,resumeRanks,efficiencies
2024,Notre Dame,FBS Independents,25.305,"{'strengthOfRecord': 4, 'fpi': 2, 'averageWinProbability': 2, 'strengthOfSchedule': 58, 'remainingStrengthOfSchedule': None, 'gameControl': 4}","{'overall': 88.314, 'offense': 78.053, 'defense': 88.226, 'specialTeams': 42.499}"
2024,Massachusetts,FBS Independents,-17.327,"{'strengthOfRecord': 131, 'fpi': 125, 'averageWinProbability': 115, 'strengthOfSchedule': 76, 'remainingStrengthOfSchedule': None, 'gameControl': 120}","{'overall': 21.134, 'offense': 44.861, 'defense': 17.921, 'specialTeams': 18.122}"
2024,Oklahoma State,Big 12,-0.188,"{'strengthOfRecord': 99, 'fpi': 69, 'averageWinProbability': 121, 'strengthOfSchedule': 38, 'remainingStrengthOfSchedule': None, 'gameControl': 88}","{'overall': 45.41, 'offense': 60.308, 'defense': 33.797, 'specialTeams': 50.114}"
2024,Kansas State,Big 12,11.098,"{'strengthOfRecord': 31, 'fpi': 24, 'averageWinProbability': 52, 'strengthOfSchedule': 47, 'remainingStrengthOfSchedule': None, 'gameControl': 33}","{'overall': 70.634, 'offense': 61.856, 'defense': 71.635, 'specialTeams': 49.804}"
2024,Baylor,Big 12,9.105,"{'strengthOfRecord': 35, 'fpi': 33, 'averageWinProbability': 35, 'strengthOfSchedule': 63, 'remainingStrengthOfSchedule': None, 'gameControl': 27}","{'overall': 70.789, 'offense': 70.321, 'defense': 56.691, 'specialTeams': 72.021}"
2024,Iowa State,Big 12,10.15,"{'strengthOfRecord': 23, 'fpi': 28, 'averageWinProbability': 58, 'strengthOfSchedule': 57, 'remainingStrengthOfSchedule': None, 'gameControl': 53}","{'overall': 66.812, 'offense': 63.385, 'defense': 63.427, 'specialTeams': 52.51}"
2024,Texas Tech,Big 12,6.204,"{'strengthOfRecord': 37, 'fpi': 40, 'averageWinProbability': 33, 'strengthOfSchedule': 69, 'remainingStrengthOfSchedule': None, 'gameControl': 35}","{'overall': 57.272, 'offense': 59.502, 'defense': 48.684, 'specialTeams': 59.274}"
2024,Kansas,Big 12,8.755,"{'strengthOfRecord': 61, 'fpi': 35, 'averageWinProbability': 43, 'strengthOfSchedule': 37, 'remainingStrengthOfSchedule': None, 'gameControl': 23}","{'overall': 66.926, 'offense': 75.105, 'defense': 52.224, 'specialTeams': 46.186}"
2024,TCU,Big 12,8.023,"{'strengthOfRecord': 38, 'fpi': 37, 'averageWinProbability': 42, 'strengthOfSchedule': 61, 'remainingStrengthOfSchedule': None, 'gameControl': 38}","{'overall': 67.255, 'offense': 69.28, 'defense': 58.063, 'specialTeams': 52.483}"
2024,West Virginia,Big 12,1.795,"{'strengthOfRecord': 56, 'fpi': 63, 'averageWinProbability': 76, 'strengthOfSchedule': 52, 'remainingStrengthOfSchedule': 2, 'gameControl': 56}","{'overall': 52.984, 'offense': 64.597, 'defense': 35.526, 'specialTeams': 62.429}"
2024,South Florida,American Athletic,-3.472,"{'strengthOfRecord': 86, 'fpi': 83, 'averageWinProbability': 99, 'strengthOfSchedule': 59, 'remainingStrengthOfSchedule': 13, 'gameControl': 106}","{'overall': 43.944, 'offense': 38.512, 'defense': 48.325, 'specialTeams': 59.807}"
2024,East Carolina,American Athletic,-5.922,"{'strengthOfRecord': 90, 'fpi': 93, 'averageWinProbability': 71, 'strengthOfSchedule': 129, 'remainingStrengthOfSchedule': None, 'gameControl': 101}","{'overall': 41.022, 'offense': 32.234, 'defense': 48.38, 'specialTeams': 64.194}"
2024,Tulsa,American Athletic,-23.104,"{'strengthOfRecord': 129, 'fpi': 133, 'averageWinProbability': 131, 'strengthOfSchedule': 132, 'remainingStrengthOfSchedule': None, 'gameControl': 125}","{'overall': 10.676, 'offense': 13.203, 'defense': 19.054, 'specialTeams': 46.728}"
2024,Temple,American Athletic,-18.721,"{'strengthOfRecord': 119, 'fpi': 127, 'averageWinProbability': 127, 'strengthOfSchedule': 95, 'remainingStrengthOfSchedule': None, 'gameControl': 125}","{'overall': 21.167, 'offense': 12.845, 'defense': 40.982, 'specialTeams': 52.686}"
2024,Memphis,American Athletic,2.129,"{'strengthOfRecord': 33, 'fpi': 62, 'averageWinProbability': 12, 'strengthOfSchedule': 114, 'remainingStrengthOfSchedule': 3, 'gameControl': 40}","{'overall': 54.221, 'offense': 59.509, 'defense': 47.876, 'specialTeams': 44.037}"
2024,Navy,American Athletic,-0.331,"{'strengthOfRecord': 41, 'fpi': 70, 'averageWinProbability': 21, 'strengthOfSchedule': 86, 'remainingStrengthOfSchedule': None, 'gameControl': 48}","{'overall': 66.294, 'offense': 67.98, 'defense': 60.609, 'specialTeams': 42.503}"
2024,Tulane,American Athletic,10.537,"{'strengthOfRecord': 49, 'fpi': 27, 'averageWinProbability': 17, 'strengthOfSchedule': 93, 'remainingStrengthOfSchedule': None, 'gameControl': 44}","{'overall': 71.379, 'offense': 66.845, 'defense': 65.053, 'specialTeams': 60.698}"
2024,Western Kentucky,Conference USA,-7.663,"{'strengthOfRecord': 78, 'fpi': 102, 'averageWinProbability': 54, 'strengthOfSchedule': 78, 'remainingStrengthOfSchedule': 1, 'gameControl': 79}","{'overall': 43.781, 'offense': 43.864, 'defense': 42.926, 'specialTeams': 60.821}"
