year,team,conference,fpi,resumeRanks,efficiencies
2018,Notre Dame,FBS Independents,19.293,"{'strengthOfRecord': 4, 'fpi': 50, 'averageWinProbability': 7, 'strengthOfSchedule': 23, 'remainingStrengthOfSchedule': None, 'gameControl': 5}","{'overall': 81.858, 'offense': 71.596, 'defense': 80.289, 'specialTeams': 54.239}"
2018,Georgia,SEC,24.87,"{'strengthOfRecord': 7, 'fpi': 3, 'averageWinProbability': 5, 'strengthOfSchedule': 8, 'remainingStrengthOfSchedule': None, 'gameControl': 3}","{'overall': 93.166, 'offense': 91.599, 'defense': 83.744, 'specialTeams': 53.793}"
2018,Florida,SEC,17.11,"{'strengthOfRecord': 10, 'fpi': 11, 'averageWinProbability': 35, 'strengthOfSchedule': 37, 'remainingStrengthOfSchedule': None, 'gameControl': 22}","{'overall': 76.269, 'offense': 68.506, 'defense': 74.918, 'specialTeams': 52.17}"
2018,Tennessee,SEC,1.215,"{'strengthOfRecord': 49, 'fpi': 65, 'averageWinProbability': 89, 'strengthOfSchedule': 7, 'remainingStrengthOfSchedule': None, 'gameControl': 51}","{'overall': 52.123, 'offense': 41.702, 'defense': 59.587, 'specialTeams': 53.881}"
2018,South Carolina,SEC,8.264,"{'strengthOfRecord': 36, 'fpi': 35, 'averageWinProbability': 75, 'strengthOfSchedule': 28, 'remainingStrengthOfSchedule': None, 'gameControl': 43}","{'overall': 67.884, 'offense': 71.206, 'defense': 56.316, 'specialTeams': 57.352}"
2018,Kentucky,SEC,11.372,"{'strengthOfRecord': 8, 'fpi': 26, 'averageWinProbability': 40, 'strengthOfSchedule': 38, 'remainingStrengthOfSchedule': None, 'gameControl': 23}","{'overall': 70.707, 'offense': 56.014, 'defense': 75.572, 'specialTeams': 53.609}"
2018,Vanderbilt,SEC,4.171,"{'strengthOfRecord': 56, 'fpi': 53, 'averageWinProbability': 61, 'strengthOfSchedule': 45, 'remainingStrengthOfSchedule': None, 'gameControl': 41}","{'overall': 61.001, 'offense': 64.102, 'defense': 53.842, 'specialTeams': 50.569}"
2018,Massachusetts,FBS Independents,-13.287,"{'strengthOfRecord': 109, 'fpi': 106, 'averageWinProbability': 105, 'strengthOfSchedule': 91, 'remainingStrengthOfSchedule': None, 'gameControl': 114}","{'overall': 19.466, 'offense': 35.145, 'defense': 18.429, 'specialTeams': 35.291}"
2018,Oklahoma State,Big 12,10.344,"{'strengthOfRecord': 42, 'fpi': 30, 'averageWinProbability': 44, 'strengthOfSchedule': 34, 'remainingStrengthOfSchedule': None, 'gameControl': 36}","{'overall': 62.173, 'offense': 72.411, 'defense': 45.765, 'specialTeams': 50.243}"
2018,Kansas State,Big 12,2.016,"{'strengthOfRecord': 59, 'fpi': 62, 'averageWinProbability': 95, 'strengthOfSchedule': 20, 'remainingStrengthOfSchedule': None, 'gameControl': 69}","{'overall': 50.736, 'offense': 47.065, 'defense': 51.263, 'specialTeams': 58.908}"
2018,Baylor,Big 12,2.46,"{'strengthOfRecord': 43, 'fpi': 61, 'averageWinProbability': 87, 'strengthOfSchedule': 49, 'remainingStrengthOfSchedule': None, 'gameControl': 70}","{'overall': 49.64, 'offense': 60.169, 'defense': 36.93, 'specialTeams': 53.999}"
2018,Iowa State,Big 12,7.471,"{'strengthOfRecord': 32, 'fpi': 38, 'averageWinProbability': 55, 'strengthOfSchedule': 29, 'remainingStrengthOfSchedule': None, 'gameControl': 37}","{'overall': 62.122, 'offense': 56.05, 'defense': 65.862, 'specialTeams': 42.565}"
2018,Texas Tech,Big 12,9.054,"{'strengthOfRecord': 68, 'fpi': 34, 'averageWinProbability': 82, 'strengthOfSchedule': 25, 'remainingStrengthOfSchedule': None, 'gameControl': 60}","{'overall': 57.036, 'offense': 55.167, 'defense': 52.598, 'specialTeams': 60.894}"
2018,Kansas,Big 12,-3.242,"{'strengthOfRecord': 96, 'fpi': 80, 'averageWinProbability': 115, 'strengthOfSchedule': 48, 'remainingStrengthOfSchedule': None, 'gameControl': 96}","{'overall': 38.975, 'offense': 32.999, 'defense': 50.131, 'specialTeams': 47.36}"
2018,TCU,Big 12,6.021,"{'strengthOfRecord': 40, 'fpi': 47, 'averageWinProbability': 65, 'strengthOfSchedule': 16, 'remainingStrengthOfSchedule': None, 'gameControl': 42}","{'overall': 61.272, 'offense': 41.436, 'defense': 77.012, 'specialTeams': 42.525}"
2018,West Virginia,Big 12,15.1,"{'strengthOfRecord': 24, 'fpi': 15, 'averageWinProbability': 13, 'strengthOfSchedule': 33, 'remainingStrengthOfSchedule': None, 'gameControl': 10}","{'overall': 78.616, 'offense': 80.453, 'defense': 62.071, 'specialTeams': 60.61}"
2018,UTEP,Conference USA,-25.402,"{'strengthOfRecord': 130, 'fpi': 130, 'averageWinProbability': 126, 'strengthOfSchedule': 129, 'remainingStrengthOfSchedule': None, 'gameControl': 121}","{'overall': 10.212, 'offense': 10.598, 'defense': 23.135, 'specialTeams': 39.25}"
2018,Rice,Conference USA,-23.58,"{'strengthOfRecord': 128, 'fpi': 128, 'averageWinProbability': 125, 'strengthOfSchedule': 103, 'remainingStrengthOfSchedule': None, 'gameControl': 121}","{'overall': 10.648, 'offense': 9.909, 'defense': 19.489, 'specialTeams': 60.838}"
2018,Oregon,Pac-12,9.887,"{'strengthOfRecord': 29, 'fpi': 31, 'averageWinProbability': 28, 'strengthOfSchedule': 62, 'remainingStrengthOfSchedule': None, 'gameControl': 26}","{'overall': 69.241, 'offense': 70.256, 'defense': 62.02, 'specialTeams': 47.026}"
2018,Stanford,Pac-12,12.961,"{'strengthOfRecord': 18, 'fpi': 21, 'averageWinProbability': 60, 'strengthOfSchedule': 26, 'remainingStrengthOfSchedule': None, 'gameControl': 38}","{'overall': 73.515, 'offense': 72.31, 'defense': 62.422, 'specialTeams': 64.289}"
2018,Washington,Pac-12,17.292,"{'strengthOfRecord': 15, 'fpi': 10, 'averageWinProbability': 20, 'strengthOfSchedule': 11, 'remainingStrengthOfSchedule': None, 'gameControl': 7}","{'overall': 78.683, 'offense': 71.742, 'defense': 77.573, 'specialTeams': 42.679}"
2018,California,Pac-12,4.19,"{'strengthOfRecord': 55, 'fpi': 52, 'averageWinProbability': 53, 'strengthOfSchedule': 56, 'remainingStrengthOfSchedule': None, 'gameControl': 48}","{'overall': 56.52, 'offense': 27.915, 'defense': 80.73, 'specialTeams': 52.969}"
2018,Oregon State,Pac-12,-12.436,"{'strengthOfRecord': 101, 'fpi': 104, 'averageWinProbability': 130, 'strengthOfSchedule': 12, 'remainingStrengthOfSchedule': None, 'gameControl': 112}","{'overall': 27.066, 'offense': 49.982, 'defense': 15.867, 'specialTeams': 50.125}"
2018,UConn,American Athletic,-25.31,"{'strengthOfRecord': 126, 'fpi': 129, 'averageWinProbability': 129, 'strengthOfSchedule': 72, 'remainingStrengthOfSchedule': None, 'gameControl': 121}","{'overall': 8.214, 'offense': 37.849, 'defense': 2.372, 'specialTeams': 53.017}"
2018,Washington State,Pac-12,13.635,"{'strengthOfRecord': 11, 'fpi': 18, 'averageWinProbability': 21, 'strengthOfSchedule': 53, 'remainingStrengthOfSchedule': None, 'gameControl': 21}","{'overall': 73.587, 'offense': 81.352, 'defense': 51.881, 'specialTeams': 53.163}"
2018,USC,Pac-12,6.225,"{'strengthOfRecord': 67, 'fpi': 46, 'averageWinProbability': 66, 'strengthOfSchedule': 30, 'remainingStrengthOfSchedule': None, 'gameControl': 44}","{'overall': 56.095, 'offense': 49.873, 'defense': 59.54, 'specialTeams': 50.385}"
2018,BYU,FBS Independents,2.654,"{'strengthOfRecord': 58, 'fpi': 60, 'averageWinProbability': 54, 'strengthOfSchedule': 66, 'remainingStrengthOfSchedule': None, 'gameControl': 49}","{'overall': 57.819, 'offense': 45.216, 'defense': 60.58, 'specialTeams': 69.522}"
2018,New Mexico State,FBS Independents,-20.695,"{'strengthOfRecord': 122, 'fpi': 124, 'averageWinProbability': 119, 'strengthOfSchedule': 115, 'remainingStrengthOfSchedule': None, 'gameControl': 121}","{'overall': 15.255, 'offense': 19.262, 'defense': 23.982, 'specialTeams': 38.9}"
2018,Liberty,FBS Independents,-14.816,"{'strengthOfRecord': 97, 'fpi': 113, 'averageWinProbability': 79, 'strengthOfSchedule': 116, 'remainingStrengthOfSchedule': None, 'gameControl': 98}","{'overall': 29.311, 'offense': 36.399, 'defense': 33.211, 'specialTeams': 38.072}"
2018,Auburn,SEC,15.971,"{'strengthOfRecord': 22, 'fpi': 12, 'averageWinProbability': 38, 'strengthOfSchedule': 46, 'remainingStrengthOfSchedule': None, 'gameControl': 20}","{'overall': 70.024, 'offense': 53.634, 'defense': 75.379, 'specialTeams': 55.709}"
2018,LSU,SEC,14.863,"{'strengthOfRecord': 6, 'fpi': 17, 'averageWinProbability': 10, 'strengthOfSchedule': 10, 'remainingStrengthOfSchedule': None, 'gameControl': 4}","{'overall': 79.748, 'offense': 67.469, 'defense': 80.409, 'specialTeams': 57.086}"
2018,Miami (OH),Mid-American,-3.868,"{'strengthOfRecord': 89, 'fpi': 82, 'averageWinProbability': 67, 'strengthOfSchedule': 85, 'remainingStrengthOfSchedule': None, 'gameControl': 88}","{'overall': 45.085, 'offense': 47.178, 'defense': 44.657, 'specialTeams': 50.679}"
2018,Ohio,Mid-American,3.601,"{'strengthOfRecord': 66, 'fpi': 54, 'averageWinProbability': 27, 'strengthOfSchedule': 117, 'remainingStrengthOfSchedule': None, 'gameControl': 61}","{'overall': 55.033, 'offense': 75.801, 'defense': 27.073, 'specialTeams': 64.779}"
2018,Kent State,Mid-American,-19.394,"{'strengthOfRecord': 123, 'fpi': 123, 'averageWinProbability': 112, 'strengthOfSchedule': 89, 'remainingStrengthOfSchedule': None, 'gameControl': 118}","{'overall': 21.992, 'offense': 24.002, 'defense': 31.182, 'specialTeams': 44.707}"
2018,Akron,Mid-American,-13.693,"{'strengthOfRecord': 107, 'fpi': 108, 'averageWinProbability': 107, 'strengthOfSchedule': 81, 'remainingStrengthOfSchedule': None, 'gameControl': 105}","{'overall': 28.089, 'offense': 14.401, 'defense': 46.799, 'specialTeams': 62.712}"
2018,Toledo,Mid-American,-1.062,"{'strengthOfRecord': 92, 'fpi': 72, 'averageWinProbability': 41, 'strengthOfSchedule': 111, 'remainingStrengthOfSchedule': None, 'gameControl': 76}","{'overall': 50.843, 'offense': 57.689, 'defense': 34.892, 'specialTeams': 75.121}"
2018,UCLA,Pac-12,0.817,"{'strengthOfRecord': 82, 'fpi': 68, 'averageWinProbability': 106, 'strengthOfSchedule': 1, 'remainingStrengthOfSchedule': None, 'gameControl': 75}","{'overall': 46.785, 'offense': 55.42, 'defense': 43.48, 'specialTeams': 38.716}"
2018,Utah,Pac-12,13.322,"{'strengthOfRecord': 30, 'fpi': 20, 'averageWinProbability': 42, 'strengthOfSchedule': 13, 'remainingStrengthOfSchedule': None, 'gameControl': 30}","{'overall': 75.925, 'offense': 60.113, 'defense': 79.598, 'specialTeams': 58.78}"
2018,Arizona State,Pac-12,6.744,"{'strengthOfRecord': 47, 'fpi': 41, 'averageWinProbability': 77, 'strengthOfSchedule': 47, 'remainingStrengthOfSchedule': None, 'gameControl': 56}","{'overall': 62.427, 'offense': 71.773, 'defense': 48.226, 'specialTeams': 49.026}"
2018,Arizona,Pac-12,1.868,"{'strengthOfRecord': 81, 'fpi': 64, 'averageWinProbability': 86, 'strengthOfSchedule': 61, 'remainingStrengthOfSchedule': None, 'gameControl': 77}","{'overall': 47.509, 'offense': 57.523, 'defense': 42.003, 'specialTeams': 40.656}"
2018,Colorado,Pac-12,0.172,"{'strengthOfRecord': 76, 'fpi': 69, 'averageWinProbability': 70, 'strengthOfSchedule': 57, 'remainingStrengthOfSchedule': None, 'gameControl': 58}","{'overall': 53.248, 'offense': 49.405, 'defense': 58.888, 'specialTeams': 41.022}"
2018,Middle Tennessee,Conference USA,-3.661,"{'strengthOfRecord': 73, 'fpi': 81, 'averageWinProbability': 69, 'strengthOfSchedule': 77, 'remainingStrengthOfSchedule': None, 'gameControl': 81}","{'overall': 50.786, 'offense': 45.763, 'defense': 56.821, 'specialTeams': 46.276}"
2018,Florida Atlantic,Conference USA,-5.371,"{'strengthOfRecord': 99, 'fpi': 92, 'averageWinProbability': 49, 'strengthOfSchedule': 84, 'remainingStrengthOfSchedule': None, 'gameControl': 68}","{'overall': 39.577, 'offense': 44.556, 'defense': 41.303, 'specialTeams': 40.777}"
2018,Florida International,Conference USA,-4.335,"{'strengthOfRecord': 72, 'fpi': 86, 'averageWinProbability': 47, 'strengthOfSchedule': 126, 'remainingStrengthOfSchedule': None, 'gameControl': 97}","{'overall': 44.446, 'offense': 60.857, 'defense': 29.747, 'specialTeams': 54.62}"
2018,North Texas,Conference USA,-1.789,"{'strengthOfRecord': 74, 'fpi': 74, 'averageWinProbability': 12, 'strengthOfSchedule': 127, 'remainingStrengthOfSchedule': None, 'gameControl': 57}","{'overall': 51.483, 'offense': 50.263, 'defense': 50.819, 'specialTeams': 53.917}"
