season,conference,team,offense,defense
2021,ACC,Clemson,"{'overall': 0.1, 'passing': 0.1, 'rushing': 0.11, 'firstDown': -0.01, 'secondDown': 0.12, 'thirdDown': 0.31, 'cumulative': {'total': 88.6, 'passing': 43.02, 'rushing': 50.9}}","{'overall': 0.03, 'passing': 0.11, 'rushing': -0.05, 'firstDown': -0.11, 'secondDown': -0.05, 'thirdDown': 0.41, 'cumulative': {'total': 30.7, 'passing': 542.5, 'rushing': -22}}"
2021,Sun Belt,Coastal Carolina,"{'overall': 0.45, 'passing': 0.61, 'rushing': 0.34, 'firstDown': 0.33, 'secondDown': 0.36, 'thirdDown': 0.92, 'cumulative': {'total': 369, 'passing': 204.96, 'rushing': 164.6}}","{'overall': 0.15, 'passing': 0.21, 'rushing': 0.15, 'firstDown': 0.02, 'secondDown': 0.12, 'thirdDown': 0.48, 'cumulative': {'total': 120.9, 'passing': 773.7, 'rushing': 65.9}}"
2021,Pac-12,Colorado,"{'overall': 0.09, 'passing': 0.13, 'rushing': 0.07, 'firstDown': -0.06, 'secondDown': 0.06, 'thirdDown': 0.43, 'cumulative': {'total': 62.8, 'passing': 38.08, 'rushing': 26.3}}","{'overall': 0.22, 'passing': 0.28, 'rushing': 0.18, 'firstDown': 0.08, 'secondDown': 0.26, 'thirdDown': 0.56, 'cumulative': {'total': 179.8, 'passing': 1133, 'rushing': 74}}"
2021,Mountain West,Colorado State,"{'overall': 0.17, 'passing': 0.3, 'rushing': 0.06, 'firstDown': 0.01, 'secondDown': 0.11, 'thirdDown': 0.54, 'cumulative': {'total': 152.6, 'passing': 127.94, 'rushing': 30.2}}","{'overall': 0.17, 'passing': 0.23, 'rushing': 0.14, 'firstDown': -0.04, 'secondDown': 0.21, 'thirdDown': 0.42, 'cumulative': {'total': 142.4, 'passing': 856.2, 'rushing': 61.2}}"
2021,ACC,Duke,"{'overall': 0.14, 'passing': 0.25, 'rushing': 0.09, 'firstDown': 0.03, 'secondDown': 0.07, 'thirdDown': 0.58, 'cumulative': {'total': 133.3, 'passing': 104.85, 'rushing': 45.5}}","{'overall': 0.38, 'passing': 0.56, 'rushing': 0.26, 'firstDown': 0.15, 'secondDown': 0.34, 'thirdDown': 0.91, 'cumulative': {'total': 326.1, 'passing': 2237.7, 'rushing': 115}}"
2021,American Athletic,East Carolina,"{'overall': 0.18, 'passing': 0.28, 'rushing': 0.09, 'firstDown': 0.07, 'secondDown': 0.09, 'thirdDown': 0.36, 'cumulative': {'total': 160.9, 'passing': 123.5, 'rushing': 37.4}}","{'overall': 0.18, 'passing': 0.21, 'rushing': 0.17, 'firstDown': 0.1, 'secondDown': 0.19, 'thirdDown': 0.35, 'cumulative': {'total': 145, 'passing': 820.8, 'rushing': 65}}"
2021,Mid-American,Eastern Michigan,"{'overall': 0.18, 'passing': 0.27, 'rushing': 0.11, 'firstDown': 0.04, 'secondDown': 0.13, 'thirdDown': 0.57, 'cumulative': {'total': 164.9, 'passing': 130.9, 'rushing': 45.6}}","{'overall': 0.26, 'passing': 0.29, 'rushing': 0.25, 'firstDown': 0.16, 'secondDown': 0.21, 'thirdDown': 0.61, 'cumulative': {'total': 233.9, 'passing': 1193.3, 'rushing': 121.8}}"
2021,SEC,Florida,"{'overall': 0.25, 'passing': 0.35, 'rushing': 0.24, 'firstDown': 0.12, 'secondDown': 0.28, 'thirdDown': 0.57, 'cumulative': {'total': 231.3, 'passing': 146.05, 'rushing': 113.1}}","{'overall': 0.15, 'passing': 0.18, 'rushing': 0.14, 'firstDown': 0.05, 'secondDown': 0.21, 'thirdDown': 0.33, 'cumulative': {'total': 131.4, 'passing': 751.8, 'rushing': 62.6}}"
2021,Conference USA,Florida Atlantic,"{'overall': 0.18, 'passing': 0.25, 'rushing': 0.15, 'firstDown': 0.09, 'secondDown': -0.05, 'thirdDown': 0.75, 'cumulative': {'total': 153.6, 'passing': 104.42, 'rushing': 63.7}}","{'overall': 0.16, 'passing': 0.21, 'rushing': 0.14, 'firstDown': 0.07, 'secondDown': 0.19, 'thirdDown': 0.29, 'cumulative': {'total': 136.3, 'passing': 875, 'rushing': 58.6}}"
2021,Conference USA,Florida International,"{'overall': 0.1, 'passing': 0.2, 'rushing': 0.01, 'firstDown': 0.01, 'secondDown': 0.09, 'thirdDown': 0.33, 'cumulative': {'total': 70.2, 'passing': 77, 'rushing': 4.4}}","{'overall': 0.37, 'passing': 0.46, 'rushing': 0.31, 'firstDown': 0.22, 'secondDown': 0.33, 'thirdDown': 0.79, 'cumulative': {'total': 298.9, 'passing': 1680.7, 'rushing': 137.2}}"
2021,ACC,Florida State,"{'overall': 0.22, 'passing': 0.26, 'rushing': 0.21, 'firstDown': 0.1, 'secondDown': 0.22, 'thirdDown': 0.56, 'cumulative': {'total': 174.3, 'passing': 95.72, 'rushing': 87.4}}","{'overall': 0.14, 'passing': 0.3, 'rushing': 0.03, 'firstDown': -0.05, 'secondDown': 0.03, 'thirdDown': 0.6, 'cumulative': {'total': 118.4, 'passing': 1252.3, 'rushing': 15.3}}"
2021,Mountain West,Fresno State,"{'overall': 0.23, 'passing': 0.39, 'rushing': 0.03, 'firstDown': 0.18, 'secondDown': 0.18, 'thirdDown': 0.47, 'cumulative': {'total': 221.3, 'passing': 208.81, 'rushing': 12.5}}","{'overall': 0.07, 'passing': 0.12, 'rushing': 0.03, 'firstDown': -0.08, 'secondDown': 0.12, 'thirdDown': 0.34, 'cumulative': {'total': 61.2, 'passing': 516.5, 'rushing': 11.3}}"
2021,SEC,Georgia,"{'overall': 0.3, 'passing': 0.42, 'rushing': 0.19, 'firstDown': 0.21, 'secondDown': 0.29, 'thirdDown': 0.55, 'cumulative': {'total': 281.6, 'passing': 178.15, 'rushing': 103.5}}","{'overall': -0.05, 'passing': -0.06, 'rushing': -0.02, 'firstDown': -0.23, 'secondDown': -0.09, 'thirdDown': 0.36, 'cumulative': {'total': -44.5, 'passing': -345.4, 'rushing': -8}}"
2021,Sun Belt,Georgia Southern,"{'overall': 0.1, 'passing': 0.09, 'rushing': 0.16, 'firstDown': -0.06, 'secondDown': 0.11, 'thirdDown': 0.46, 'cumulative': {'total': 81.8, 'passing': 27.39, 'rushing': 83.9}}","{'overall': 0.27, 'passing': 0.38, 'rushing': 0.18, 'firstDown': 0.19, 'secondDown': 0.21, 'thirdDown': 0.56, 'cumulative': {'total': 226.5, 'passing': 1632.7, 'rushing': 75.2}}"
2021,Sun Belt,Georgia State,"{'overall': 0.24, 'passing': 0.27, 'rushing': 0.25, 'firstDown': 0.13, 'secondDown': 0.21, 'thirdDown': 0.54, 'cumulative': {'total': 209.2, 'passing': 83.37, 'rushing': 137.6}}","{'overall': 0.16, 'passing': 0.29, 'rushing': 0.07, 'firstDown': -0.03, 'secondDown': 0.07, 'thirdDown': 0.66, 'cumulative': {'total': 147.1, 'passing': 1334, 'rushing': 32.1}}"
2021,ACC,Georgia Tech,"{'overall': 0.12, 'passing': 0.12, 'rushing': 0.13, 'firstDown': -0.01, 'secondDown': 0.08, 'thirdDown': 0.45, 'cumulative': {'total': 91, 'passing': 43.96, 'rushing': 53.9}}","{'overall': 0.28, 'passing': 0.57, 'rushing': 0.09, 'firstDown': 0.06, 'secondDown': 0.25, 'thirdDown': 0.81, 'cumulative': {'total': 231.8, 'passing': 1987.5, 'rushing': 39.5}}"
2021,Mountain West,Hawai'i,"{'overall': 0.19, 'passing': 0.23, 'rushing': 0.2, 'firstDown': 0.06, 'secondDown': 0.23, 'thirdDown': 0.45, 'cumulative': {'total': 170, 'passing': 113.87, 'rushing': 78.2}}","{'overall': 0.15, 'passing': 0.25, 'rushing': 0.05, 'firstDown': -0.05, 'secondDown': 0.1, 'thirdDown': 0.66, 'cumulative': {'total': 147.2, 'passing': 1313.2, 'rushing': 23.6}}"
2021,American Athletic,Houston,"{'overall': 0.22, 'passing': 0.35, 'rushing': 0.09, 'firstDown': 0.03, 'secondDown': 0.2, 'thirdDown': 0.63, 'cumulative': {'total': 215.4, 'passing': 171.23, 'rushing': 44.1}}","{'overall': 0.04, 'passing': 0.07, 'rushing': 0.03, 'firstDown': -0.08, 'secondDown': 0.05, 'thirdDown': 0.23, 'cumulative': {'total': 33.1, 'passing': 327.8, 'rushing': 11.2}}"
2021,Big Ten,Illinois,"{'overall': 0.11, 'passing': 0.09, 'rushing': 0.14, 'firstDown': 0.03, 'secondDown': 0.06, 'thirdDown': 0.36, 'cumulative': {'total': 91.2, 'passing': 30.68, 'rushing': 66.9}}","{'overall': 0.17, 'passing': 0.26, 'rushing': 0.13, 'firstDown': 0.09, 'secondDown': 0.13, 'thirdDown': 0.38, 'cumulative': {'total': 152.1, 'passing': 1034, 'rushing': 59.7}}"
2021,Big Ten,Indiana,"{'overall': 0.03, 'passing': 0.02, 'rushing': 0.06, 'firstDown': -0.18, 'secondDown': 0.07, 'thirdDown': 0.37, 'cumulative': {'total': 26, 'passing': 7.77, 'rushing': 25.3}}","{'overall': 0.2, 'passing': 0.35, 'rushing': 0.11, 'firstDown': 0.05, 'secondDown': 0.32, 'thirdDown': 0.44, 'cumulative': {'total': 165.1, 'passing': 1394.6, 'rushing': 45.5}}"
2021,Big Ten,Iowa,"{'overall': 0.03, 'passing': 0.07, 'rushing': 0, 'firstDown': -0.13, 'secondDown': 0.09, 'thirdDown': 0.31, 'cumulative': {'total': 30.7, 'passing': 31.24, 'rushing': -0.5}}","{'overall': 0.08, 'passing': 0.13, 'rushing': 0.04, 'firstDown': -0.07, 'secondDown': 0.01, 'thirdDown': 0.37, 'cumulative': {'total': 71.7, 'passing': 638.6, 'rushing': 16.9}}"
2021,Big 12,Iowa State,"{'overall': 0.27, 'passing': 0.37, 'rushing': 0.17, 'firstDown': 0.28, 'secondDown': 0.17, 'thirdDown': 0.38, 'cumulative': {'total': 228.7, 'passing': 169.42, 'rushing': 67.3}}","{'overall': 0.14, 'passing': 0.24, 'rushing': 0.05, 'firstDown': -0.01, 'secondDown': 0.1, 'thirdDown': 0.53, 'cumulative': {'total': 112.9, 'passing': 916.7, 'rushing': 22.1}}"
2021,Big 12,Kansas,"{'overall': 0.12, 'passing': 0.25, 'rushing': 0.07, 'firstDown': 0.03, 'secondDown': 0.11, 'thirdDown': 0.47, 'cumulative': {'total': 90.5, 'passing': 81.41, 'rushing': 28.2}}","{'overall': 0.43, 'passing': 0.56, 'rushing': 0.38, 'firstDown': 0.26, 'secondDown': 0.37, 'thirdDown': 0.96, 'cumulative': {'total': 342.2, 'passing': 1777.2, 'rushing': 181}}"
2021,Big 12,Kansas State,"{'overall': 0.29, 'passing': 0.4, 'rushing': 0.24, 'firstDown': 0.1, 'secondDown': 0.2, 'thirdDown': 0.7, 'cumulative': {'total': 214.6, 'passing': 129.58, 'rushing': 98.9}}","{'overall': 0.21, 'passing': 0.34, 'rushing': 0.12, 'firstDown': 0.04, 'secondDown': 0.15, 'thirdDown': 0.59, 'cumulative': {'total': 174.3, 'passing': 1340.7, 'rushing': 52.7}}"
2021,Mid-American,Kent State,"{'overall': 0.29, 'passing': 0.23, 'rushing': 0.35, 'firstDown': 0.23, 'secondDown': 0.25, 'thirdDown': 0.54, 'cumulative': {'total': 305.3, 'passing': 101.12, 'rushing': 209.4}}","{'overall': 0.28, 'passing': 0.33, 'rushing': 0.26, 'firstDown': 0.06, 'secondDown': 0.3, 'thirdDown': 0.7, 'cumulative': {'total': 289.7, 'passing': 1609.2, 'rushing': 141.5}}"
2021,SEC,Kentucky,"{'overall': 0.24, 'passing': 0.28, 'rushing': 0.22, 'firstDown': 0.12, 'secondDown': 0.19, 'thirdDown': 0.76, 'cumulative': {'total': 203.4, 'passing': 106.73, 'rushing': 104.8}}","{'overall': 0.15, 'passing': 0.28, 'rushing': 0.04, 'firstDown': 0.06, 'secondDown': 0.1, 'thirdDown': 0.54, 'cumulative': {'total': 115.5, 'passing': 1146.1, 'rushing': 13.1}}"
2021,FBS Independents,Liberty,"{'overall': 0.28, 'passing': 0.29, 'rushing': 0.29, 'firstDown': 0.16, 'secondDown': 0.23, 'thirdDown': 0.57, 'cumulative': {'total': 244.2, 'passing': 122.3, 'rushing': 128.9}}","{'overall': 0.11, 'passing': 0.13, 'rushing': 0.12, 'firstDown': -0.01, 'secondDown': 0.15, 'thirdDown': 0.31, 'cumulative': {'total': 94.4, 'passing': 490.3, 'rushing': 58.9}}"
2021,Sun Belt,Louisiana,"{'overall': 0.23, 'passing': 0.24, 'rushing': 0.22, 'firstDown': 0.11, 'secondDown': 0.23, 'thirdDown': 0.46, 'cumulative': {'total': 218, 'passing': 104.1, 'rushing': 114.4}}","{'overall': 0.15, 'passing': 0.17, 'rushing': 0.16, 'firstDown': -0.1, 'secondDown': 0.13, 'thirdDown': 0.51, 'cumulative': {'total': 138.8, 'passing': 758.5, 'rushing': 76.8}}"
2021,Conference USA,Louisiana Tech,"{'overall': 0.16, 'passing': 0.32, 'rushing': 0.05, 'firstDown': -0.04, 'secondDown': 0.26, 'thirdDown': 0.46, 'cumulative': {'total': 134.7, 'passing': 134.35, 'rushing': 20.1}}","{'overall': 0.26, 'passing': 0.3, 'rushing': 0.23, 'firstDown': 0.13, 'secondDown': 0.33, 'thirdDown': 0.5, 'cumulative': {'total': 223, 'passing': 1366.2, 'rushing': 94.8}}"
2021,ACC,Louisville,"{'overall': 0.31, 'passing': 0.39, 'rushing': 0.25, 'firstDown': 0.17, 'secondDown': 0.2, 'thirdDown': 0.71, 'cumulative': {'total': 263.3, 'passing': 144.08, 'rushing': 119.1}}","{'overall': 0.23, 'passing': 0.25, 'rushing': 0.22, 'firstDown': 0.13, 'secondDown': 0.17, 'thirdDown': 0.49, 'cumulative': {'total': 206.3, 'passing': 1114.3, 'rushing': 94.7}}"
2021,SEC,LSU,"{'overall': 0.17, 'passing': 0.29, 'rushing': 0.03, 'firstDown': -0.06, 'secondDown': 0.18, 'thirdDown': 0.49, 'cumulative': {'total': 145, 'passing': 132.21, 'rushing': 12.8}}","{'overall': 0.17, 'passing': 0.27, 'rushing': 0.05, 'firstDown': -0.07, 'secondDown': 0.19, 'thirdDown': 0.55, 'cumulative': {'total': 146.7, 'passing': 1245.3, 'rushing': 22.2}}"
2021,Conference USA,Marshall,"{'overall': 0.21, 'passing': 0.25, 'rushing': 0.21, 'firstDown': 0.08, 'secondDown': 0.27, 'thirdDown': 0.38, 'cumulative': {'total': 205.6, 'passing': 133.25, 'rushing': 95.1}}","{'overall': 0.12, 'passing': 0.13, 'rushing': 0.13, 'firstDown': -0.03, 'secondDown': 0.13, 'thirdDown': 0.44, 'cumulative': {'total': 123.6, 'passing': 593.2, 'rushing': 75.6}}"
2021,Big Ten,Maryland,"{'overall': 0.23, 'passing': 0.33, 'rushing': 0.1, 'firstDown': 0.12, 'secondDown': 0.22, 'thirdDown': 0.51, 'cumulative': {'total': 209.3, 'passing': 167.73, 'rushing': 43}}","{'overall': 0.2, 'passing': 0.27, 'rushing': 0.13, 'firstDown': 0.01, 'secondDown': 0.25, 'thirdDown': 0.58, 'cumulative': {'total': 176.9, 'passing': 1166.7, 'rushing': 61.9}}"
2021,FBS Independents,Massachusetts,"{'overall': 0.07, 'passing': 0.03, 'rushing': 0.13, 'firstDown': -0.14, 'secondDown': 0.11, 'thirdDown': 0.44, 'cumulative': {'total': 48.6, 'passing': 9.19, 'rushing': 49.8}}","{'overall': 0.41, 'passing': 0.62, 'rushing': 0.27, 'firstDown': 0.2, 'secondDown': 0.41, 'thirdDown': 0.89, 'cumulative': {'total': 298.5, 'passing': 1786.1, 'rushing': 121.2}}"
2021,American Athletic,Memphis,"{'overall': 0.24, 'passing': 0.33, 'rushing': 0.12, 'firstDown': 0.02, 'secondDown': 0.24, 'thirdDown': 0.57, 'cumulative': {'total': 200.3, 'passing': 153.1, 'rushing': 47.2}}","{'overall': 0.21, 'passing': 0.27, 'rushing': 0.17, 'firstDown': 0.05, 'secondDown': 0.18, 'thirdDown': 0.54, 'cumulative': {'total': 193.9, 'passing': 1247.2, 'rushing': 76.9}}"
2021,ACC,Miami,"{'overall': 0.26, 'passing': 0.42, 'rushing': 0.09, 'firstDown': 0.06, 'secondDown': 0.26, 'thirdDown': 0.61, 'cumulative': {'total': 225.3, 'passing': 204.22, 'rushing': 31.7}}","{'overall': 0.18, 'passing': 0.24, 'rushing': 0.11, 'firstDown': -0.01, 'secondDown': 0.06, 'thirdDown': 0.62, 'cumulative': {'total': 150.2, 'passing': 1123.8, 'rushing': 43}}"
2021,Mid-American,Miami (OH),"{'overall': 0.25, 'passing': 0.39, 'rushing': 0.13, 'firstDown': 0.13, 'secondDown': 0.33, 'thirdDown': 0.49, 'cumulative': {'total': 220.2, 'passing': 169.26, 'rushing': 55.7}}","{'overall': 0.16, 'passing': 0.23, 'rushing': 0.13, 'firstDown': 0.06, 'secondDown': 0.09, 'thirdDown': 0.48, 'cumulative': {'total': 138.6, 'passing': 954.4, 'rushing': 56.9}}"
2021,Big Ten,Michigan,"{'overall': 0.26, 'passing': 0.31, 'rushing': 0.23, 'firstDown': 0.1, 'secondDown': 0.26, 'thirdDown': 0.69, 'cumulative': {'total': 250.1, 'passing': 125.34, 'rushing': 124.8}}","{'overall': 0.1, 'passing': 0.17, 'rushing': 0.02, 'firstDown': 0.01, 'secondDown': 0.02, 'thirdDown': 0.3, 'cumulative': {'total': 89.8, 'passing': 823.2, 'rushing': 7.5}}"
2021,Big Ten,Michigan State,"{'overall': 0.25, 'passing': 0.36, 'rushing': 0.16, 'firstDown': 0.13, 'secondDown': 0.16, 'thirdDown': 0.57, 'cumulative': {'total': 214.2, 'passing': 147.68, 'rushing': 71.6}}","{'overall': 0.18, 'passing': 0.27, 'rushing': 0.06, 'firstDown': -0.03, 'secondDown': 0.2, 'thirdDown': 0.54, 'cumulative': {'total': 186.8, 'passing': 1639.7, 'rushing': 23.9}}"
