game_id,season,week,team,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
401856799,2026,3,Arkansas State,TCU,-0.19,-0.49,0.1,0.21,0.77,-0.18
401856687,2026,3,Auburn,Florida,0.17,0.27,0.22,0.31,0.58,0.21
401866422,2026,3,Ball State,Liberty,0.18,0.01,0.35,0.5,0.78,0.34
401867804,2026,3,Baylor,Louisiana Tech,0.21,0.31,0.18,0.01,0.05,-0.01
401860885,2026,3,Boise State,South Dakota,0.3,0.39,0.24,0.02,0.23,-0.23
401858227,2026,3,Boston College,Maine,-0.06,0.12,-0.15,-0.04,0.24,-0.16
401856798,2026,3,Bowling Green,Iowa State,-0.16,-0.28,-0.07,0.32,0.26,0.44
401858456,2026,3,Buffalo,Penn State,-0.12,-0.18,-0.01,0.4,0.64,0.27
401856795,2026,3,BYU,Colorado State,0.32,0.15,0.44,-0.02,-0.08,0.06
401858233,2026,3,California,Wagner,0.46,0.7,0.11,-0.15,-0.24,-0.05
401864508,2026,3,Central Michigan,Wyoming,0.29,-0.05,0.34,0.12,-0.15,0.21
401864574,2026,3,Charlotte,App State,-0.18,0.0,-0.26,0.07,0.43,-0.3
401856797,2026,3,Cincinnati,Miami (OH),0.23,0.35,0.08,0.22,0.75,0.09
401858229,2026,3,Clemson,North Carolina,0.19,0.25,0.36,-0.08,-0.27,0.27
401869940,2026,3,Coastal Carolina,Delaware,0.29,0.29,0.24,0.16,0.39,-0.04
401856796,2026,3,Colorado,Northwestern,-0.14,-0.24,-0.07,0.21,0.78,-0.02
401856795,2026,3,Colorado State,BYU,-0.02,-0.08,0.06,0.32,0.15,0.44
401869940,2026,3,Delaware,Coastal Carolina,0.16,0.39,-0.04,0.29,0.29,0.24
401858231,2026,3,Duke,Stanford,0.4,0.57,0.31,-0.13,-0.21,-0.05
401862710,2026,3,East Carolina,Old Dominion,-0.28,-0.32,-0.24,-0.25,-0.57,-0.07
401858460,2026,3,Eastern Michigan,Wisconsin,-0.3,-0.17,0.0,0.41,0.74,0.17
401856687,2026,3,Florida,Auburn,0.31,0.58,0.21,0.17,0.27,0.22
401862771,2026,3,Florida Atlantic,Florida International,0.06,0.1,-0.04,-0.03,0.06,-0.05
401862771,2026,3,Florida International,Florida Atlantic,-0.03,0.06,-0.05,0.06,0.1,-0.04
401856685,2026,3,Florida State,Alabama,0.17,0.23,0.16,0.46,0.59,0.33
401860888,2026,3,Fresno State,San José State,0.04,0.3,-0.13,-0.17,-0.1,-0.05
401856686,2026,3,Georgia,Arkansas,0.38,0.46,0.39,0.07,0.19,-0.23
401869948,2026,3,Georgia Southern,Jacksonville State,0.04,0.01,0.24,0.37,0.45,0.3
401856800,2026,3,Georgia State,UCF,0.05,0.11,0.15,0.23,-0.25,0.44
401858228,2026,3,Georgia Tech,Mercer,0.33,0.71,0.13,0.04,-0.14,0.06
401856811,2026,3,Houston,Texas Tech,0.28,0.35,0.23,0.26,0.6,0.25
401858448,2026,3,Illinois,Southern Illinois,0.45,0.57,0.51,-0.24,-0.22,-0.28
401858449,2026,3,Indiana,Western Kentucky,0.32,0.51,0.23,-0.38,-0.34,-0.42
401858471,2026,3,Iowa,Northern Iowa,0.67,0.37,0.86,-0.37,-0.46,-0.25
401856798,2026,3,Iowa State,Bowling Green,0.32,0.26,0.44,-0.16,-0.28,-0.07
401869948,2026,3,Jacksonville State,Georgia Southern,0.37,0.45,0.3,0.04,0.01,0.24
401860887,2026,3,James Madison,San Diego State,0.17,0.42,0.02,-0.08,-0.25,0.06
401856812,2026,3,Kansas,Arizona State,0.14,0.05,0.1,-0.2,-0.18,-0.06
401856792,2026,3,Kansas State,Tulane,0.36,0.49,0.28,0.06,-0.14,0.31
401856692,2026,3,Kennesaw State,Tennessee,0.06,0.16,0.04,0.38,0.29,0.43
401858454,2026,3,Kent State,Ohio State,-0.45,-0.38,-0.51,0.29,0.53,0.11
401856694,2026,3,Kentucky,Texas A&M,0.45,0.83,0.19,-0.05,-0.12,0.16
401866422,2026,3,Liberty,Ball State,0.5,0.78,0.34,0.18,0.01,0.35
401862776,2026,3,Louisiana,UAB,0.06,-0.05,0.11,-0.26,-0.12,-0.23
401867804,2026,3,Louisiana Tech,Baylor,0.01,0.05,-0.01,0.21,0.31,0.18
401858230,2026,3,Louisville,SMU,0.41,0.59,0.32,0.0,0.34,0.03
401856688,2026,3,LSU,Ole Miss,0.23,0.4,0.15,0.31,0.31,0.31
401871047,2026,3,Marshall,Missouri State,0.34,0.54,0.23,0.39,0.64,0.17
401858232,2026,3,Maryland,Virginia Tech,0.31,0.39,0.04,0.39,0.62,0.14
401866424,2026,3,Massachusetts,Stonehill,0.14,0.09,0.29,-0.27,0.2,-0.61
401862772,2026,3,Memphis,UT Martin,0.32,0.52,0.2,0.13,0.18,0.1
401858226,2026,3,Miami,Wake Forest,0.25,0.46,0.08,0.05,0.09,-0.02
401856797,2026,3,Miami (OH),Cincinnati,0.22,0.75,0.09,0.23,0.35,0.08
401858450,2026,3,Michigan,UTEP,0.33,0.72,0.16,-0.24,-0.33,-0.19
401858453,2026,3,Michigan State,Notre Dame,-0.1,-0.18,0.0,0.18,0.47,0.03
401864443,2026,3,Middle Tennessee,Nevada,0.15,0.28,0.15,-0.03,0.17,-0.17
401858451,2026,3,Minnesota,Akron,0.22,0.17,0.24,-0.12,-0.1,-0.12
401856691,2026,3,Mississippi State,South Carolina,0.27,0.7,0.07,0.12,0.13,0.11
401856689,2026,3,Missouri,Troy,0.18,0.18,0.08,-0.09,0.1,-0.08
401871047,2026,3,Missouri State,Marshall,0.39,0.64,0.17,0.34,0.54,0.23
401856695,2026,3,NC State,Vanderbilt,0.03,0.28,-0.17,0.4,0.46,0.6
401858452,2026,3,Nebraska,North Dakota,0.38,0.51,0.31,-0.03,-0.35,-0.02
401864443,2026,3,Nevada,Middle Tennessee,-0.03,0.17,-0.17,0.15,0.28,0.15
401856690,2026,3,New Mexico,Oklahoma,-0.23,-0.43,-0.08,-0.08,0.46,-0.2
401858229,2026,3,North Carolina,Clemson,-0.08,-0.27,0.27,0.19,0.25,0.36
401864507,2026,3,North Dakota State,Sacramento State,0.09,0.45,-0.16,-0.14,0.27,-0.65
401856793,2026,3,Northern Illinois,Arizona,0.04,0.18,0.06,0.42,0.45,0.31
401860889,2026,3,North Texas,Texas State,0.23,0.36,0.0,0.53,1.13,0.32
401856796,2026,3,Northwestern,Colorado,0.21,0.78,-0.02,-0.14,-0.24,-0.07
401858453,2026,3,Notre Dame,Michigan State,0.18,0.47,0.03,-0.1,-0.18,0.0
401866423,2026,3,Ohio,South Alabama,0.39,0.28,0.48,0.39,0.68,0.29
401858454,2026,3,Ohio State,Kent State,0.29,0.53,0.11,-0.45,-0.38,-0.51
401856690,2026,3,Oklahoma,New Mexico,-0.08,0.46,-0.2,-0.23,-0.43,-0.08
401856803,2026,3,Oklahoma State,Murray State,0.59,1.23,0.19,-0.2,-0.14,-0.26
401862710,2026,3,Old Dominion,East Carolina,-0.25,-0.57,-0.07,-0.28,-0.32,-0.24
401856688,2026,3,Ole Miss,LSU,0.31,0.31,0.31,0.23,0.4,0.15
401858455,2026,3,Oregon,Portland State,0.61,0.7,0.54,-0.57,-0.16,-0.52
401860886,2026,3,Oregon State,Montana,0.51,0.83,0.12,0.06,0.1,0.01
401858456,2026,3,Penn State,Buffalo,0.4,0.64,0.27,-0.12,-0.18,-0.01
401858225,2026,3,Pittsburgh,Syracuse,0.14,-0.31,0.45,-0.08,-0.21,0.11
401858458,2026,3,Purdue,UCLA,0.39,0.74,0.02,0.52,0.42,0.61
401862773,2026,3,Rice,Western Michigan,0.09,0.08,0.11,0.13,-0.09,0.26
401858457,2026,3,Rutgers,USC,0.18,0.19,0.21,0.36,0.42,0.26
401864507,2026,3,Sacramento State,North Dakota State,-0.14,0.27,-0.65,0.09,0.45,-0.16
401870764,2026,3,Sam Houston,Nicholls,0.5,0.85,0.3,-0.33,-0.43,-0.13
401860887,2026,3,San Diego State,James Madison,-0.08,-0.25,0.06,0.17,0.42,0.02
401860888,2026,3,San José State,Fresno State,-0.17,-0.1,-0.05,0.04,0.3,-0.13
401858230,2026,3,SMU,Louisville,0.0,0.34,0.03,0.41,0.59,0.32
401866423,2026,3,South Alabama,Ohio,0.39,0.68,0.29,0.39,0.28,0.48
401856691,2026,3,South Carolina,Mississippi State,0.12,0.13,0.11,0.27,0.7,0.07
401861963,2026,3,Southern Miss,UConn,-0.17,-0.32,0.12,0.24,0.44,0.23
401862777,2026,3,South Florida,Delaware State,0.68,0.54,0.87,0.15,0.62,-0.25
401858231,2026,3,Stanford,Duke,-0.13,-0.21,-0.05,0.4,0.57,0.31
401858225,2026,3,Syracuse,Pittsburgh,-0.08,-0.21,0.11,0.14,-0.31,0.45
401856799,2026,3,TCU,Arkansas State,0.21,0.77,-0.18,-0.19,-0.49,0.1
401862774,2026,3,Temple,Toledo,0.33,0.56,0.23,0.38,0.44,0.3
401856692,2026,3,Tennessee,Kennesaw State,0.38,0.29,0.43,0.06,0.16,0.04
401856693,2026,3,Texas,UTSA,0.04,-0.03,0.1,-0.17,-0.28,-0.05
401856694,2026,3,Texas A&M,Kentucky,-0.05,-0.12,0.16,0.45,0.83,0.19
401860889,2026,3,Texas State,North Texas,0.53,1.13,0.32,0.23,0.36,0.0
401856811,2026,3,Texas Tech,Houston,0.26,0.6,0.25,0.28,0.35,0.23
401862774,2026,3,Toledo,Temple,0.38,0.44,0.3,0.33,0.56,0.23
401856689,2026,3,Troy,Missouri,-0.09,0.1,-0.08,0.18,0.18,0.08
401856792,2026,3,Tulane,Kansas State,0.06,-0.14,0.31,0.36,0.49,0.28
401862775,2026,3,Tulsa,East Texas A&M,0.32,0.25,0.37,-0.19,-0.29,-0.12
401862776,2026,3,UAB,Louisiana,-0.26,-0.12,-0.23,0.06,-0.05,0.11
401856800,2026,3,UCF,Georgia State,0.23,-0.25,0.44,0.05,0.11,0.15
401858458,2026,3,UCLA,Purdue,0.52,0.42,0.61,0.39,0.74,0.02
401861963,2026,3,UConn,Southern Miss,0.24,0.44,0.23,-0.17,-0.32,0.12
401868317,2026,3,UL Monroe,SE Louisiana,-0.08,-0.25,0.38,0.08,0.35,-0.03
401858457,2026,3,USC,Rutgers,0.36,0.42,0.26,0.18,0.19,0.21
401856801,2026,3,Utah,Utah State,0.19,0.3,0.07,-0.17,-0.06,-0.36
401856801,2026,3,Utah State,Utah,-0.17,-0.06,-0.36,0.19,0.3,0.07
401858450,2026,3,UTEP,Michigan,-0.24,-0.33,-0.19,0.33,0.72,0.16
401856693,2026,3,UTSA,Texas,-0.17,-0.28,-0.05,0.04,-0.03,0.1
401856695,2026,3,Vanderbilt,NC State,0.4,0.46,0.6,0.03,0.28,-0.17
401856802,2026,3,Virginia,West Virginia,0.15,0.11,0.22,0.3,0.69,0.17
401858232,2026,3,Virginia Tech,Maryland,0.39,0.62,0.14,0.31,0.39,0.04
401858226,2026,3,Wake Forest,Miami,0.05,0.09,-0.02,0.25,0.46,0.08
401858459,2026,3,Washington,Eastern Washington,0.48,0.68,0.17,-0.24,-0.12,-0.27
401860890,2026,3,Washington State,Duquesne,0.33,0.66,0.32,-0.37,-0.19,-0.07
401858449,2026,3,Western Kentucky,Indiana,-0.38,-0.34,-0.42,0.32,0.51,0.23
401862773,2026,3,Western Michigan,Rice,0.13,-0.09,0.26,0.09,0.08,0.11
401856802,2026,3,West Virginia,Virginia,0.3,0.69,0.17,0.15,0.11,0.22
401858460,2026,3,Wisconsin,Eastern Michigan,0.41,0.74,0.17,-0.3,-0.17,0.0
401864508,2026,3,Wyoming,Central Michigan,0.12,-0.15,0.21,0.29,-0.05,0.34
