game_id,season,week,season_type,start_date,neutral_site,conference_game,home_team,home_conference,home_points,away_team,away_conference,away_points,home_pregame_elo,away_pregame_elo,excitement_index,point_diff,total_points
401218616,2020,1,regular,2020-08-30T01:00:00.000Z,True,False,Central Arkansas,Southland,24,Austin Peay,OVC,17,,,,7,41
401238035,2020,1,regular,2020-09-04T00:00:00.000Z,False,False,UAB,Conference USA,45,Central Arkansas,Southland,35,,,2.226002,10,80
401207101,2020,1,regular,2020-09-04T01:00:00.000Z,False,False,Southern Miss,Conference USA,21,South Alabama,Sun Belt,32,1451.0,1227.0,5.58695,-11,53
401237353,2020,1,regular,2020-09-05T17:00:00.000Z,False,False,Marshall,Conference USA,59,Eastern Kentucky,OVC,0,,,1.1456028928,59,59
401235700,2020,1,regular,2020-09-05T17:30:00.000Z,False,False,Army,FBS Independents,42,Middle Tennessee,Conference USA,0,1495.0,1429.0,2.4709131227,42,42
401212484,2020,1,regular,2020-09-05T20:30:00.000Z,False,False,Texas State,Sun Belt,24,SMU,American Athletic,31,1193.0,1557.0,3.2882211247,-7,55
401207098,2020,1,regular,2020-09-05T23:30:00.000Z,False,False,North Texas,Conference USA,57,Houston Christian,Southland,31,,,1.6443047117,26,88
401212553,2020,1,regular,2020-09-06T00:00:00.000Z,False,False,Memphis,American Athletic,37,Arkansas State,Sun Belt,24,1698.0,1431.0,3.8455083297,13,61
401239884,2020,1,regular,2020-09-06T01:00:00.000Z,False,False,UTEP,Conference USA,24,Stephen F. Austin,Southland,14,,,6.510044664,10,38
401234576,2020,1,regular,2020-09-08T00:00:00.000Z,False,False,Navy,American Athletic,3,BYU,FBS Independents,55,1625.0,1513.0,1.7226811047,-52,58
401234559,2020,2,regular,2020-09-11T00:00:00.000Z,False,False,Miami,ACC,31,UAB,Conference USA,14,1528.0,1399.0,3.686792617,17,45
401234565,2020,2,regular,2020-09-12T16:00:00.000Z,False,True,North Carolina,ACC,31,Syracuse,ACC,6,1615.0,1481.0,3.2978536983,25,37
401236038,2020,2,regular,2020-09-12T16:00:00.000Z,False,False,West Virginia,Big 12,56,Eastern Kentucky,OVC,10,,,1.0520707724,46,66
401236221,2020,2,regular,2020-09-12T16:00:00.000Z,False,False,Iowa State,Big 12,14,Louisiana,Sun Belt,31,1663.0,1651.0,4.777614325,-17,45
401236081,2020,2,regular,2020-09-12T16:00:00.000Z,False,False,App State,Sun Belt,35,Charlotte,Conference USA,20,1696.0,1377.0,5.0994058158,15,55
401236053,2020,2,regular,2020-09-12T16:00:00.000Z,False,False,Kansas State,Big 12,31,Arkansas State,Sun Belt,35,1632.0,1427.0,7.1983025295,-4,66
401240113,2020,2,regular,2020-09-12T17:30:00.000Z,False,False,Army,FBS Independents,37,UL Monroe,Sun Belt,7,1610.0,1305.0,1.7599924498,30,44
401234574,2020,2,regular,2020-09-12T18:30:00.000Z,False,True,Notre Dame,FBS Independents,27,Duke,ACC,13,1833.0,1411.0,3.637262785,14,40
401207113,2020,2,regular,2020-09-12T19:30:00.000Z,False,False,Texas State,Sun Belt,48,UTSA,Conference USA,51,1206.0,1222.0,8.0968410558,-3,99
401240233,2020,2,regular,2020-09-12T20:00:00.000Z,False,False,Pittsburgh,ACC,55,Austin Peay,OVC,0,,,1.1571226423,55,55
401234563,2020,2,regular,2020-09-12T20:00:00.000Z,False,True,Florida State,ACC,13,Georgia Tech,ACC,16,1496.0,1341.0,5.8038345134,-3,29
401215298,2020,2,regular,2020-09-12T20:14:00.000Z,False,False,Georgia Southern,Sun Belt,27,Campbell,Big South,26,,,6.9344930237,1,53
401236054,2020,2,regular,2020-09-12T23:00:00.000Z,False,False,Oklahoma,Big 12,48,Missouri State,MVFC,0,,,1.0134807925,48,48
401240039,2020,2,regular,2020-09-12T23:00:00.000Z,False,False,South Florida,American Athletic,27,The Citadel,Southern,6,,,2.9737388347,21,33
401234562,2020,2,regular,2020-09-12T23:30:00.000Z,False,True,Wake Forest,ACC,13,Clemson,ACC,37,1510.0,2062.0,0.2919910883,-24,50
401239973,2020,2,regular,2020-09-12T23:30:00.000Z,False,False,South Alabama,Sun Belt,24,Tulane,American Athletic,27,1272.0,1531.0,8.4177973424,-3,51
401234564,2020,2,regular,2020-09-13T00:00:00.000Z,False,False,Louisville,ACC,35,Western Kentucky,Conference USA,21,1437.0,1515.0,2.872543934,14,56
401236222,2020,2,regular,2020-09-13T00:00:00.000Z,False,False,Texas,Big 12,59,UTEP,Conference USA,3,1744.0,1145.0,1.0180516733,56,62
401236039,2020,2,regular,2020-09-13T00:00:00.000Z,False,False,Texas Tech,Big 12,35,Houston Christian,Southland,33,,,2.1597584691,2,68
401236658,2020,2,regular,2020-09-13T02:00:00.000Z,False,False,Kansas,Big 12,23,Coastal Carolina,Sun Belt,38,1315.0,1316.0,3.3118189868,-15,61
401240126,2020,3,regular,2020-09-18T23:30:00.000Z,False,False,Coastal Carolina,Sun Belt,43,Campbell,Big South,21,,,1.5471460721,22,64
401212541,2020,3,regular,2020-09-19T16:00:00.000Z,False,False,Cincinnati,American Athletic,55,Austin Peay,OVC,20,,,1.1096572091,35,75
401234567,2020,3,regular,2020-09-19T16:00:00.000Z,False,True,Duke,ACC,6,Boston College,ACC,26,1416.0,1465.0,4.6771712511,-20,32
401212522,2020,3,regular,2020-09-19T16:00:00.000Z,False,True,Tulane,American Athletic,24,Navy,American Athletic,27,1521.0,1438.0,4.6042706648,-3,51
401236041,2020,3,regular,2020-09-19T16:00:00.000Z,False,False,Oklahoma State,Big 12,16,Tulsa,American Athletic,7,1596.0,1413.0,6.4507386828,9,23
401215301,2020,3,regular,2020-09-19T16:00:00.000Z,False,True,Georgia State,Sun Belt,31,Louisiana,Sun Belt,34,1305.0,1693.0,10.516580686,-3,65
401234571,2020,3,regular,2020-09-19T16:00:00.000Z,False,True,Pittsburgh,ACC,21,Syracuse,ACC,10,1503.0,1433.0,3.715638939,11,31
401207124,2020,3,regular,2020-09-19T16:00:00.000Z,False,False,Western Kentucky,Conference USA,24,Liberty,FBS Independents,30,1480.0,1390.0,5.9776053659,-6,54
401241282,2020,3,regular,2020-09-19T18:30:00.000Z,False,False,Notre Dame,FBS Independents,52,South Florida,American Athletic,0,1828.0,1335.0,1.2391030155,52,52
401236939,2020,3,regular,2020-09-19T19:30:00.000Z,False,False,Marshall,Conference USA,17,App State,Sun Belt,7,1464.0,1700.0,7.114579305,10,24
401234568,2020,3,regular,2020-09-19T19:30:00.000Z,False,False,Georgia Tech,ACC,21,UCF,American Athletic,49,1355.0,1757.0,3.0977925754,-28,70
401240041,2020,3,regular,2020-09-19T19:30:00.000Z,False,False,UTSA,Conference USA,24,Stephen F. Austin,Southland,10,,,3.7329129012,14,34
401240640,2020,3,regular,2020-09-19T19:30:00.000Z,False,False,Middle Tennessee,Conference USA,14,Troy,Sun Belt,47,1314.0,1388.0,3.3683983995,-33,61
401237492,2020,3,regular,2020-09-19T20:00:00.000Z,False,False,Clemson,ACC,49,The Citadel,Southern,0,,,1.0102957486,49,49
401207120,2020,3,regular,2020-09-19T22:00:00.000Z,False,False,North Texas,Conference USA,35,SMU,American Athletic,65,1384.0,1544.0,1.2213852656,-30,100
401215302,2020,3,regular,2020-09-19T23:30:00.000Z,False,True,UL Monroe,Sun Belt,17,Texas State,Sun Belt,38,1261.0,1202.0,3.4710018172,-21,55
401234569,2020,3,regular,2020-09-19T23:30:00.000Z,False,True,Louisville,ACC,34,Miami,ACC,47,1472.0,1553.0,3.5186606945,-13,81
401207106,2020,3,regular,2020-09-19T23:30:00.000Z,False,True,Southern Miss,Conference USA,30,Louisiana Tech,Conference USA,31,1406.0,1536.0,5.5944485365,-1,61
401234570,2020,3,regular,2020-09-20T00:00:00.000Z,False,True,NC State,ACC,45,Wake Forest,ACC,42,1347.0,1506.0,9.813293487,3,87
401239885,2020,3,regular,2020-09-20T01:00:00.000Z,False,False,UTEP,Conference USA,17,Abilene Christian,Southland,13,,,5.6544768066,4,30
401207132,2020,4,regular,2020-09-24T23:30:00.000Z,False,False,South Alabama,Sun Belt,10,UAB,Conference USA,42,1282.0,1374.0,2.2304695652,-32,52
401207134,2020,4,regular,2020-09-26T00:00:00.000Z,False,False,UTSA,Conference USA,37,Middle Tennessee,Conference USA,35,1226.0,1229.0,7.2759253539,2,72
401235996,2020,4,regular,2020-09-26T16:00:00.000Z,False,True,Oklahoma,Big 12,35,Kansas State,Big 12,38,1771.0,1611.0,2.5534931328,-3,73
401237034,2020,4,regular,2020-09-26T16:00:00.000Z,False,True,Auburn,SEC,29,Kentucky,SEC,13,1782.0,1649.0,6.4747765544,16,42
401215303,2020,4,regular,2020-09-26T16:00:00.000Z,False,True,Louisiana,Sun Belt,20,Georgia Southern,Sun Belt,18,1676.0,1465.0,6.8051293194,2,38
401234595,2020,4,regular,2020-09-26T16:00:00.000Z,False,True,Pittsburgh,ACC,23,Louisville,ACC,20,1518.0,1451.0,7.1413906815,3,43
401236952,2020,4,regular,2020-09-26T16:00:00.000Z,False,True,Ole Miss,SEC,35,Florida,SEC,51,1558.0,1778.0,3.2136726644,-16,86
401234594,2020,4,regular,2020-09-26T16:00:00.000Z,False,True,Syracuse,ACC,37,Georgia Tech,ACC,20,1418.0,1325.0,7.2956174238,17,57
401236253,2020,4,regular,2020-09-26T16:00:00.000Z,False,False,App State,Sun Belt,52,Campbell,Big South,21,,,2.1694747215,31,73
401212536,2020,4,regular,2020-09-26T16:00:00.000Z,False,True,East Carolina,American Athletic,28,UCF,American Athletic,51,1237.0,1787.0,1.3759895565,-23,79
401237493,2020,4,regular,2020-09-26T17:00:00.000Z,False,False,The Citadel,Southern,14,Eastern Kentucky,OVC,37,,,,-23,51
401207126,2020,4,regular,2020-09-26T17:00:00.000Z,False,False,Liberty,FBS Independents,36,Florida International,Conference USA,34,1408.0,1383.0,7.1424725496,2,70
401235994,2020,4,regular,2020-09-26T17:30:00.000Z,False,True,TCU,Big 12,34,Iowa State,Big 12,37,1583.0,1621.0,7.792093109,-3,71
401240996,2020,4,regular,2020-09-26T19:30:00.000Z,False,False,Cincinnati,American Athletic,24,Army,FBS Independents,10,1673.0,1654.0,5.4817205335,14,34
401235995,2020,4,regular,2020-09-26T19:30:00.000Z,False,True,Texas Tech,Big 12,56,Texas,Big 12,63,1525.0,1833.0,6.1244761314,-7,119
401240194,2020,4,regular,2020-09-26T19:30:00.000Z,False,False,UL Monroe,Sun Belt,6,UTEP,Conference USA,31,1200.0,1056.0,2.4813557374,-25,37
401235997,2020,4,regular,2020-09-26T19:30:00.000Z,False,True,Oklahoma State,Big 12,27,West Virginia,Big 12,13,1599.0,1507.0,5.4786056479,14,40
401237035,2020,4,regular,2020-09-26T19:30:00.000Z,False,True,LSU,SEC,34,Mississippi State,SEC,44,2061.0,1550.0,8.0429060239,-10,78
401234638,2020,4,regular,2020-09-26T20:00:00.000Z,False,True,Virginia,ACC,38,Duke,ACC,20,1609.0,1371.0,8.2935602524,18,58
401237033,2020,4,regular,2020-09-26T20:00:00.000Z,False,True,Arkansas,SEC,10,Georgia,SEC,37,1307.0,1832.0,3.6135901615,-27,47
401241303,2020,4,regular,2020-09-26T22:00:00.000Z,False,False,Boston College,ACC,24,Texas State,Sun Belt,21,1510.0,1263.0,8.0038186235,3,45
401234734,2020,4,regular,2020-09-26T23:00:00.000Z,False,False,Southern Miss,Conference USA,24,Tulane,American Athletic,66,1411.0,1511.0,3.823246856,-42,90
401236951,2020,4,regular,2020-09-26T23:00:00.000Z,False,True,Missouri,SEC,19,Alabama,SEC,38,1592.0,1962.0,0.4675226869,-19,57
401232157,2020,4,regular,2020-09-26T23:00:00.000Z,False,False,Louisiana Tech,Conference USA,66,Houston Christian,Southland,38,,,2.0386889855,28,104
401212485,2020,4,regular,2020-09-26T23:00:00.000Z,False,False,SMU,American Athletic,50,Stephen F. Austin,Southland,7,,,1.0793084884,43,57
401234593,2020,4,regular,2020-09-26T23:30:00.000Z,False,True,Miami,ACC,52,Florida State,ACC,10,1574.0,1482.0,1.9746740462,42,62
401235993,2020,4,regular,2020-09-26T23:30:00.000Z,False,True,Baylor,Big 12,47,Kansas,Big 12,14,1717.0,1280.0,3.1473599929,33,61
401237036,2020,4,regular,2020-09-26T23:30:00.000Z,False,True,South Carolina,SEC,27,Tennessee,SEC,31,1498.0,1545.0,7.2541515894,-4,58
401237037,2020,4,regular,2020-09-26T23:30:00.000Z,False,True,Texas A&M,SEC,17,Vanderbilt,SEC,12,1647.0,1289.0,2.7808650362,5,29
401236381,2020,4,regular,2020-09-27T00:00:00.000Z,False,False,Central Arkansas,Southland,27,Missouri State,MVFC,20,,,,7,47
401234566,2020,4,regular,2020-09-27T00:00:00.000Z,False,True,Virginia Tech,ACC,45,NC State,ACC,24,1623.0,1350.0,2.5416915298,21,69
401236223,2020,4,regular,2020-09-27T02:15:00.000Z,False,False,BYU,FBS Independents,48,Troy,Sun Belt,7,1700.0,1473.0,2.3144406494,41,55
401240282,2020,5,regular,2020-10-02T23:00:00.000Z,False,False,Wake Forest,ACC,66,Campbell,Big South,14,,,1.2817685774,52,80
401246275,2020,5,regular,2020-10-03T01:00:00.000Z,False,False,BYU,FBS Independents,45,Louisiana Tech,Conference USA,14,1789.0,1531.0,1.8450869083,31,59
