game_id,season,week,team,conference,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
401212553,2020,1,Arkansas State,Sun Belt,Memphis,0.2,0.25,0.14,0.33,0.71,0.04
401235700,2020,1,Army,FBS Independents,Middle Tennessee,0.38,0.53,0.37,-0.19,-0.25,-0.13
401234576,2020,1,BYU,FBS Independents,Navy,0.46,0.84,0.29,-0.25,-0.28,-0.24
401237353,2020,1,Marshall,Conference USA,Eastern Kentucky,0.53,0.78,0.38,-0.1,-0.09,-0.1
401212553,2020,1,Memphis,American Athletic,Arkansas State,0.33,0.71,0.04,0.2,0.25,0.14
401235700,2020,1,Middle Tennessee,Conference USA,Army,-0.19,-0.25,-0.13,0.38,0.53,0.37
401234576,2020,1,Navy,American Athletic,BYU,-0.25,-0.28,-0.24,0.46,0.84,0.29
401207098,2020,1,North Texas,Conference USA,Houston Christian,0.58,0.98,0.32,0.3,0.38,0.08
401212484,2020,1,SMU,American Athletic,Texas State,0.2,0.33,0.09,0.14,-0.05,0.36
401207101,2020,1,South Alabama,Sun Belt,Southern Miss,0.3,0.52,0.12,0.23,0.55,-0.09
401207101,2020,1,Southern Miss,Conference USA,South Alabama,0.23,0.55,-0.09,0.3,0.52,0.12
401212484,2020,1,Texas State,Sun Belt,SMU,0.14,-0.05,0.36,0.2,0.33,0.09
401238035,2020,1,UAB,Conference USA,Central Arkansas,0.27,0.52,0.11,0.11,0.0,0.4
401239884,2020,1,UTEP,Conference USA,Stephen F. Austin,0.19,0.47,-0.03,0.18,0.29,0.07
401236081,2020,2,App State,Sun Belt,Charlotte,0.33,0.48,0.27,-0.14,-0.29,0.02
401236053,2020,2,Arkansas State,Sun Belt,Kansas State,0.23,0.38,0.03,0.13,0.43,-0.13
401240113,2020,2,Army,FBS Independents,UL Monroe,0.38,-0.05,0.41,-0.06,0.26,-0.53
401236081,2020,2,Charlotte,Conference USA,App State,-0.14,-0.29,0.02,0.33,0.48,0.27
401234562,2020,2,Clemson,ACC,Wake Forest,0.35,0.58,0.14,-0.04,0.08,-0.23
401236658,2020,2,Coastal Carolina,Sun Belt,Kansas,0.26,0.39,0.21,0.14,0.16,0.12
401234574,2020,2,Duke,ACC,Notre Dame,0.02,-0.01,0.06,0.18,0.2,0.16
401234563,2020,2,Florida State,ACC,Georgia Tech,0.08,0.0,0.19,0.15,0.25,0.05
401215298,2020,2,Georgia Southern,Sun Belt,Campbell,0.22,0.11,0.25,0.35,0.31,0.39
401234563,2020,2,Georgia Tech,ACC,Florida State,0.15,0.25,0.05,0.08,0.0,0.19
401236221,2020,2,Iowa State,Big 12,Louisiana,0.11,-0.14,0.37,0.17,0.29,0.09
401236658,2020,2,Kansas,Big 12,Coastal Carolina,0.14,0.16,0.12,0.26,0.39,0.21
401236053,2020,2,Kansas State,Big 12,Arkansas State,0.13,0.43,-0.13,0.23,0.38,0.03
401236221,2020,2,Louisiana,Sun Belt,Iowa State,0.17,0.29,0.09,0.11,-0.14,0.37
401234564,2020,2,Louisville,ACC,Western Kentucky,0.35,0.62,0.11,-0.06,-0.28,0.1
401234559,2020,2,Miami,ACC,UAB,0.34,0.21,0.41,0.06,0.23,-0.19
401234565,2020,2,North Carolina,ACC,Syracuse,0.33,0.47,0.17,-0.23,-0.25,-0.2
401234574,2020,2,Notre Dame,FBS Independents,Duke,0.18,0.2,0.16,0.02,-0.01,0.06
401236054,2020,2,Oklahoma,Big 12,Missouri State,0.43,0.83,-0.09,-0.18,-0.18,-0.18
401240233,2020,2,Pittsburgh,ACC,Austin Peay,0.46,0.59,0.36,-0.11,-0.11,-0.1
401239973,2020,2,South Alabama,Sun Belt,Tulane,0.13,0.35,-0.17,0.08,-0.07,0.2
401240039,2020,2,South Florida,American Athletic,The Citadel,0.15,-0.32,0.52,0.02,0.0,0.03
401234565,2020,2,Syracuse,ACC,North Carolina,-0.23,-0.25,-0.2,0.33,0.47,0.17
401236222,2020,2,Texas,Big 12,UTEP,0.48,0.6,0.33,-0.15,-0.01,-0.34
401207113,2020,2,Texas State,Sun Belt,UTSA,0.12,0.04,0.22,0.21,0.2,0.22
401236039,2020,2,Texas Tech,Big 12,Houston Christian,0.37,0.54,0.16,0.32,0.57,-0.34
401239973,2020,2,Tulane,American Athletic,South Alabama,0.08,-0.07,0.2,0.13,0.35,-0.17
401234559,2020,2,UAB,Conference USA,Miami,0.06,0.23,-0.19,0.34,0.21,0.41
401240113,2020,2,UL Monroe,Sun Belt,Army,-0.06,0.26,-0.53,0.38,-0.05,0.41
401236222,2020,2,UTEP,Conference USA,Texas,-0.15,-0.01,-0.34,0.48,0.6,0.33
401207113,2020,2,UTSA,Conference USA,Texas State,0.21,0.2,0.22,0.12,0.04,0.22
401234562,2020,2,Wake Forest,ACC,Clemson,-0.04,0.08,-0.23,0.35,0.58,0.14
401234564,2020,2,Western Kentucky,Conference USA,Louisville,-0.06,-0.28,0.1,0.35,0.62,0.11
