game_id,season,week,team,conference,opponent,off_epa,off_epa_pass,off_epa_rush,def_epa,def_epa_pass,def_epa_rush
401310861,2021,1,Air Force,Mountain West,Lafayette,0.37,0.4,0.37,0.24,0.35,0.18
401281944,2021,1,Akron,Mid-American,Auburn,0.19,0.33,0.07,0.78,0.74,0.81
401281942,2021,1,Alabama,SEC,Miami,0.34,0.64,0.02,0.01,0.1,-0.12
401300993,2021,1,App State,Sun Belt,East Carolina,0.35,0.47,0.26,0.2,0.2,0.18
401309841,2021,1,Arizona,Pac-12,BYU,0.11,0.04,0.22,0.25,0.48,0.09
401309835,2021,1,Arizona State,Pac-12,Southern Utah,0.62,0.59,0.64,-0.08,0.05,0.1
401281943,2021,1,Arkansas,SEC,Rice,0.24,0.03,0.43,-0.09,0.29,-0.39
401309598,2021,1,Arkansas State,Sun Belt,Central Arkansas,0.23,0.41,0.04,0.07,0.15,-0.1
401309601,2021,1,Army,FBS Independents,Georgia State,0.39,2.15,0.25,0.17,0.37,0.0
401281944,2021,1,Auburn,SEC,Akron,0.78,0.74,0.81,0.19,0.33,0.07
401309540,2021,1,Ball State,Mid-American,Western Illinois,0.22,0.26,0.19,0.16,0.29,-0.01
401287893,2021,1,Baylor,Big 12,Texas State,0.27,0.11,0.36,0.09,0.28,-0.13
401300995,2021,1,Boise State,Mountain West,UCF,0.13,0.35,-0.21,0.22,0.16,0.28
401282609,2021,1,Boston College,ACC,Colgate,0.56,1.0,0.18,-0.27,-0.55,-0.08
401281952,2021,1,Bowling Green,Mid-American,Tennessee,-0.03,0.01,-0.11,0.19,-0.06,0.3
401309542,2021,1,Buffalo,Mid-American,Wagner,0.49,0.61,0.56,-0.1,-0.02,-0.15
401309841,2021,1,BYU,FBS Independents,Arizona,0.25,0.48,0.09,0.11,0.04,0.22
401309837,2021,1,California,Pac-12,Nevada,0.22,0.16,0.33,0.19,0.43,-0.06
401281950,2021,1,Central Michigan,Mid-American,Missouri,0.23,0.18,0.52,0.13,0.24,0.03
401282052,2021,1,Charlotte,Conference USA,Duke,0.34,0.79,-0.01,0.46,0.28,0.59
401300996,2021,1,Cincinnati,American Athletic,Miami (OH),0.51,0.45,0.58,-0.14,-0.54,0.13
401281946,2021,1,Clemson,ACC,Georgia,-0.28,-0.28,-0.3,-0.02,0.04,-0.09
401328545,2021,1,Coastal Carolina,Sun Belt,The Citadel,0.8,1.01,0.7,0.09,-0.05,0.11
401309836,2021,1,Colorado,Pac-12,Northern Colorado,0.38,0.12,0.48,-0.03,0.02,-0.2
401310695,2021,1,Colorado State,Mountain West,South Dakota State,0.2,0.37,0.14,0.39,0.35,0.43
401282052,2021,1,Duke,ACC,Charlotte,0.46,0.28,0.59,0.34,0.79,-0.01
401300993,2021,1,East Carolina,American Athletic,App State,0.2,0.2,0.18,0.35,0.47,0.26
401309541,2021,1,Eastern Michigan,Mid-American,St. Francis (PA),0.2,0.14,0.27,0.04,-0.03,0.22
401281945,2021,1,Florida,SEC,Florida Atlantic,0.32,0.01,0.67,0.13,0.16,0.1
401281945,2021,1,Florida Atlantic,Conference USA,Florida,0.13,0.16,0.1,0.32,0.01,0.67
401282051,2021,1,Florida International,Conference USA,Long Island University,1.37,1.37,0.0,0.45,0.51,-0.35
401282614,2021,1,Florida State,ACC,Notre Dame,0.29,0.27,0.3,0.23,0.51,-0.12
401286187,2021,1,Fresno State,Mountain West,UConn,0.29,0.48,0.09,-0.4,-0.32,-0.49
401309838,2021,1,Fresno State,Mountain West,Oregon,0.2,0.33,-0.01,0.11,0.16,0.09
401281946,2021,1,Georgia,SEC,Clemson,-0.02,0.04,-0.09,-0.28,-0.28,-0.3
401309600,2021,1,Georgia Southern,Sun Belt,Gardner-Webb,0.22,0.34,0.27,0.15,0.26,-0.19
401309601,2021,1,Georgia State,Sun Belt,Army,0.17,0.37,0.0,0.39,2.15,0.25
401282610,2021,1,Georgia Tech,ACC,Northern Illinois,0.01,-0.42,0.35,0.16,0.63,-0.01
401309833,2021,1,Hawai'i,Mountain West,UCLA,-0.05,-0.04,-0.08,0.23,0.28,0.2
401310698,2021,1,Hawai'i,Mountain West,Portland State,0.39,0.63,0.27,0.11,0.4,-0.27
401287886,2021,1,Houston,American Athletic,Texas Tech,0.02,-0.1,0.16,0.21,0.29,0.12
401282714,2021,1,Illinois,Big Ten,Nebraska,0.04,0.44,-0.1,0.32,0.39,0.24
401282179,2021,1,Illinois,Big Ten,UTSA,0.28,0.32,0.23,0.32,0.56,0.16
401282723,2021,1,Indiana,Big Ten,Iowa,-0.3,-0.52,-0.06,0.01,0.09,-0.06
401282723,2021,1,Iowa,Big Ten,Indiana,0.01,0.09,-0.06,-0.3,-0.52,-0.06
401287887,2021,1,Iowa State,Big 12,Northern Iowa,0.13,0.38,-0.05,0.17,0.3,-0.03
401287888,2021,1,Kansas,Big 12,South Dakota,-0.04,0.2,-0.21,0.0,0.17,-0.09
401287889,2021,1,Kansas State,Big 12,Stanford,0.28,-0.14,0.54,0.08,0.2,-0.16
401282053,2021,1,Kent State,Mid-American,Texas A&M,-0.13,-0.54,0.21,0.29,0.25,0.33
401281947,2021,1,Kentucky,SEC,UL Monroe,0.39,0.53,0.22,-0.27,-0.28,-0.25
401286294,2021,1,Liberty,FBS Independents,Campbell,0.53,0.61,0.47,0.09,0.11,0.06
401287892,2021,1,Louisiana,Sun Belt,Texas,0.15,0.28,-0.06,0.4,0.67,0.2
401281949,2021,1,Louisiana Tech,Conference USA,Mississippi State,0.22,0.4,0.03,0.34,0.3,0.45
401282055,2021,1,Louisville,ACC,Ole Miss,0.41,0.11,0.74,0.76,0.74,0.78
401281948,2021,1,LSU,SEC,UCLA,0.2,0.31,-0.04,0.39,0.84,0.19
401282174,2021,1,Marshall,Conference USA,Navy,0.34,0.38,0.3,0.02,-0.58,0.25
401282764,2021,1,Maryland,Big Ten,West Virginia,0.21,0.34,0.1,0.02,0.0,0.09
401282612,2021,1,Massachusetts,FBS Independents,Pittsburgh,-0.14,-0.07,-0.27,0.45,0.56,0.43
401300997,2021,1,Memphis,American Athletic,Nicholls,0.34,0.48,0.26,0.17,0.29,0.04
401281942,2021,1,Miami,ACC,Alabama,0.01,0.1,-0.12,0.34,0.64,0.02
401300996,2021,1,Miami (OH),Mid-American,Cincinnati,-0.14,-0.54,0.13,0.51,0.45,0.58
401282772,2021,1,Michigan,Big Ten,Western Michigan,0.65,1.2,0.45,0.11,0.17,0.05
401282782,2021,1,Michigan State,Big Ten,Northwestern,0.42,0.29,0.52,0.15,0.23,0.04
401282173,2021,1,Middle Tennessee,Conference USA,Monmouth,0.23,0.49,0.03,0.04,0.02,0.09
401282789,2021,1,Minnesota,Big Ten,Ohio State,0.05,0.5,-0.18,0.56,0.7,0.45
401281949,2021,1,Mississippi State,SEC,Louisiana Tech,0.34,0.3,0.45,0.22,0.4,0.03
401281950,2021,1,Missouri,SEC,Central Michigan,0.13,0.24,0.03,0.23,0.18,0.52
