year,team,conference,fpi,resumeRanks,efficiencies
2020,Notre Dame,FBS Independents,19.341,"{'strengthOfRecord': 4, 'fpi': 7, 'averageWinProbability': 21, 'strengthOfSchedule': 8, 'remainingStrengthOfSchedule': None, 'gameControl': 12}","{'overall': 77.26, 'offense': 77.743, 'defense': 69.211, 'specialTeams': 41.126}"
2020,Georgia,SEC,22.215,"{'strengthOfRecord': 7, 'fpi': 5, 'averageWinProbability': 34, 'strengthOfSchedule': 11, 'remainingStrengthOfSchedule': None, 'gameControl': 13}","{'overall': 81.483, 'offense': 73.941, 'defense': 76.39, 'specialTeams': 61.455}"
2020,Florida,SEC,17.399,"{'strengthOfRecord': 17, 'fpi': 11, 'averageWinProbability': 28, 'strengthOfSchedule': 1, 'remainingStrengthOfSchedule': None, 'gameControl': 9}","{'overall': 78.288, 'offense': 85.615, 'defense': 54.9, 'specialTeams': 58.304}"
2020,Tennessee,SEC,3.026,"{'strengthOfRecord': 75, 'fpi': 53, 'averageWinProbability': 96, 'strengthOfSchedule': 9, 'remainingStrengthOfSchedule': None, 'gameControl': 60}","{'overall': 51.398, 'offense': 41.279, 'defense': 58.72, 'specialTeams': 54.395}"
2020,South Carolina,SEC,-1.709,"{'strengthOfRecord': 93, 'fpi': 79, 'averageWinProbability': 118, 'strengthOfSchedule': 26, 'remainingStrengthOfSchedule': None, 'gameControl': 97}","{'overall': 36.393, 'offense': 48.394, 'defense': 35.288, 'specialTeams': 34.183}"
2020,Kentucky,SEC,4.791,"{'strengthOfRecord': 46, 'fpi': 45, 'averageWinProbability': 56, 'strengthOfSchedule': 2, 'remainingStrengthOfSchedule': None, 'gameControl': 27}","{'overall': 58.551, 'offense': 46.105, 'defense': 64.297, 'specialTeams': 57.691}"
2020,Vanderbilt,SEC,-12.73,"{'strengthOfRecord': 119, 'fpi': 112, 'averageWinProbability': 123, 'strengthOfSchedule': 43, 'remainingStrengthOfSchedule': None, 'gameControl': 119}","{'overall': 20.564, 'offense': 32.168, 'defense': 24.613, 'specialTeams': 28.463}"
2020,Massachusetts,FBS Independents,-33.112,"{'strengthOfRecord': 119, 'fpi': 127, 'averageWinProbability': 127, 'strengthOfSchedule': 113, 'remainingStrengthOfSchedule': None, 'gameControl': 121}","{'overall': 4.624, 'offense': 7.203, 'defense': 11.318, 'specialTeams': 41.231}"
2020,Oklahoma State,Big 12,14.378,"{'strengthOfRecord': 15, 'fpi': 15, 'averageWinProbability': 20, 'strengthOfSchedule': 18, 'remainingStrengthOfSchedule': None, 'gameControl': 10}","{'overall': 72.496, 'offense': 56.337, 'defense': 77.532, 'specialTeams': 58.559}"
2020,Kansas State,Big 12,2.859,"{'strengthOfRecord': 58, 'fpi': 55, 'averageWinProbability': 72, 'strengthOfSchedule': 16, 'remainingStrengthOfSchedule': None, 'gameControl': 42}","{'overall': 53.212, 'offense': 46.685, 'defense': 46.237, 'specialTeams': 80.959}"
2020,Baylor,Big 12,4.653,"{'strengthOfRecord': 85, 'fpi': 47, 'averageWinProbability': 106, 'strengthOfSchedule': 14, 'remainingStrengthOfSchedule': None, 'gameControl': 78}","{'overall': 48.431, 'offense': 34.232, 'defense': 66.715, 'specialTeams': 41.117}"
2020,Iowa State,Big 12,17.925,"{'strengthOfRecord': 8, 'fpi': 10, 'averageWinProbability': 32, 'strengthOfSchedule': 7, 'remainingStrengthOfSchedule': None, 'gameControl': 16}","{'overall': 78.265, 'offense': 75.405, 'defense': 74.422, 'specialTeams': 41.359}"
2020,Texas Tech,Big 12,0.357,"{'strengthOfRecord': 66, 'fpi': 70, 'averageWinProbability': 98, 'strengthOfSchedule': 23, 'remainingStrengthOfSchedule': None, 'gameControl': 77}","{'overall': 41.5, 'offense': 38.494, 'defense': 49.894, 'specialTeams': 42.234}"
2020,Kansas,Big 12,-15.173,"{'strengthOfRecord': 119, 'fpi': 117, 'averageWinProbability': 124, 'strengthOfSchedule': 27, 'remainingStrengthOfSchedule': None, 'gameControl': 118}","{'overall': 16.429, 'offense': 12.462, 'defense': 40.416, 'specialTeams': 26.078}"
2020,TCU,Big 12,12.231,"{'strengthOfRecord': 27, 'fpi': 21, 'averageWinProbability': 41, 'strengthOfSchedule': 29, 'remainingStrengthOfSchedule': None, 'gameControl': 29}","{'overall': 66.819, 'offense': 52.498, 'defense': 73.397, 'specialTeams': 56.04}"
2020,West Virginia,Big 12,7.429,"{'strengthOfRecord': 33, 'fpi': 31, 'averageWinProbability': 55, 'strengthOfSchedule': 35, 'remainingStrengthOfSchedule': None, 'gameControl': 47}","{'overall': 59.883, 'offense': 47.709, 'defense': 69.491, 'specialTeams': 50.565}"
2020,UTEP,Conference USA,-22.75,"{'strengthOfRecord': 112, 'fpi': 123, 'averageWinProbability': 94, 'strengthOfSchedule': 81, 'remainingStrengthOfSchedule': None, 'gameControl': 115}","{'overall': 20.172, 'offense': 22.769, 'defense': 28.837, 'specialTeams': 46.105}"
2020,Rice,Conference USA,-6.685,"{'strengthOfRecord': 96, 'fpi': 96, 'averageWinProbability': 44, 'strengthOfSchedule': 122, 'remainingStrengthOfSchedule': None, 'gameControl': 71}","{'overall': 35.58, 'offense': 21.65, 'defense': 59.895, 'specialTeams': 48.315}"
2020,Oregon,Pac-12,14.319,"{'strengthOfRecord': 32, 'fpi': 17, 'averageWinProbability': 45, 'strengthOfSchedule': 52, 'remainingStrengthOfSchedule': None, 'gameControl': 19}","{'overall': 69.615, 'offense': 71.098, 'defense': 62.416, 'specialTeams': 47.394}"
2020,Stanford,Pac-12,6.808,"{'strengthOfRecord': 22, 'fpi': 34, 'averageWinProbability': 79, 'strengthOfSchedule': 61, 'remainingStrengthOfSchedule': None, 'gameControl': 38}","{'overall': 60.191, 'offense': 73.444, 'defense': 36.349, 'specialTeams': 65.279}"
2020,Washington,Pac-12,7.332,"{'strengthOfRecord': 29, 'fpi': 33, 'averageWinProbability': 46, 'strengthOfSchedule': 110, 'remainingStrengthOfSchedule': None, 'gameControl': 55}","{'overall': 51.175, 'offense': 58.633, 'defense': 54.47, 'specialTeams': 14.282}"
2020,California,Pac-12,3.505,"{'strengthOfRecord': 67, 'fpi': 51, 'averageWinProbability': 81, 'strengthOfSchedule': 88, 'remainingStrengthOfSchedule': None, 'gameControl': 45}","{'overall': 45.796, 'offense': 35.807, 'defense': 69.459, 'specialTeams': 24.875}"
2020,Oregon State,Pac-12,1.221,"{'strengthOfRecord': 78, 'fpi': 64, 'averageWinProbability': 101, 'strengthOfSchedule': 59, 'remainingStrengthOfSchedule': None, 'gameControl': 86}","{'overall': 42.227, 'offense': 58.419, 'defense': 29.091, 'specialTeams': 53.734}"
2020,Washington State,Pac-12,0.754,"{'strengthOfRecord': 50, 'fpi': 68, 'averageWinProbability': 75, 'strengthOfSchedule': 71, 'remainingStrengthOfSchedule': None, 'gameControl': 20}","{'overall': 51.202, 'offense': 61.699, 'defense': 35.343, 'specialTeams': 68.423}"
2020,USC,Pac-12,14.267,"{'strengthOfRecord': 11, 'fpi': 18, 'averageWinProbability': 60, 'strengthOfSchedule': 63, 'remainingStrengthOfSchedule': None, 'gameControl': 30}","{'overall': 66.832, 'offense': 59.003, 'defense': 68.515, 'specialTeams': 50.996}"
