game_id,season,week,home_team,away_team,provider,spread,formatted_spread,spread_open,over_under,over_under_open,home_moneyline,away_moneyline
401013129,2018,4,Wake Forest,Notre Dame,teamrankings,6.0,Notre Dame -6,,59.5,,,
401013129,2018,4,Wake Forest,Notre Dame,numberfire,6.5,Notre Dame -6.5,,59.5,,,
401013129,2018,4,Wake Forest,Notre Dame,consensus,6.5,Notre Dame -6.5,,59.5,,,
401013129,2018,4,Wake Forest,Notre Dame,Caesars,6.5,Notre Dame -6.5,,59.5,,,
401012251,2018,1,Kentucky,Central Michigan,teamrankings,-17.5,Kentucky -17.5,,49.0,,,
401012251,2018,1,Kentucky,Central Michigan,numberfire,-17.5,Kentucky -17.5,,49.0,,,
401013448,2018,1,Liberty,Old Dominion,teamrankings,5.0,Old Dominion -5,,59.0,,,
401013448,2018,1,Liberty,Old Dominion,numberfire,5.0,Old Dominion -5,,58.0,,,
401013448,2018,1,Liberty,Old Dominion,consensus,5.0,Old Dominion -5,,58.0,,,
401013448,2018,1,Liberty,Old Dominion,Caesars,5.5,Old Dominion -5.5,,58.0,,,
401014974,2018,1,South Alabama,Louisiana Tech,teamrankings,10.5,Louisiana Tech -10.5,,53.0,,,
401014974,2018,1,South Alabama,Louisiana Tech,numberfire,10.0,Louisiana Tech -10,,51.0,,,
401014974,2018,1,South Alabama,Louisiana Tech,consensus,10.5,Louisiana Tech -10.5,,51.0,,,
401014974,2018,1,South Alabama,Louisiana Tech,Caesars,10.5,Louisiana Tech -10.5,,51.0,,,
401021654,2018,1,Louisiana,Grambling,consensus,-14.0,Louisiana -14,,61.0,,,
401012259,2018,1,Vanderbilt,Middle Tennessee,teamrankings,-3.0,Vanderbilt -3,,57.5,,,
401012259,2018,1,Vanderbilt,Middle Tennessee,numberfire,-3.0,Vanderbilt -3,,57.0,,,
401012259,2018,1,Vanderbilt,Middle Tennessee,consensus,-3.0,Vanderbilt -3,,56.5,,,
401012259,2018,1,Vanderbilt,Middle Tennessee,Caesars,-3.0,Vanderbilt -3,,56.5,,,
401032056,2018,1,Eastern Michigan,Georgia Southern,teamrankings,3.0,Georgia Southern -3,,45.5,,,
401032056,2018,1,Eastern Michigan,Georgia Southern,numberfire,3.0,Georgia Southern -3,,45.5,,,
401032056,2018,1,Eastern Michigan,Georgia Southern,consensus,2.5,Georgia Southern -2.5,,45.5,,,
401032056,2018,1,Eastern Michigan,Georgia Southern,Caesars,2.5,Georgia Southern -2.5,,45.5,,,
401020677,2018,2,Kent State,Howard,consensus,-9.5,Kent State -9.5,,,,,
401020678,2018,2,Akron,Morgan State,consensus,-42.5,Akron -42.5,,,,,
401012269,2018,2,Tennessee,East Tennessee State,consensus,-37.0,Tennessee -37,,51.5,,,
401012873,2018,2,Bowling Green,Maryland,teamrankings,13.5,Maryland -13.5,,65.5,,,
401012873,2018,2,Bowling Green,Maryland,numberfire,13.5,Maryland -13.5,,65.5,,,
401012873,2018,2,Bowling Green,Maryland,consensus,14.0,Maryland -14,,66.0,,,
401012873,2018,2,Bowling Green,Maryland,Caesars,13.5,Maryland -13.5,,64.0,,,
401014990,2018,2,Coastal Carolina,UAB,teamrankings,8.5,UAB -8.5,,54.5,,,
401014990,2018,2,Coastal Carolina,UAB,numberfire,9.0,UAB -9,,55.0,,,
401014990,2018,2,Coastal Carolina,UAB,consensus,9.0,UAB -9,,54.5,,,
401014990,2018,2,Coastal Carolina,UAB,Caesars,9.0,UAB -9,,54.5,,,
401021657,2018,2,Texas State,Texas Southern,consensus,-34.0,Texas State -34,,52.5,,,
401012254,2018,1,Mississippi State,Stephen F. Austin,consensus,-47.5,Mississippi State -47.5,,53.0,,,
401012254,2018,1,Mississippi State,Stephen F. Austin,Caesars,-41.0,Mississippi State -41,,,,,
401021652,2018,1,Arkansas State,Southeast Missouri State,consensus,-32.5,Arkansas State -32.5,,56.0,,,
401020676,2018,1,Toledo,VMI,consensus,-48.5,Toledo -48.5,,53.0,,,
401012281,2018,3,Tennessee,UTEP,teamrankings,-33.5,Tennessee -33.5,,51.0,,,
401012281,2018,3,Tennessee,UTEP,numberfire,-33.5,Tennessee -33.5,,51.5,,,
401012281,2018,3,Tennessee,UTEP,consensus,-33.5,Tennessee -33.5,,51.5,,,
401012281,2018,3,Tennessee,UTEP,Caesars,-33.0,Tennessee -33,,51.5,,,
401020679,2018,3,Northern Illinois,Central Michigan,teamrankings,-13.5,Northern Illinois -13.5,,48.0,,,
401020679,2018,3,Northern Illinois,Central Michigan,numberfire,-14.0,Northern Illinois -14,,46.0,,,
401020681,2018,3,Bowling Green,Eastern Kentucky,consensus,-14.0,Bowling Green -14,,65.0,,,
401012278,2018,3,Mississippi State,Louisiana,teamrankings,-34.0,Mississippi State -34,,62.5,,,
401012278,2018,3,Mississippi State,Louisiana,numberfire,-34.0,Mississippi State -34,,63.0,,,
401012278,2018,3,Mississippi State,Louisiana,consensus,-34.0,Mississippi State -34,,63.5,,,
401012278,2018,3,Mississippi State,Louisiana,Caesars,-34.5,Mississippi State -34.5,,63.5,,,
401020682,2018,3,Buffalo,Eastern Michigan,teamrankings,-3.0,Buffalo -3,,54.0,,,
401020682,2018,3,Buffalo,Eastern Michigan,numberfire,-3.0,Buffalo -3,,54.0,,,
401020680,2018,3,Western Michigan,Delaware State,consensus,-47.0,Western Michigan -47,,,,,
401021660,2018,3,South Alabama,Texas State,teamrankings,-10.0,South Alabama -10,,49.0,,,
401021660,2018,3,South Alabama,Texas State,numberfire,-9.5,South Alabama -9.5,,49.0,,,
401021660,2018,3,South Alabama,Texas State,consensus,-9.5,South Alabama -9.5,,49.0,,,
401021660,2018,3,South Alabama,Texas State,Caesars,-9.5,South Alabama -9.5,,49.0,,,
401020686,2018,4,Georgia State,Western Michigan,teamrankings,8.5,Western Michigan -8.5,,61.0,,,
401020686,2018,4,Georgia State,Western Michigan,numberfire,8.0,Western Michigan -8,,61.0,,,
401015000,2018,4,Ball State,Western Kentucky,teamrankings,-3.0,Ball State -3,,52.5,,,
401015000,2018,4,Ball State,Western Kentucky,numberfire,-3.0,Ball State -3,,52.5,,,
401015000,2018,4,Ball State,Western Kentucky,consensus,-3.0,Ball State -3,,52.5,,,
401015000,2018,4,Ball State,Western Kentucky,Caesars,-3.0,Ball State -3,,52.5,,,
401020811,2018,4,Bowling Green,Miami (OH),teamrankings,6.5,Miami (OH) -6.5,,55.0,,,
401020811,2018,4,Bowling Green,Miami (OH),numberfire,6.5,Miami (OH) -6.5,,54.5,,,
401020811,2018,4,Bowling Green,Miami (OH),consensus,6.5,Miami (OH) -6.5,,55.0,,,
401020811,2018,4,Bowling Green,Miami (OH),Caesars,6.5,Miami (OH) -6.5,,55.5,,,
401013360,2018,4,Massachusetts,Charlotte,teamrankings,-6.5,Massachusetts -6.5,,55.5,,,
401013360,2018,4,Massachusetts,Charlotte,numberfire,-6.5,Massachusetts -6.5,,57.5,,,
401013360,2018,4,Massachusetts,Charlotte,consensus,-6.0,Massachusetts -6,,56.0,,,
401013360,2018,4,Massachusetts,Charlotte,Caesars,-6.0,Massachusetts -6,,56.0,,,
401021661,2018,4,App State,Gardner-Webb,consensus,-45.0,App State -45,,56.0,,,
401012291,2018,4,Vanderbilt,South Carolina,teamrankings,1.5,South Carolina -1.5,,53.5,,,
401012291,2018,4,Vanderbilt,South Carolina,numberfire,1.5,South Carolina -1.5,,52.0,,,
401012291,2018,4,Vanderbilt,South Carolina,consensus,1.5,South Carolina -1.5,,53.5,,,
401012291,2018,4,Vanderbilt,South Carolina,Caesars,1.5,South Carolina -1.5,,53.0,,,
401013450,2018,4,Liberty,North Texas,teamrankings,10.5,North Texas -10.5,,67.5,,,
401013450,2018,4,Liberty,North Texas,numberfire,10.5,North Texas -10.5,,68.0,,,
401013450,2018,4,Liberty,North Texas,consensus,11.0,North Texas -11,,68.5,,,
401013450,2018,4,Liberty,North Texas,Caesars,11.0,North Texas -11,,68.5,,,
401021663,2018,4,Louisiana,Coastal Carolina,teamrankings,-3.0,Louisiana -3,,61.5,,,
401021663,2018,4,Louisiana,Coastal Carolina,numberfire,-3.0,Louisiana -3,,63.0,,,
401021663,2018,4,Louisiana,Coastal Carolina,consensus,-3.0,Louisiana -3,,63.0,,,
401021663,2018,4,Louisiana,Coastal Carolina,Caesars,-2.5,Louisiana -2.5,,63.0,,,
401021666,2018,5,Georgia Southern,Arkansas State,teamrankings,3.0,Arkansas State -3,,53.5,,,
401021666,2018,5,Georgia Southern,Arkansas State,numberfire,3.0,Arkansas State -3,,53.5,,,
401021666,2018,5,Georgia Southern,Arkansas State,consensus,3.0,Arkansas State -3,,54.0,,,
401021666,2018,5,Georgia Southern,Arkansas State,Caesars,3.0,Arkansas State -3,,53.0,,,
401012279,2018,3,Purdue,Missouri,teamrankings,5.0,Missouri -5,,68.0,,,
401012279,2018,3,Purdue,Missouri,numberfire,5.0,Missouri -5,,67.5,,,
401012279,2018,3,Purdue,Missouri,consensus,5.5,Missouri -5.5,,68.0,,,
401012279,2018,3,Purdue,Missouri,Caesars,5.5,Missouri -5.5,,67.0,,,
401013063,2018,10,TCU,Kansas State,teamrankings,-10.0,TCU -10,,44.5,,,
