game_id,season,week,home_team,away_team,provider,spread,formatted_spread,spread_open,over_under,over_under_open,home_moneyline,away_moneyline
401411101,2022,1,Georgia Tech,Clemson,teamrankings,24.5,Clemson -24.5,,51.0,,,
401411101,2022,1,Georgia Tech,Clemson,consensus,24.5,Clemson -24.5,,51.5,,,
401411101,2022,1,Georgia Tech,Clemson,William Hill (New Jersey),24.0,Clemson -24,,51.5,,,
401411101,2022,1,Georgia Tech,Clemson,Bovada,24.5,Clemson -24.5,21.0,51.5,51.0,950.0,-2000.0
401423155,2022,7,St. Thomas (MN),Drake,consensus,-16.5,St. Thomas (MN) -16.5,,45.0,,,
401423155,2022,7,St. Thomas (MN),Drake,William Hill (New Jersey),-16.5,St. Thomas (MN) -16.5,,45.0,,,
401423453,2022,7,Alabama State,Mississippi Valley State,William Hill (New Jersey),-18.0,Alabama State -18,,37.5,,,
401418832,2022,7,Illinois State,South Dakota,consensus,1.5,South Dakota -1.5,,40.0,,,
401418832,2022,7,Illinois State,South Dakota,William Hill (New Jersey),1.5,South Dakota -1.5,,40.0,,,
401418840,2022,7,Youngstown State,Indiana State,consensus,-12.0,Youngstown State -12,,48.0,,,
401418840,2022,7,Youngstown State,Indiana State,William Hill (New Jersey),-12.5,Youngstown State -12.5,,48.0,,,
401425519,2022,7,Southern Illinois,Western Illinois,William Hill (New Jersey),-25.0,Southern Illinois -25,,59.5,,,
401420834,2022,7,North Dakota State,South Dakota State,consensus,-4.0,North Dakota State -4,,46.0,,,
401420834,2022,7,North Dakota State,South Dakota State,William Hill (New Jersey),-4.0,North Dakota State -4,,46.0,,,
401421113,2022,7,Valparaiso,Butler,consensus,-10.5,Valparaiso -10.5,,48.5,,,
401421113,2022,7,Valparaiso,Butler,William Hill (New Jersey),-10.5,Valparaiso -10.5,,49.5,,,
401421160,2022,7,Furman,Western Carolina,consensus,-9.5,Furman -9.5,,58.5,,,
401421160,2022,7,Furman,Western Carolina,William Hill (New Jersey),-9.5,Furman -9.5,,58.5,,,
