game_id,season,week,home_team,away_team,provider,spread,formatted_spread,spread_open,over_under,over_under_open,home_moneyline,away_moneyline
401110840,2019,10,Tennessee,UAB,Bovada,-14.0,Tennessee -14.0,,49.0,,,
401110840,2019,10,Tennessee,UAB,teamrankings,-13.5,Tennessee -13.5,,49.0,,,
401110840,2019,10,Tennessee,UAB,numberfire,-13.5,Tennessee -13.5,,49.0,,,
401110840,2019,10,Tennessee,UAB,consensus,-13.5,Tennessee -13.5,,49.5,,,
401110840,2019,10,Tennessee,UAB,Caesars,-13.5,Tennessee -13.5,,49.0,,,
401114301,2019,10,Western Kentucky,Florida Atlantic,Bovada,0.0,Florida Atlantic -0.0,,51.0,,,
401114301,2019,10,Western Kentucky,Florida Atlantic,teamrankings,2.0,Florida Atlantic -2,,51.5,,,
401114301,2019,10,Western Kentucky,Florida Atlantic,numberfire,1.0,Florida Atlantic -1,,51.0,,,
401114301,2019,10,Western Kentucky,Florida Atlantic,consensus,1.0,Florida Atlantic -1,,51.0,,,
401114301,2019,10,Western Kentucky,Florida Atlantic,Caesars,1.5,Florida Atlantic -1.5,,50.5,,,
401119293,2019,10,Bowling Green,Akron,Bovada,-4.5,Bowling Green -4.5,,49.0,,,
401119293,2019,10,Bowling Green,Akron,teamrankings,-3.5,Bowling Green -3.5,,49.5,,,
401119293,2019,10,Bowling Green,Akron,numberfire,-4.0,Bowling Green -4,,49.5,,,
401119293,2019,10,Bowling Green,Akron,consensus,-4.0,Bowling Green -4,,49.5,,,
401119293,2019,10,Bowling Green,Akron,Caesars,-4.0,Bowling Green -4,,49.5,,,
401117896,2019,10,East Carolina,Cincinnati,Bovada,24.5,Cincinnati -24.5,,48.5,,,
401117896,2019,10,East Carolina,Cincinnati,teamrankings,25.0,Cincinnati -25,,48.5,,,
401117896,2019,10,East Carolina,Cincinnati,numberfire,24.5,Cincinnati -24.5,,48.5,,,
401117896,2019,10,East Carolina,Cincinnati,consensus,24.5,Cincinnati -24.5,,48.5,,,
401117896,2019,10,East Carolina,Cincinnati,Caesars,24.0,Cincinnati -24,,48.5,,,
401112497,2019,10,Florida State,Miami,Bovada,-3.0,Florida State -3.0,,49.5,,,
401112497,2019,10,Florida State,Miami,teamrankings,-3.0,Florida State -3,,50.0,,,
401112497,2019,10,Florida State,Miami,numberfire,-3.0,Florida State -3,,49.5,,,
401112497,2019,10,Florida State,Miami,consensus,-3.0,Florida State -3,,49.5,,,
401112497,2019,10,Florida State,Miami,Caesars,-3.0,Florida State -3,,49.5,,,
401119294,2019,10,Eastern Michigan,Buffalo,Bovada,2.0,Buffalo -2.0,,49.5,,,
401119294,2019,10,Eastern Michigan,Buffalo,teamrankings,1.0,Buffalo -1,,50.5,,,
401119294,2019,10,Eastern Michigan,Buffalo,numberfire,1.5,Buffalo -1.5,,49.5,,,
401119294,2019,10,Eastern Michigan,Buffalo,consensus,1.5,Buffalo -1.5,,50.0,,,
401119294,2019,10,Eastern Michigan,Buffalo,Caesars,1.5,Buffalo -1.5,,50.0,,,
401110838,2019,10,Florida,Georgia,Bovada,6.5,Georgia -6.5,,48.0,,,
401110838,2019,10,Florida,Georgia,teamrankings,6.5,Georgia -6.5,,47.5,,,
401110838,2019,10,Florida,Georgia,numberfire,6.5,Georgia -6.5,,47.5,,,
401110838,2019,10,Florida,Georgia,consensus,6.5,Georgia -6.5,,47.5,,,
401110838,2019,10,Florida,Georgia,Caesars,6.5,Georgia -6.5,,47.0,,,
401117897,2019,10,Memphis,SMU,Bovada,-6.5,Memphis -6.5,,72.0,,,
401117897,2019,10,Memphis,SMU,teamrankings,-6.5,Memphis -6.5,,71.0,,,
401117897,2019,10,Memphis,SMU,numberfire,-6.5,Memphis -6.5,,71.0,,,
401117897,2019,10,Memphis,SMU,consensus,-6.5,Memphis -6.5,,71.5,,,
401117897,2019,10,Memphis,SMU,Caesars,-6.5,Memphis -6.5,,71.5,,,
401117895,2019,10,UCF,Houston,Bovada,-22.0,UCF -22.0,,73.5,,,
401117895,2019,10,UCF,Houston,teamrankings,-22.0,UCF -22,,72.0,,,
401117895,2019,10,UCF,Houston,numberfire,-21.5,UCF -21.5,,73.0,,,
401117895,2019,10,UCF,Houston,consensus,-21.5,UCF -21.5,,73.0,,,
401117895,2019,10,UCF,Houston,Caesars,-22.0,UCF -22,,74.0,,,
401112208,2019,10,Maryland,Michigan,Bovada,22.0,Michigan -22.0,,57.5,,,
401112208,2019,10,Maryland,Michigan,teamrankings,21.5,Michigan -21.5,,57.5,,,
401112208,2019,10,Maryland,Michigan,numberfire,21.5,Michigan -21.5,,57.5,,,
401112208,2019,10,Maryland,Michigan,consensus,21.5,Michigan -21.5,,57.5,,,
401112208,2019,10,Maryland,Michigan,Caesars,21.0,Michigan -21,,58.5,,,
401112153,2019,10,Illinois,Rutgers,Bovada,-19.0,Illinois -19.0,,48.5,,,
401112153,2019,10,Illinois,Rutgers,teamrankings,-18.5,Illinois -18.5,,49.0,,,
401112153,2019,10,Illinois,Rutgers,numberfire,-19.0,Illinois -19,,48.5,,,
401112153,2019,10,Illinois,Rutgers,consensus,-18.5,Illinois -18.5,,48.0,,,
401110841,2019,10,Texas A&M,UTSA,Bovada,-38.5,Texas A&M -38.5,,55.0,,,
401110841,2019,10,Texas A&M,UTSA,teamrankings,-38.0,Texas A&M -38,,55.0,,,
401110841,2019,10,Texas A&M,UTSA,numberfire,-37.5,Texas A&M -37.5,,55.5,,,
401110841,2019,10,Texas A&M,UTSA,consensus,-37.5,Texas A&M -37.5,,55.0,,,
401110841,2019,10,Texas A&M,UTSA,Caesars,-37.5,Texas A&M -37.5,,55.5,,,
401117538,2019,10,Colorado State,UNLV,Bovada,-7.5,Colorado State -7.5,,64.0,,,
